"","top_hit","gene_id","length","eValue","bitscore","simMean","UniProtKB_entry","status","protein_names","gene_names","organism","GO_IDs","GO_terms"
"18909","PFX20527.1","Pver_g19385.t1",1371,0,1395.2,58.35,"A0A2B4RW12_STYPI","unreviewed","Integrase catalytic domain-containing protein","AWC38_SpisGene15012","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0015074; F:GO:0003676;GO:0003676; GO:0015074","P:DNA integration; F:nucleic acid binding;nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]"
"18910","RMX53488.1","Pver_g19386.t2",367,9.9e-215,756.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18911","RMX53489.1","Pver_g19387.t1",746,0,1449.5,95.58,"A0A3M6UIV3_POCDA","unreviewed","Uncharacterized protein","pdam_00017084","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","C:GO:0016021;GO:0016021","C:integral component of membrane;integral component of membrane [GO:0016021]"
"18912","RMX38285.1","Pver_g19388.t1",189,3.6e-97,367.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18913","XP_027052301.1","Pver_g19389.t1",162,1.2e-76,297,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18914","XP_027052302.1","Pver_g19390.t1",186,1.8e-93,352.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18915","XP_022801685.1","Pver_g19391.t1",407,2.4e-157,566.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18916","XP_022801685.1","Pver_g19392.t1",433,9.4e-202,713.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18917","XP_027043151.1","Pver_g19393.t2",1130,0,1556.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18918","XP_022807283.1","Pver_g19394.t2",967,3.1e-99,374.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18919","XP_022805761.1","Pver_g19395.t1",873,1.7e-215,760.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18920","XP_027056696.1","Pver_g19396.t1",269,7.7e-146,528.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18921","XP_027059597.1","Pver_g19397.t1",442,1.1e-91,348.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18922","PFX14497.1","Pver_g19398.t1",183,2e-90,343.6,95.08,"A0A2B4RDR5_STYPI","unreviewed","G-protein coupled receptor GRL101","AWC38_SpisGene21341","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0007186; F:GO:0004930; F:GO:0008168; F:GO:0016706; C:GO:0016021;GO:0004930; GO:0008168; GO:0016021; GO:0016706","P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; F:methyltransferase activity; F:2-oxoglutarate-dependent dioxygenase activity; C:integral component of membrane;integral component of membrane [GO:0016021]; 2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; G protein-coupled receptor activity [GO:0004930]; methyltransferase activity [GO:0008168]"
"18923","XP_027050446.1","Pver_g19399.t1",378,1.5e-161,580.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18924","PFX14240.1","Pver_g19400.t1",98,9.9e-33,151.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18925","XP_022786741.1","Pver_g19401.t2",249,1.1e-46,198,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18926","RMX52476.1","Pver_g19402.t1",458,3.1e-259,904.8,99.34,"A0A3M6UFT1_POCDA","unreviewed","C2 domain-containing protein","pdam_00013790","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0005544;GO:0005544","F:calcium-dependent phospholipid binding;calcium-dependent phospholipid binding [GO:0005544]"
"18927","XP_027060672.1","Pver_g19403.t1",211,4.7e-100,375.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18928","XP_022779231.1","Pver_g19404.t1",114,4.1e-50,209.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18929","XP_020626344.1","Pver_g19405.t2",747,3.8e-217,766.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18930","XP_027037679.1","Pver_g19406.t1",673,8.6e-258,901,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18931","XP_022799963.1","Pver_g19407.t2",1408,0,1686.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18932","PFX18453.1","Pver_g19408.t2",1538,0,1340.1,51.69,"A0A2B4RNS3_STYPI","unreviewed","Lactadherin","MFGE8 AWC38_SpisGene17176","Stylophora pistillata (Smooth cauliflower coral)","C:GO:0016020; C:GO:0016021;GO:0016021","C:membrane; C:integral component of membrane;integral component of membrane [GO:0016021]"
"18933","RMX59755.1","Pver_g19409.t1",225,4.9e-125,458,97.78,"A0A3M6V1F6_POCDA","unreviewed","Uncharacterized protein","pdam_00015340","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0008218;GO:0008218","P:bioluminescence;bioluminescence [GO:0008218]"
"18934","XP_029205810.1","Pver_g19410.t1",63,3.2e-10,74.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18935","TRY80743.1","Pver_g19411.t1",111,1.6e-16,97.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18936","XP_027055417.1","Pver_g19412.t1",608,0,1188.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18937","XP_027055417.1","Pver_g19413.t1",608,0,1254.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18938","RMX39581.1","Pver_g19414.t1",452,2e-129,473.4,65.71,"A0A3M6TE26_POCDA","unreviewed","Protein kinase domain-containing protein","pdam_00020819","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0006468; F:GO:0004672; F:GO:0005524;GO:0004672; GO:0005524","P:protein phosphorylation; F:protein kinase activity; F:ATP binding;ATP binding [GO:0005524]; protein kinase activity [GO:0004672]"
"18939","XP_027050944.1","Pver_g19415.t2",216,1.6e-120,443,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18940","XP_020896291.1","Pver_g19416.t1",59,7.4e-15,90.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18941","RMX58102.1","Pver_g19417.t1",1352,0,1543.5,62.87,"A0A3M6UWQ2_POCDA","unreviewed","TPR_REGION domain-containing protein","pdam_00025318","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0005524;GO:0005524; GO:0016887","F:ATP binding;ATP binding [GO:0005524]; ATPase activity [GO:0016887]"
"18942","XP_022804393.1","Pver_g19418.t1",142,4.3e-66,261.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18943","XP_027052112.1","Pver_g19419.t2",942,0,1614.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18944","XP_027052134.1","Pver_g19420.t1",455,3.5e-237,831.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18945","XP_027052131.1","Pver_g19421.t1",678,0,1312,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18946","RMX39226.1","Pver_g19422.t1",1741,0,3104.3,93.22,"A0A3M6TCU5_POCDA","unreviewed","Uncharacterized protein","pdam_00016199","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0003950; F:GO:0046872;GO:0003950; GO:0046872","F:NAD+ ADP-ribosyltransferase activity; F:metal ion binding;metal ion binding [GO:0046872]; NAD+ ADP-ribosyltransferase activity [GO:0003950]"
"18947","XP_027056195.1","Pver_g19423.t1",226,2.7e-103,386,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18948","RMX41198.1","Pver_g19424.t1",1085,4.9e-220,775.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18949","PFX21602.1","Pver_g19425.t1",260,2.4e-132,482.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18950","XP_022790116.1","Pver_g19426.t1",473,8e-205,724.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18951","RMX59443.1","Pver_g19427.t1",583,9.1e-210,741.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18952","XP_020626344.1","Pver_g19428.t1",723,3.9e-192,683.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18953","RMX35108.1","Pver_g19429.t1",489,1.6e-152,550.8,60.94,"A0A3M6T482_POCDA","unreviewed","Uncharacterized protein","pdam_00024214","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0016757;GO:0016757","F:glycosyltransferase activity;transferase activity, transferring glycosyl groups [GO:0016757]"
"18954","RMX46231.1","Pver_g19430.t1",680,3.5e-260,908.7,65.88,"A0A3M6TY13_POCDA","unreviewed","Uncharacterized protein","pdam_00018142","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0006897; F:GO:0005044; C:GO:0016020;GO:0005044; GO:0016020","P:endocytosis; F:scavenger receptor activity; C:membrane;membrane [GO:0016020]; scavenger receptor activity [GO:0005044]"
"18955","RMX47374.1","Pver_g19431.t1",160,9.8e-76,296.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18956","XP_029210232.1","Pver_g19432.t1",279,6.7e-108,401.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18957","XP_022808245.1","Pver_g19433.t1",384,4.1e-146,528.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18958","XP_027042371.1","Pver_g19434.t1",470,2.6e-233,821.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18959","RMX55570.1","Pver_g19435.t2",1360,0,1857.4,75.81,"A0A3M6UPK9_POCDA","unreviewed","Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)","pdam_00001725","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0003676; F:GO:0016757;GO:0003723; GO:0003950","F:nucleic acid binding; F:glycosyltransferase activity;NAD+ ADP-ribosyltransferase activity [GO:0003950]; RNA binding [GO:0003723]"
"18960","XP_027052595.1","Pver_g19436.t1",187,8.5e-99,370.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18961","RMX44207.1","Pver_g19437.t1",289,2.3e-123,453,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18962","RMX51516.1","Pver_g19438.t1",130,2.2e-55,227.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18963","XP_027037723.1","Pver_g19439.t1",208,3.1e-78,303.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18964","XP_027036092.1","Pver_g19440.t1",311,2.8e-146,529.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18965","XP_027036092.1","Pver_g19441.t1",311,1.6e-124,456.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18966","XP_022809703.1","Pver_g19442.t1",201,6.3e-92,347.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18967","XP_022790116.1","Pver_g19444.t1",1296,5.9e-225,792.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18968","RMX55777.1","Pver_g19445.t1",110,1.3e-46,197.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18969","XP_031570477.1","Pver_g19446.t1",681,3.5e-105,394,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18970","RMX57396.1","Pver_g19447.t2",1465,7.7e-286,994.6,43,"A0A3M6UUM9_POCDA","unreviewed","Uncharacterized protein","pdam_00023481","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0006811; P:GO:0034220; F:GO:0005216; C:GO:0016020; C:GO:0016021;GO:0005216; GO:0016021","P:ion transport; P:ion transmembrane transport; F:ion channel activity; C:membrane; C:integral component of membrane;integral component of membrane [GO:0016021]; ion channel activity [GO:0005216]"
"18971","XP_027053290.1","Pver_g19448.t2",765,4.1e-251,878.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18972","XP_022797079.1","Pver_g19449.t1",864,2.8e-276,962.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18973","XP_027047886.1","Pver_g19450.t1",563,0,1133.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18974","PFX12648.1","Pver_g19451.t1",268,4.5e-146,528.1,97.76,NA,NA,NA,NA,NA,"F:GO:0003824;NA","F:catalytic activity;NA"
"18975","XP_022793677.1","Pver_g19452.t1",424,1.1e-97,368.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18976","XP_015779115.1","Pver_g19453.t1",292,1.8e-27,133.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18977","XP_029206260.1","Pver_g19454.t1",416,2.9e-82,317,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18978","RMX61351.1","Pver_g19456.t2",616,1.9e-231,813.5,72.4,"A0A3M6V649_POCDA","unreviewed","XK-related protein","pdam_00024250","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","C:GO:0016020;GO:0016021","C:membrane;integral component of membrane [GO:0016021]"
"18979","XP_027049009.1","Pver_g19457.t1",197,1.4e-69,274.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18980","PFX21315.1","Pver_g19458.t1",200,6.9e-88,336.7,82,"A0A2B4RYI7_STYPI","unreviewed","Putative RNA-directed DNA polymerase from transposon BS","RTase AWC38_SpisGene14194","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0006278; F:GO:0003964;GO:0003964","P:RNA-dependent DNA biosynthetic process; F:RNA-directed DNA polymerase activity;RNA-directed DNA polymerase activity [GO:0003964]"
"18981","KXJ20610.1","Pver_g19459.t1",431,1.5e-41,182.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18982","XP_027052447.1","Pver_g19460.t1",285,2.3e-66,263.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18983","XP_029199709.1","Pver_g19461.t1",1120,2.4e-251,880.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18984","XP_028519057.1","Pver_g19462.t1",325,6.2e-106,395.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18985","XP_027038184.1","Pver_g19463.t1",110,2.1e-30,143.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18986","XP_027046826.1","Pver_g19464.t1",77,4.5e-30,141,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18987","XP_029206827.1","Pver_g19465.t1",336,3.7e-169,605.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18988","PFX22609.1","Pver_g19466.t1",264,4e-126,462.2,85.23,"A0A2B4S0N4_STYPI","unreviewed","18S rRNA aminocarboxypropyltransferase (EC 2.5.1.-)","K02A2.6 AWC38_SpisGene12884","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0000455; P:GO:0015074; F:GO:0003676; F:GO:0016740; F:GO:1904047; C:GO:0005737;GO:0000455; GO:0003676; GO:0005737; GO:0015074; GO:0016740; GO:1904047","P:enzyme-directed rRNA pseudouridine synthesis; P:DNA integration; F:nucleic acid binding; F:transferase activity; F:S-adenosyl-L-methionine binding; C:cytoplasm;cytoplasm [GO:0005737]; nucleic acid binding [GO:0003676]; S-adenosyl-L-methionine binding [GO:1904047]; transferase activity [GO:0016740]; DNA integration [GO:0015074]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]"
"18989","XP_015764867.1","Pver_g19467.t1",84,3.5e-19,106.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18990","XP_022803704.1","Pver_g19468.t1",291,2e-140,509.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18991","XP_027037085.1","Pver_g19469.t1",260,9.5e-147,530.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18992","RMX51640.1","Pver_g19470.t1",800,0,1283.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18993","XP_022803706.1","Pver_g19471.t1",297,5.9e-108,401.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18994","RMX53995.1","Pver_g19472.t2",482,6.1e-98,369,45.02,"A0A3M6UK43_POCDA","unreviewed","Uncharacterized protein","pdam_00014883","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0005509;GO:0005509","F:calcium ion binding;calcium ion binding [GO:0005509]"
"18995","XP_027042610.1","Pver_g19473.t1",182,3.8e-88,335.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18996","XP_027042371.1","Pver_g19474.t1",475,2.4e-190,677.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18997","XP_029194830.1","Pver_g19475.t1",150,1.9e-57,233.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18998","RMX52502.1","Pver_g19476.t1",166,3.1e-76,295.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"18999","XP_027037282.1","Pver_g19477.t2",458,2.7e-220,776.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19000","XP_027041672.1","Pver_g19478.t2",198,2e-101,379.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19001","XP_027050944.1","Pver_g19479.t1",62,1.1e-23,121.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19002","XP_027050944.1","Pver_g19480.t1",87,7e-40,174.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19003","RMX60237.1","Pver_g19481.t1",302,5.6e-155,558.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19004","XP_027043152.1","Pver_g19482.t1",247,5.4e-85,325.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19005","RMX55565.1","Pver_g19485.t1",659,0,1256.5,97.42,"A0A3M6UPL7_POCDA","unreviewed","Uncharacterized protein","pdam_00001728","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","C:GO:0016021;GO:0016021","C:integral component of membrane;integral component of membrane [GO:0016021]"
"19006","XP_022795878.1","Pver_g19486.t1",131,5.8e-25,124.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19007","PFX22299.1","Pver_g19487.t1",332,9.7e-64,254.2,44.58,NA,NA,NA,NA,NA,"F:GO:0003676;NA","F:nucleic acid binding;NA"
"19008","RMX55570.1","Pver_g19488.t2",1584,0,2909.8,95.58,"A0A3M6UPK9_POCDA","unreviewed","Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)","pdam_00001725","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0003723; F:GO:0003950;GO:0003723; GO:0003950","F:RNA binding; F:NAD+ ADP-ribosyltransferase activity;NAD+ ADP-ribosyltransferase activity [GO:0003950]; RNA binding [GO:0003723]"
"19009","XP_027050014.1","Pver_g19489.t2",874,0,1646.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19010","XP_027050016.1","Pver_g19490.t1",241,2e-124,456.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19011","RMX40948.1","Pver_g19491.t1",527,1.7e-283,985.7,98.86,"A0A3M6TI56_POCDA","unreviewed","Uncharacterized protein","pdam_00023063","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0042908; P:GO:0055085; F:GO:0005524; F:GO:0008559; C:GO:0016021;GO:0005524; GO:0008559; GO:0016021","P:xenobiotic transport; P:transmembrane transport; F:ATP binding; F:ABC-type xenobiotic transporter activity; C:integral component of membrane;integral component of membrane [GO:0016021]; ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]"
"19012","RMX39689.1","Pver_g19492.t2",942,0,1799.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19013","XP_029179313.1","Pver_g19493.t1",613,4.6e-192,681.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19014","XP_022796210.1","Pver_g19494.t1",280,3.7e-140,508.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19015","PFX13630.1","Pver_g19495.t1",107,5.3e-34,154.8,70.09,"A0A2B4RAU9_STYPI","unreviewed","Putative RNA-directed DNA polymerase from transposon BS","RTase AWC38_SpisGene22269","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0006278; F:GO:0003964; F:GO:0046983;GO:0003964; GO:0046983","P:RNA-dependent DNA biosynthetic process; F:RNA-directed DNA polymerase activity; F:protein dimerization activity;protein dimerization activity [GO:0046983]; RNA-directed DNA polymerase activity [GO:0003964]"
"19016","RMX61398.1","Pver_g19496.t2",125,8.3e-45,192.6,69.6,"A0A3M6V948_POCDA","unreviewed","Uncharacterized protein (Fragment)","pdam_00018290","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0005509;GO:0005509","F:calcium ion binding;calcium ion binding [GO:0005509]"
"19017","XP_015752672.1","Pver_g19497.t1",77,9.9e-16,94.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19018","RMX53611.1","Pver_g19498.t1",284,4.2e-67,266.9,57.39,"A0A3M6UIW7_POCDA","unreviewed","RING-type domain-containing protein","pdam_00025543","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0046872;GO:0046872","F:metal ion binding;metal ion binding [GO:0046872]"
"19019","RMX55007.1","Pver_g19499.t1",293,6.6e-130,474.9,81.57,"A0A3M6UMT8_POCDA","unreviewed","Uncharacterized protein","pdam_00020780","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0006468; F:GO:0004672; F:GO:0005524; C:GO:0016021;GO:0004672; GO:0005524; GO:0016021","P:protein phosphorylation; F:protein kinase activity; F:ATP binding; C:integral component of membrane;integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]"
"19020","PFX13848.1","Pver_g19500.t1",82,1.9e-29,140.2,95.12,"A0A2B4RBU0_STYPI","unreviewed","DDE Tnp4 domain-containing protein","AWC38_SpisGene22041","Stylophora pistillata (Smooth cauliflower coral)","F:GO:0046872;GO:0046872","F:metal ion binding;metal ion binding [GO:0046872]"
"19021","XP_022795110.1","Pver_g19501.t1",522,3.1e-147,534.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19022","RMX50108.1","Pver_g19502.t1",246,5.8e-66,262.3,54.07,"A0A3M6U9H4_POCDA","unreviewed","Uncharacterized protein","pdam_00002949","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0005509;GO:0005509","F:calcium ion binding;calcium ion binding [GO:0005509]"
"19023","XP_027057038.1","Pver_g19503.t1",1139,0,2257.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19024","XP_015775912.1","Pver_g19504.t1",215,2.1e-102,384.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19025","XP_020615606.1","Pver_g19505.t1",113,2.1e-44,189.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19026","XP_027052361.1","Pver_g19506.t1",527,1.8e-282,983,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19027","XP_027052363.1","Pver_g19507.t1",233,8e-133,484.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19028","PFX30439.1","Pver_g19508.t2",267,2.3e-52,218.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19029","XP_022807523.1","Pver_g19510.t2",580,1.1e-160,578.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19030","XP_015778362.1","Pver_g19511.t1",102,1.8e-22,116.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19031","XP_022804731.1","Pver_g19512.t2",581,6.3e-115,426,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19032","XP_027036151.1","Pver_g19513.t1",349,8.6e-161,577.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19033","RMX51088.1","Pver_g19514.t1",261,8.2e-114,423.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19034","RMX56723.1","Pver_g19515.t1",781,5.5e-296,1028.1,69.53,"A0A3M6USP6_POCDA","unreviewed","G_PROTEIN_RECEP_F3_4 domain-containing protein","pdam_00023667","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0007186; F:GO:0004930; C:GO:0016020; C:GO:0016021;GO:0004930; GO:0016021","P:G protein-coupled receptor signaling pathway; F:G protein-coupled receptor activity; C:membrane; C:integral component of membrane;integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]"
"19035","XP_027058551.1","Pver_g19516.t1",180,1.6e-71,281.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19036","PFX24063.1","Pver_g19517.t1",503,1.9e-197,699.9,67.99,"A0A2B4S4T8_STYPI","unreviewed","Uncharacterized protein","AWC38_SpisGene11333","Stylophora pistillata (Smooth cauliflower coral)","F:GO:0005509;GO:0005509","F:calcium ion binding;calcium ion binding [GO:0005509]"
"19037","XP_027058152.1","Pver_g19518.t1",419,4.4e-200,708,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19038","RMX61142.1","Pver_g19519.t1",122,1e-56,230.3,94.26,"A0A3M6V5D2_POCDA","unreviewed","Uncharacterized protein (Fragment)","pdam_00016682","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","C:GO:0016021;GO:0016021","C:integral component of membrane;integral component of membrane [GO:0016021]"
"19039","XP_031550052.1","Pver_g19520.t2",641,2.9e-248,869.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19040","XP_027043087.1","Pver_g19521.t2",291,6.6e-134,488,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19041","XP_029209668.1","Pver_g19522.t1",904,2.3e-274,956.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19042","PFX12296.1","Pver_g19523.t1",424,3.5e-147,532.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19043","KXJ07701.1","Pver_g19524.t1",477,3.5e-72,283.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19044","RMX52904.1","Pver_g19525.t1",124,1.4e-64,256.5,97.58,"A0A3M6UHB2_POCDA","unreviewed","Pentaxin (Pentraxin)","pdam_00021617","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0046872; C:GO:0005576;GO:0005576; GO:0046872","F:metal ion binding; C:extracellular region;extracellular region [GO:0005576]; metal ion binding [GO:0046872]"
"19045","XP_027042153.1","Pver_g19526.t1",553,2.2e-161,579.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19046","XP_022803080.1","Pver_g19527.t1",420,1.2e-241,846.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19047","XP_027036225.1","Pver_g19528.t1",309,1.5e-187,666.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19048","XP_027037814.1","Pver_g19529.t1",120,9.4e-54,220.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19049","XP_022806002.1","Pver_g19530.t2",1371,0,1242.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19050","RMX56310.1","Pver_g19531.t1",52,2.1e-13,85.5,75,"A0A3M6URM6_POCDA","unreviewed","Uncharacterized protein","pdam_00024682","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","C:GO:0016020;GO:0016021","C:membrane;integral component of membrane [GO:0016021]"
