,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g20417.t1,PFX21307.1,359,1,1.50E-205,99.44,3,P:GO:0006313; F:GO:0003677; F:GO:0004803,"P:transposition, DNA-mediated; F:DNA binding; F:transposase activity",,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g20418.t1,RMX45080.1,378,1,2.20E-61,56.02,1,F:GO:0003676,F:nucleic acid binding,,,,,
TRUE,[BLASTED],Pver_g20419.t1,XP_027052301.1,161,1,1.20E-74,84.38,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g20420.t2,PFX12889.1,762,1,5.60E-141,96.97,2,P:GO:0006278; F:GO:0003964,P:RNA-dependent DNA biosynthetic process; F:RNA-directed DNA polymerase activity,EC:2.7.7.49,RNA-directed DNA polymerase,,,
TRUE,[BLASTED],Pver_g20421.t1,XP_027042610.1,183,1,8.30E-91,90.66,,,,,,,,
TRUE,[BLASTED],Pver_g20422.t1,XP_022803041.1,348,1,2.90E-177,90.46,,,,,,,,
TRUE,[BLASTED],Pver_g20423.t1,XP_022802922.1,230,1,2.60E-25,40.68,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g20424.t1,RMX39975.1,1238,1,7.30E-90,92.78,1,C:GO:0016021,C:integral component of membrane,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g20425.t2,PFX26454.1,789,1,2.10E-252,56.47,1,P:GO:0007165,P:signal transduction,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g20426.t1,PFX21739.1,193,1,2.00E-31,63.43,6,P:GO:0007166; P:GO:0007186; F:GO:0004888; F:GO:0004930; C:GO:0016020; C:GO:0016021,P:cell surface receptor signaling pathway; P:G protein-coupled receptor signaling pathway; F:transmembrane signaling receptor activity; F:G protein-coupled receptor activity; C:membrane; C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g20427.t1,XP_022809917.1,463,1,6.60E-177,65.24,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g20429.t2,RMX40221.1,361,1,3.50E-24,67.47,1,P:GO:0007165,P:signal transduction,,,,,
TRUE,[BLASTED],Pver_g20430.t1,XP_029209980.1,332,1,7.00E-64,78.62,,,,,,,,
TRUE,[BLASTED],Pver_g20431.t1,XP_020619416.1,628,1,3.20E-190,49.06,,,,,,,,
TRUE,[BLASTED],Pver_g20432.t1,RMX50424.1,426,1,1.50E-74,85.16,,,,,,,,
TRUE,[BLASTED],Pver_g20433.t1,XP_020617372.1,535,1,1.70E-139,61.19,,,,,,,,
TRUE,[BLASTED],Pver_g20434.t1,XP_027035967.1,198,1,3.00E-102,91.37,,,,,,,,
TRUE,[BLASTED],Pver_g20435.t1,MBO9484051.1,547,1,6.80E-48,36.03,,,,,,,,
TRUE,[BLASTED],Pver_g20436.t1,RUA07179.1,1002,1,2.10E-156,41.67,,,,,,,,
TRUE,[BLASTED],Pver_g20437.t2,XP_022810593.1,908,1,7.60E-20,54.46,,,,,,,,
TRUE,[BLASTED],Pver_g20438.t2,XP_022796077.1,531,1,2.00E-254,86.58,,,,,,,,
TRUE,[BLASTED],Pver_g20439.t1,RMX58477.1,641,1,7.40E-102,56.34,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g20440.t2,RMX56240.1,913,1,0,51.5,7,P:GO:0010466; P:GO:0010951; F:GO:0004867; F:GO:0030414; C:GO:0005576; C:GO:0005581; C:GO:0042151,P:negative regulation of peptidase activity; P:negative regulation of endopeptidase activity; F:serine-type endopeptidase inhibitor activity; F:peptidase inhibitor activity; C:extracellular region; C:collagen trimer; C:nematocyst,,,,,
TRUE,[BLASTED],Pver_g20441.t1,XP_027042371.1,1387,1,2.20E-228,87.45,,,,,,,,
TRUE,[BLASTED],Pver_g20442.t1,PFX32948.1,260,1,3.70E-60,58.33,,,,,,,,
TRUE,[BLASTED],Pver_g20443.t1,PFX20887.1,764,1,1.00E-214,73.35,,,,,,,,
TRUE,[BLASTED],Pver_g20444.t1,MBO9495473.1,568,1,1.50E-170,59.31,,,,,,,,
TRUE,[BLASTED],Pver_g20446.t1,XP_022797715.1,211,1,3.10E-89,72.9,,,,,,,,
TRUE,[BLASTED],Pver_g20448.t1,XP_029208895.1,459,1,1.10E-70,91.33,,,,,,,,
TRUE,[BLASTED],Pver_g20449.t1,XP_027047435.1,456,1,2.50E-152,66.35,,,,,,,,
TRUE,[BLASTED],Pver_g20450.t2,PFX18188.1,334,1,3.50E-71,72.08,,,,,,,,
TRUE,[BLASTED],Pver_g20451.t1,RMX46458.1,88,1,8.50E-09,50.56,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g20452.t1,RMX42641.1,174,1,2.50E-12,79.63,1,C:GO:0016021,C:integral component of membrane,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g20453.t1,PFX13167.1,260,1,5.00E-41,81.2,2,P:GO:0006278; F:GO:0003964,P:RNA-dependent DNA biosynthetic process; F:RNA-directed DNA polymerase activity,EC:2.7.7.49,RNA-directed DNA polymerase,,,
TRUE,[BLASTED],Pver_g20454.t1,MBO9495562.1,932,1,9.20E-53,54.33,,,,,,,,
TRUE,[BLASTED],Pver_g20455.t1,RMX47585.1,815,1,1.70E-188,45.83,,,,,,,,
TRUE,[BLASTED],Pver_g20456.t1,XP_022788806.1,520,1,1.30E-210,80.59,,,,,,,,
TRUE,[BLASTED],Pver_g20457.t1,XP_022806762.1,136,1,3.60E-51,81.3,,,,,,,,
TRUE,[BLASTED],Pver_g20458.t1,XP_022806758.1,341,1,8.30E-137,72.92,,,,,,,,
TRUE,[BLASTED],Pver_g20459.t1,XP_022808192.1,196,1,5.90E-26,61.54,,,,,,,,
TRUE,[BLASTED],Pver_g20460.t1,XP_029203049.1,444,1,1.50E-122,87.7,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g20461.t1,PFX16501.1,1602,1,0,54.55,3,F:GO:0003676; F:GO:0003824; F:GO:0008270,F:nucleic acid binding; F:catalytic activity; F:zinc ion binding,,,,,
TRUE,[BLASTED],Pver_g20463.t2,WP_078464453.1,646,1,7.00E-169,67.64,,,,,,,,
TRUE,[BLASTED],Pver_g20464.t1,XP_027039491.1,252,1,2.80E-73,63.64,,,,,,,,
TRUE,[BLASTED],Pver_g20466.t1,XP_020622097.1,314,1,5.00E-27,51.67,,,,,,,,
TRUE,[BLASTED],Pver_g20467.t2,WP_067583722.1,1397,1,1.80E-225,90.8,,,,,,,,
TRUE,[BLASTED],Pver_g20468.t1,XP_027056186.1,198,1,4.00E-91,90.21,,,,,,,,
TRUE,[BLASTED],Pver_g20469.t1,KXJ28722.1,343,1,1.20E-90,48.96,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g20471.t1,RMX46455.1,206,1,3.70E-31,91.89,1,F:GO:0005509,F:calcium ion binding,,,,,
TRUE,[BLASTED],Pver_g20472.t1,KXJ08876.1,860,1,3.00E-143,42.1,,,,,,,,
TRUE,[BLASTED],Pver_g20473.t1,XP_022779608.1,149,1,5.00E-54,94.44,,,,,,,,
TRUE,[BLASTED],Pver_g20474.t1,XP_027053754.1,146,1,1.20E-23,71.25,,,,,,,,
TRUE,[BLASTED],Pver_g20475.t1,XP_027043352.1,163,1,2.50E-86,98.16,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g20476.t1,RMX61566.1,221,1,1.10E-81,75.76,3,P:GO:0007165; F:GO:0004888; C:GO:0016020,P:signal transduction; F:transmembrane signaling receptor activity; C:membrane,,,,,
TRUE,[BLASTED],Pver_g20477.t1,MBO9484319.1,1909,1,0,43.37,,,,,,,,
TRUE,[BLASTED],Pver_g20478.t1,WP_101745380.1,612,1,5.50E-38,57.74,,,,,,,,
TRUE,[BLASTED],Pver_g20479.t1,MBO9496230.1,772,1,2.40E-62,36.94,,,,,,,,
TRUE,[BLASTED],Pver_g20480.t1,MBO9481286.1,1066,1,1.30E-87,81.52,,,,,,,,
TRUE,[BLASTED],Pver_g20482.t2,RUA07179.1,802,1,1.80E-113,53.33,,,,,,,,
TRUE,[BLASTED],Pver_g20483.t1,XP_027036560.1,350,1,5.30E-163,77.65,,,,,,,,
TRUE,[BLASTED],Pver_g20484.t1,XP_027035860.1,388,1,2.50E-177,80.25,,,,,,,,
TRUE,[BLASTED],Pver_g20485.t1,XP_027036261.1,306,1,3.30E-60,82.84,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g20486.t1,RMX50975.1,366,1,3.90E-116,90.24,1,C:GO:0016021,C:integral component of membrane,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g20487.t1,WP_012987349.1,1559,1,3.60E-195,39.35,6,F:GO:0003824; F:GO:0004043; F:GO:0016491; F:GO:0016853; F:GO:0031177; F:GO:0050157,F:catalytic activity; F:L-aminoadipate-semialdehyde dehydrogenase activity; F:oxidoreductase activity; F:isomerase activity; F:phosphopantetheine binding; F:ornithine racemase activity,,,,,
TRUE,[BLASTED],Pver_g20488.t1,XP_027059133.1,186,1,8.20E-78,77.84,,,,,,,,
TRUE,[BLASTED],Pver_g20489.t2,XP_002732012.1,788,1,1.60E-247,55.01,,,,,,,,
TRUE,[BLASTED],Pver_g20490.t1,RMX59858.1,196,1,5.50E-24,68.18,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g20491.t1,PFX13996.1,807,1,5.80E-128,40.57,1,P:GO:0009263,P:deoxyribonucleotide biosynthetic process,,,,,
TRUE,[BLASTED],Pver_g20492.t1,XP_027050548.1,119,1,4.30E-48,95.76,,,,,,,,
TRUE,[BLASTED],Pver_g20493.t2,XP_027047944.1,550,1,2.10E-20,74.36,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g20494.t1,PFX28093.1,479,1,1.40E-217,79.96,5,P:GO:0005975; P:GO:0006027; F:GO:0030246; F:GO:0047486; C:GO:0005576,P:carbohydrate metabolic process; P:glycosaminoglycan catabolic process; F:carbohydrate binding; F:chondroitin ABC lyase activity; C:extracellular region,EC:4.2.2,Carbon-oxygen lyases,,,
TRUE,[BLASTED],Pver_g20495.t1,MBO9482045.1,973,1,0,85.27,,,,,,,,
TRUE,[BLASTED],Pver_g20496.t1,MBO9480708.1,399,1,7.40E-68,56.36,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g20497.t1,RMX51903.1,191,1,4.20E-77,92.59,2,P:GO:0016567; F:GO:0004842,P:protein ubiquitination; F:ubiquitin-protein transferase activity,EC:2,Transferases,,,
TRUE,[BLASTED],Pver_g20498.t1,XP_022805582.1,109,1,2.70E-44,71.53,,,,,,,,
TRUE,[BLASTED],Pver_g20499.t1,RMX61303.1,199,1,4.60E-79,78.17,,,,,,,,
TRUE,[BLASTED],Pver_g20500.t1,XP_027042371.1,1137,1,1.90E-241,88.08,,,,,,,,
TRUE,[BLASTED],Pver_g20501.t1,RMX53335.1,61,1,6.50E-16,85.42,,,,,,,,
TRUE,[BLASTED],Pver_g20502.t1,XP_027046567.1,1197,1,0,86.7,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g20503.t1,RMX54355.1,274,1,3.20E-46,39.12,1,F:GO:0005524,F:ATP binding,,,,,
TRUE,[BLASTED],Pver_g20504.t1,XP_027037394.1,264,1,6.90E-139,91.27,,,,,,,,
TRUE,[BLASTED],Pver_g20505.t1,XP_029209089.1,573,1,3.00E-155,91.64,,,,,,,,
TRUE,[BLASTED],Pver_g20506.t1,XP_027058263.1,800,1,0,86.99,,,,,,,,
TRUE,[BLASTED],Pver_g20507.t1,XP_015750414.1,289,1,1.30E-74,59.2,,,,,,,,
TRUE,[BLASTED],Pver_g20508.t1,XP_015751509.1,258,1,4.10E-112,75.59,,,,,,,,
TRUE,[BLASTED],Pver_g20509.t1,PFX13995.1,204,1,1.80E-33,43.32,,,,,,,,
TRUE,[BLASTED],Pver_g20510.t1,PFX30003.1,115,1,9.30E-56,99.11,,,,,,,,
TRUE,[BLASTED],Pver_g20511.t1,XP_027035860.1,115,1,5.40E-56,91.23,,,,,,,,
TRUE,[BLASTED],Pver_g20512.t1,XP_022798271.1,616,1,1.20E-287,78.55,,,,,,,,
TRUE,[BLASTED],Pver_g20513.t1,XP_022798278.1,188,1,1.70E-70,74.6,,,,,,,,
TRUE,[BLASTED],Pver_g20514.t1,CAE7366283.1,1043,1,1.20E-141,41.98,,,,,,,,
TRUE,[BLASTED],Pver_g20515.t1,WP_067515144.1,1418,1,2.50E-182,35.95,,,,,,,,
TRUE,[BLASTED],Pver_g20516.t1,PFX24677.1,466,1,3.20E-139,55.06,,,,,,,,
TRUE,[BLASTED],Pver_g20517.t1,RMX47086.1,422,1,7.00E-226,99.48,,,,,,,,
TRUE,[BLASTED],Pver_g20518.t1,XP_022808788.1,170,1,2.90E-58,68.82,,,,,,,,
TRUE,[BLASTED],Pver_g20519.t1,WP_163372509.1,1753,1,4.50E-53,48.4,,,,,,,,
TRUE,[BLASTED],Pver_g20520.t1,MBO9482047.1,1371,1,8.00E-37,27.05,,,,,,,,
TRUE,[BLASTED],Pver_g20521.t1,XP_020626855.1,561,1,1.20E-121,45.03,,,,,,,,
TRUE,[BLASTED],Pver_g20522.t1,XP_022795176.1,67,1,2.10E-15,77.78,,,,,,,,
TRUE,[BLASTED],Pver_g20523.t1,XP_027046936.1,639,1,6.60E-228,70.9,,,,,,,,
TRUE,[BLASTED],Pver_g20524.t1,KAG5692934.1,849,1,1.10E-190,55.54,,,,,,,,
TRUE,[BLASTED],Pver_g20525.t1,RUA05530.1,604,1,3.20E-184,56.83,,,,,,,,
TRUE,[BLASTED],Pver_g20526.t2,RMX61303.1,222,1,1.90E-81,78.5,,,,,,,,
TRUE,[BLASTED],Pver_g20527.t1,RMX61313.1,148,1,2.30E-35,89.04,,,,,,,,
TRUE,[BLASTED],Pver_g20528.t1,XP_022806139.1,1307,1,2.90E-129,73.31,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g20529.t1,RMX42641.1,141,1,2.90E-11,71.15,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g20530.t2,XP_022800846.1,347,1,1.30E-57,42.57,,,,,,,,
TRUE,[BLASTED],Pver_g20532.t1,XP_022804393.1,172,1,7.80E-67,93.53,,,,,,,,
TRUE,[BLASTED],Pver_g20533.t1,RMX46169.1,221,1,1.10E-44,69.08,,,,,,,,
TRUE,[BLASTED],Pver_g20534.t1,PFX24581.1,543,1,3.70E-155,56.93,,,,,,,,
TRUE,[BLASTED],Pver_g20535.t1,XP_015753034.1,762,1,5.10E-251,59.97,,,,,,,,
TRUE,[BLASTED],Pver_g20536.t1,WP_163372803.1,1351,1,0,71.09,,,,,,,,
TRUE,[BLASTED],Pver_g20538.t2,XP_022799196.1,414,1,6.30E-179,85.02,,,,,,,,
TRUE,[BLASTED],Pver_g20539.t2,RMX51517.1,397,1,6.20E-75,56.73,,,,,,,,
TRUE,[BLASTED],Pver_g20540.t1,XP_027045803.1,894,1,3.20E-172,95.38,,,,,,,,
TRUE,[BLASTED],Pver_g20541.t1,PFX21776.1,488,1,1.10E-182,85.6,,,,,,,,
TRUE,[BLASTED],Pver_g20542.t1,XP_022797447.1,449,1,4.10E-107,100,,,,,,,,
TRUE,[BLASTED],Pver_g20543.t1,XP_029207915.1,240,1,2.20E-67,59.53,,,,,,,,
TRUE,[BLASTED],Pver_g20544.t1,XP_015751867.1,214,1,1.60E-93,80.09,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g20546.t1,PFX15622.1,223,1,4.90E-69,62.84,5,P:GO:0006508; P:GO:0090305; F:GO:0003676; F:GO:0004190; F:GO:0004519,P:proteolysis; P:nucleic acid phosphodiester bond hydrolysis; F:nucleic acid binding; F:aspartic-type endopeptidase activity; F:endonuclease activity,,,,,
TRUE,[BLASTED],Pver_g20547.t1,XP_027041560.1,257,1,1.20E-103,95.45,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g20548.t1,RMX57390.1,263,1,9.40E-112,97.09,2,F:GO:0005509; C:GO:0016021,F:calcium ion binding; C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g20549.t1,XP_029208719.1,193,1,3.30E-90,79.9,,,,,,,,
TRUE,[BLASTED],Pver_g20550.t1,XP_027041825.1,290,1,1.20E-147,88.93,,,,,,,,
TRUE,[BLASTED],Pver_g20551.t1,XP_022805081.1,510,1,1.30E-114,93.89,,,,,,,,
TRUE,[BLASTED],Pver_g20552.t1,XP_022791356.1,126,1,1.20E-56,86.78,,,,,,,,
TRUE,[BLASTED],Pver_g20553.t1,MBO9494980.1,1499,1,6.10E-107,35.46,,,,,,,,
TRUE,[BLASTED],Pver_g20554.t1,XP_027039504.1,140,1,8.00E-70,98.55,,,,,,,,
TRUE,[BLASTED],Pver_g20555.t2,XP_022810240.1,142,1,4.00E-08,39.44,,,,,,,,
TRUE,[BLASTED],Pver_g20556.t1,XP_027054314.1,202,1,2.10E-26,90.54,,,,,,,,
TRUE,[BLASTED],Pver_g20557.t1,XP_027038262.1,413,1,1.10E-178,78.88,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g20558.t1,PFX16171.1,108,1,4.80E-30,83.75,1,F:GO:0005509,F:calcium ion binding,,,,,
TRUE,[BLASTED],Pver_g20559.t1,XP_029197604.1,216,1,1.40E-100,83.41,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g20560.t1,RMX42641.1,187,1,4.30E-26,45.93,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g20561.t1,XP_027047924.1,991,1,0,86.69,,,,,,,,
TRUE,[BLASTED],Pver_g20563.t1,XP_027037526.1,245,1,1.40E-48,90.6,,,,,,,,
TRUE,[BLASTED],Pver_g20564.t1,PFX15835.1,294,1,1.80E-47,75.13,,,,,,,,
TRUE,[BLASTED],Pver_g20565.t1,XP_015774871.1,678,1,0,85.23,,,,,,,,
TRUE,[BLASTED],Pver_g20566.t1,XP_027039469.1,258,1,8.90E-91,90.86,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g20567.t1,RMX50589.1,248,1,3.50E-100,80.43,2,P:GO:0009116; F:GO:0003824,P:nucleoside metabolic process; F:catalytic activity,,,,,
TRUE,[BLASTED],Pver_g20568.t1,WP_101748163.1,742,1,3.60E-60,46.42,,,,,,,,
TRUE,[BLASTED],Pver_g20569.t1,NBS27065.1,250,1,1.20E-105,70.88,,,,,,,,
TRUE,[BLASTED],Pver_g20571.t1,XP_022797527.1,503,1,2.70E-136,76.58,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g20572.t1,PFX17533.1,1030,1,0,65.6,3,F:GO:0005509; C:GO:0016020; C:GO:0016021,F:calcium ion binding; C:membrane; C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g20573.t1,PFX19640.1,283,1,1.30E-103,71.83,,,,,,,,
TRUE,[BLASTED],Pver_g20574.t1,KXJ08023.1,149,1,4.00E-11,51.39,,,,,,,,
TRUE,[BLASTED],Pver_g20575.t1,XP_015748318.1,849,1,7.20E-105,56.36,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g20576.t1,PFX13631.1,193,1,4.30E-37,50,2,P:GO:0015074; F:GO:0003676,P:DNA integration; F:nucleic acid binding,,,,,
TRUE,[BLASTED],Pver_g20577.t1,WP_180966577.1,1527,1,3.40E-198,53.24,,,,,,,,
TRUE,[BLASTED],Pver_g20578.t1,RMX60005.1,1235,1,3.00E-261,90.39,,,,,,,,
TRUE,[BLASTED],Pver_g20580.t1,XP_027056307.1,790,1,8.20E-220,81.06,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g20581.t1,PFX17763.1,109,1,3.70E-14,53.92,2,C:GO:0016020; C:GO:0016021,C:membrane; C:integral component of membrane,,,,,
TRUE,[BLASTED],Pver_g20582.t1,XP_022781461.1,165,1,3.50E-08,76.92,,,,,,,,
TRUE,[BLASTED],Pver_g20583.t1,WP_078455186.1,452,1,6.50E-145,89.75,,,,,,,,
TRUE,[BLASTED],Pver_g20584.t1,WP_101748617.1,849,1,5.80E-46,47.16,,,,,,,,
TRUE,[BLASTED],Pver_g20585.t1,XP_029206142.1,294,1,2.90E-93,68.24,,,,,,,,
TRUE,[BLASTED],Pver_g20586.t1,XP_038062363.1,613,1,7.60E-197,57.89,,,,,,,,
TRUE,[BLASTED],Pver_g20587.t1,XP_022808718.1,260,1,1.50E-82,90.75,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g20588.t1,WP_061509577.1,1602,1,1.30E-275,43.69,3,P:GO:0007156; F:GO:0005509; C:GO:0016020,P:homophilic cell adhesion via plasma membrane adhesion molecules; F:calcium ion binding; C:membrane,,,,,
TRUE,[BLASTED],Pver_g20589.t1,RMX53189.1,151,1,2.10E-71,92.86,,,,,,,,
TRUE,[BLASTED],Pver_g20590.t1,XP_027048060.1,566,1,0,99.12,,,,,,,,
TRUE,[BLASTED],Pver_g20591.t2,XP_022808006.1,312,1,4.80E-46,38.46,,,,,,,,
TRUE,[BLASTED],Pver_g20592.t1,XP_027038262.1,570,1,1.60E-145,77.21,,,,,,,,
TRUE,[BLASTED],Pver_g20593.t1,XP_022804393.1,293,1,5.40E-108,73.78,,,,,,,,
TRUE,[BLASTED],Pver_g20594.t1,RMX52493.1,383,1,4.00E-111,63.09,,,,,,,,
TRUE,[BLASTED],Pver_g20595.t1,XP_029197318.1,780,1,2.00E-194,42.75,,,,,,,,
TRUE,[BLASTED],Pver_g20596.t1,RMX60005.1,489,1,4.60E-245,91.26,,,,,,,,
TRUE,[BLASTED],Pver_g20597.t1,MBO9482919.1,1267,1,0,61.43,,,,,,,,
TRUE,[BLASTED],Pver_g20598.t1,MBO9497420.1,516,1,2.90E-08,88.57,,,,,,,,
TRUE,[BLASTED],Pver_g20599.t1,WP_163372090.1,702,1,7.80E-214,95.41,,,,,,,,
TRUE,[BLASTED],Pver_g20600.t1,XP_027054480.1,651,1,0,97.99,,,,,,,,
TRUE,[BLASTED],Pver_g20601.t1,MBO9484043.1,1538,1,5.30E-223,47.51,,,,,,,,
TRUE,[BLASTED],Pver_g20602.t1,PFX14635.1,820,1,0,98.71,,,,,,,,
TRUE,[BLASTED],Pver_g20603.t1,RMX50906.1,263,1,4.50E-74,97.4,,,,,,,,
TRUE,[BLASTED],Pver_g20604.t1,XP_027048727.1,503,1,1.50E-235,85.26,,,,,,,,
TRUE,[BLASTED],Pver_g20605.t1,XP_022791535.1,181,1,4.70E-78,76.14,,,,,,,,
TRUE,[BLASTED],Pver_g20606.t1,RMX38185.1,1425,1,0,83.55,,,,,,,,
TRUE,[BLASTED],Pver_g20607.t1,RMX50647.1,1471,1,3.20E-185,87.24,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g20608.t1,RMX55007.1,294,1,7.70E-131,80.76,4,P:GO:0006468; F:GO:0004672; F:GO:0005524; C:GO:0016021,P:protein phosphorylation; F:protein kinase activity; F:ATP binding; C:integral component of membrane,EC:2.7.1,Transferring phosphorus-containing groups,,,
TRUE,[BLASTED],Pver_g20609.t1,WP_219622220.1,1654,1,1.90E-247,33.68,,,,,,,,
TRUE,[BLASTED],Pver_g20610.t1,XP_022796192.1,186,1,7.10E-98,95.68,,,,,,,,
TRUE,[BLASTED],Pver_g20611.t2,XP_022789429.1,227,1,6.20E-88,72.69,,,,,,,,
TRUE,[BLASTED],Pver_g20612.t1,XP_027047519.1,448,1,2.70E-204,91.17,,,,,,,,
TRUE,[BLASTED],Pver_g20613.t1,XP_022806139.1,308,1,8.60E-133,78.69,,,,,,,,
TRUE,[BLASTED],Pver_g20614.t1,XP_027036607.1,765,1,8.00E-71,83.03,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g20615.t2,RMX52139.1,242,1,9.10E-138,100,1,F:GO:0016980,F:creatinase activity,EC:3.5.3.3,Creatinase,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g20617.t1,RMX53333.1,107,1,2.10E-38,96.47,3,P:GO:0006468; F:GO:0004672; F:GO:0005524,P:protein phosphorylation; F:protein kinase activity; F:ATP binding,EC:2.7.1,Transferring phosphorus-containing groups,,,
TRUE,[BLASTED],Pver_g20618.t1,XP_027047928.1,296,1,1.80E-103,96.08,,,,,,,,
TRUE,[BLASTED],Pver_g20619.t1,PFX33469.1,174,1,5.00E-37,46.24,,,,,,,,
TRUE,[BLASTED],Pver_g20620.t1,XP_020604789.1,155,1,1.20E-37,51.46,,,,,,,,
TRUE,[BLASTED],Pver_g20621.t1,XP_027042371.1,746,1,2.30E-208,77.29,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g20622.t1,XP_031565200.1,276,1,1.60E-93,63.31,1,F:GO:0046872,F:metal ion binding,,,,,
TRUE,[BLASTED],Pver_g20623.t1,PFX11814.1,199,1,2.50E-72,70.94,,,,,,,,
TRUE,[BLASTED],Pver_g20624.t1,XP_027043346.1,178,1,1.70E-93,92.49,,,,,,,,
TRUE,[BLASTED],Pver_g20625.t1,XP_022797743.1,663,1,6.20E-237,79.49,,,,,,,,
TRUE,[BLASTED],Pver_g20626.t1,XP_022806413.1,306,1,3.30E-161,97.3,,,,,,,,
TRUE,"[BLASTED, MAPPED, ANNOTATED]",Pver_g20627.t1,PFX15493.1,242,1,6.00E-105,98.54,3,P:GO:0006508; F:GO:0008234; F:GO:0046872,P:proteolysis; F:cysteine-type peptidase activity; F:metal ion binding,EC:3.4,Acting on peptide bonds (peptidases),,,
TRUE,[BLASTED],Pver_g20628.t1,XP_027058959.1,587,1,1.50E-298,84.09,,,,,,,,
TRUE,[BLASTED],Pver_g20629.t1,XP_028394477.1,119,1,7.70E-21,60,,,,,,,,
TRUE,[BLASTED],Pver_g20630.t1,XP_027059820.1,492,1,7.80E-245,87.58,,,,,,,,
TRUE,"[BLASTED, MAPPED]",Pver_g20631.t1,RMX60795.1,775,1,3.40E-170,50.2,2,F:GO:0003676; F:GO:0008270,F:nucleic acid binding; F:zinc ion binding,,,,,
TRUE,[BLASTED],Pver_g20632.t1,RMX54694.1,1493,1,3.00E-61,90.65,,,,,,,,
TRUE,[BLASTED],Pver_g20633.t1,WP_036816786.1,847,1,1.20E-136,57.74,,,,,,,,
TRUE,[BLASTED],Pver_g20634.t2,XP_027038719.1,328,1,1.10E-90,87.37,,,,,,,,
TRUE,[BLASTED],Pver_g20635.t1,PFX24677.1,294,1,8.00E-96,57.54,,,,,,,,
TRUE,[BLASTED],Pver_g20636.t1,WP_146000123.1,1322,1,8.40E-68,46.07,,,,,,,,
TRUE,[BLASTED],Pver_g20637.t1,XP_029197610.1,350,1,1.40E-102,40.55,,,,,,,,
TRUE,[BLASTED],Pver_g20638.t1,RMX57560.1,262,1,2.70E-103,90.04,,,,,,,,
TRUE,[BLASTED],Pver_g20639.t1,XP_022797715.1,106,1,2.90E-43,90.48,,,,,,,,
TRUE,[BLASTED],Pver_g20640.t1,XP_022795078.1,893,1,0,74.72,,,,,,,,
TRUE,[BLASTED],Pver_g20641.t2,XP_027059191.1,174,1,4.20E-36,80.59,,,,,,,,
TRUE,[BLASTED],Pver_g20642.t1,KXJ08183.1,869,1,9.60E-230,41.71,,,,,,,,
TRUE,[BLASTED],Pver_g20643.t2,RMX46702.1,845,1,0,69.24,,,,,,,,
