"gene"	"pval.treatment"	"adj.pval.treatment"	"SWISS_Description"	"SWISS_Length"	"SWISS_.Hits"	"SWISS_e.Value"	"SWISS_sim.mean"	"SWISS_.GO"	"SWISS_GO.IDs"	"SWISS_GO.Names"	"SWISS_Enzyme.Codes"	"SWISS_Enzyme.Names"	"TREMBL_Description"	"TREMBL_Length"	"TREMBL_.Hits"	"TREMBL_e.Value"	"TREMBL_sim.mean"	"TREMBL_.GO"	"TREMBL_GO.IDs"	"TREMBL_GO.Names"	"TREMBL_Enzyme.Codes"	"TREMBL_Enzyme.Names"	"INTERPRO_Length"	"InterPro.IDs"	"InterPro.GO.IDs"	"InterPro.GO.Names"	"BLAST_Description"	"BLAST_Length"	"BLAST_.Hits"	"BLAST_e.Value"	"BLAST_sim.mean"	"BLAST_.GO"	"BLAST_GO.IDs"	"BLAST_GO.Names"	"BLAST_Enzyme.Codes"	"BLAST_Enzyme.Names"
"Pver_gene_g5197"	9.0563149945686e-45	1.56674249406037e-42	"CARTF_HUMANCalcium-responsive transcription factor OS=Homo sapiens OX=9606 GN=CARF PE=1 SV=2"	896	4	4.15e-09	43.95	1	"P:GO:0006355"	"P:regulation of transcription, DNA-templated"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	895	"IPR018289 (PFAM); IPR029309 (PFAM); IPR007527 (PFAM); PTHR47456 (PANTHER); IPR003653 (PROSITE_PROFILES); IPR007527 (PROSITE_PROFILES); IPR038765 (SUPERFAMILY)"	"P:GO:0006508; P:GO:0061400; F:GO:0003700; F:GO:0008234; F:GO:0008270"	"P:proteolysis; P:positive regulation of transcription from RNA polymerase II promoter in response to calcium ion; F:DNA-binding transcription factor activity; F:cysteine-type peptidase activity; F:zinc ion binding"	"KXJ06744.1"	896	1	2.5e-217	43.2	NA	NA	NA	NA	NA
"Pver_gene_g1185"	6.43083409788936e-42	1.01982310735695e-39	NA	716	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4S5T5_STYPIMitogen-activated protein kinase kinase kinase A OS=Stylophora pistillata OX=50429 GN=mkkA PE=4 SV=1"	716	5	0	51.39	4	"P:GO:0006468; F:GO:0004672; F:GO:0005524; C:GO:0016021"	"P:protein phosphorylation; F:protein kinase activity; F:ATP binding; C:integral component of membrane"	"EC:2.7.1"	"Transferring phosphorus-containing groups"	715	"Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)"	NA	NA	"PFX24756.1"	716	1	0	84.05	4	"P:GO:0006468; F:GO:0004672; F:GO:0005524; C:GO:0016021"	"P:protein phosphorylation; F:protein kinase activity; F:ATP binding; C:integral component of membrane"	"EC:2.7.1"	"Transferring phosphorus-containing groups"
"Pver_gene_g16513"	5.50284000590349e-41	8.05531117787257e-39	NA	2047	NA	NA	NA	NA	NA	NA	NA	NA	"A0A6S7H967_PARCTRNA-directed DNA polymerase from transposon BS (Fragment) OS=Paramuricea clavata OX=317549 GN=PACLA_6A044260 PE=4 SV=1"	2047	5	0	63.76	5	"P:GO:0006278; P:GO:0015074; F:GO:0003676; F:GO:0003964; F:GO:0008270"	"P:RNA-dependent DNA biosynthetic process; P:DNA integration; F:nucleic acid binding; F:RNA-directed DNA polymerase activity; F:zinc ion binding"	NA	NA	2046	"Coil (COILS); IPR005312 (PFAM); IPR008042 (PFAM); G3DSA:3.10.10.10 (GENE3D); G3DSA:1.10.340.70 (GENE3D); IPR041588 (PFAM); IPR036397 (G3DSA:3.30.420.GENE3D); IPR043128 (G3DSA:3.30.70.GENE3D); IPR040676 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR22955:SF60 (PANTHER); PTHR22955 (PANTHER); PTHR22955 (PANTHER); IPR012337 (SUPERFAMILY); IPR043502 (SUPERFAMILY); IPR012337 (SUPERFAMILY)"	"F:GO:0003676"	"F:nucleic acid binding"	"XP_015761075.1"	2047	1	0	45.31	NA	NA	NA	NA	NA
"Pver_gene_g25573"	1.12977984549339e-38	1.53569360426709e-36	"POL_FFVPro-Pol polyprotein OS=Feline foamy virus OX=53182 GN=pol PE=3 SV=1"	181	5	1.75e-29	52.39	7	"P:GO:0090304; F:GO:0004518; F:GO:0016740; F:GO:0097159; F:GO:0140640; F:GO:1901363; C:GO:0005634"	"P:nucleic acid metabolic process; F:nuclease activity; F:transferase activity; F:organic cyclic compound binding; F:catalytic activity, acting on a nucleic acid; F:heterocyclic compound binding; C:nucleus"	"EC:3.1; EC:2"	"Acting on ester bonds; Transferases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	181	"Coil (COILS); IPR001584 (PFAM); IPR036397 (G3DSA:3.30.420.GENE3D); IPR041588 (PFAM); G3DSA:1.10.340.70 (GENE3D); PTHR24559 (PANTHER); PTHR24559:SF370 (PANTHER); IPR001584 (PROSITE_PROFILES); IPR012337 (SUPERFAMILY)"	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	"PFX17864.1"	181	1	5.7e-92	92.27	2	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	NA	NA
"Pver_gene_g8436"	1.43804246316422e-37	1.82439653826767e-35	"POL3_DROMERetrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1"	3349	5	1.08e-69	46.76	5	"P:GO:0090304; F:GO:0016787; F:GO:0097159; F:GO:1901363; C:GO:0005622"	"P:nucleic acid metabolic process; F:hydrolase activity; F:organic cyclic compound binding; F:heterocyclic compound binding; C:intracellular anatomical structure"	"EC:3"	"Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3347	"Coil (COILS); Coil (COILS); Coil (COILS); IPR036397 (G3DSA:3.30.420.GENE3D); IPR043128 (G3DSA:3.30.70.GENE3D); IPR013083 (G3DSA:3.30.40.GENE3D); IPR013762 (G3DSA:1.10.443.GENE3D); IPR036397 (G3DSA:3.30.420.GENE3D); IPR043128 (G3DSA:3.30.70.GENE3D); IPR036397 (G3DSA:3.30.420.GENE3D); IPR010998 (G3DSA:1.10.150.GENE3D); IPR004868 (PFAM); G3DSA:3.40.960.10 (GENE3D); IPR041577 (PFAM); G3DSA:3.10.10.10 (GENE3D); IPR041588 (PFAM); IPR000477 (PFAM); G3DSA:1.10.340.70 (GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR34072 (PANTHER); PTHR34072:SF9 (PANTHER); PTHR34072:SF9 (PANTHER); PTHR34072:SF9 (PANTHER); PTHR34072 (PANTHER); PTHR34072 (PANTHER); IPR001584 (PROSITE_PROFILES); IPR000477 (PROSITE_PROFILES); cd09274 (CDD); cd01647 (CDD); cd09275 (CDD); cd05481 (CDD); IPR012337 (SUPERFAMILY); IPR043502 (SUPERFAMILY); IPR043502 (SUPERFAMILY); IPR012337 (SUPERFAMILY); IPR012337 (SUPERFAMILY); IPR011010 (SUPERFAMILY); SSF47823 (SUPERFAMILY); IPR043502 (SUPERFAMILY); IPR011335 (SUPERFAMILY)"	"P:GO:0006260; P:GO:0006310; P:GO:0015074; F:GO:0000166; F:GO:0003676; F:GO:0003677; F:GO:0003887"	"P:DNA replication; P:DNA recombination; P:DNA integration; F:nucleotide binding; F:nucleic acid binding; F:DNA binding; F:DNA-directed DNA polymerase activity"	"XP_015765573.1"	3349	1	0	53.72	NA	NA	NA	NA	NA
"Pver_gene_g26779"	3.55693628465365e-35	4.23053109355993e-33	"POL3_DROMERetrovirus-related Pol polyprotein from transposon 17.6 OS=Drosophila melanogaster OX=7227 GN=pol PE=4 SV=1"	864	5	2.44e-63	51.97	7	"P:GO:0090304; F:GO:0004518; F:GO:0016740; F:GO:0097159; F:GO:0140640; F:GO:1901363; C:GO:0005634"	"P:nucleic acid metabolic process; F:nuclease activity; F:transferase activity; F:organic cyclic compound binding; F:catalytic activity, acting on a nucleic acid; F:heterocyclic compound binding; C:nucleus"	"EC:3.1; EC:2"	"Acting on ester bonds; Transferases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	864	"Coil (COILS); IPR000477 (PFAM); IPR043128 (G3DSA:3.30.70.GENE3D); IPR021109 (G3DSA:2.40.70.GENE3D); IPR041577 (PFAM); G3DSA:3.10.10.10 (GENE3D); IPR043128 (G3DSA:3.30.70.GENE3D); PTHR34072 (PANTHER); PTHR34072:SF9 (PANTHER); IPR000477 (PROSITE_PROFILES); cd05481 (CDD); cd01647 (CDD); cd09274 (CDD); IPR043502 (SUPERFAMILY)"	NA	NA	"XP_032241511.1"	864	1	0	67.37	NA	NA	NA	NA	NA
"Pver_gene_g18125"	3.27246391924779e-34	3.6632346107815e-32	NA	508	NA	NA	NA	NA	NA	NA	NA	NA	"A0A6S7K022_PARCTCalcium-responsive transcription factor OS=Paramuricea clavata OX=317549 GN=PACLA_6A083277 PE=3 SV=1"	508	5	8.81e-38	59.46	5	"P:GO:0006508; P:GO:0061400; F:GO:0003700; F:GO:0008234; F:GO:0008270"	"P:proteolysis; P:positive regulation of transcription from RNA polymerase II promoter in response to calcium ion; F:DNA-binding transcription factor activity; F:cysteine-type peptidase activity; F:zinc ion binding"	NA	NA	507	"Coil (COILS); IPR001965 (SMART); G3DSA:3.30.310.130 (GENE3D); IPR003653 (PFAM); IPR029309 (PFAM); IPR013083 (G3DSA:3.30.40.GENE3D); mobidb-lite (MOBIDB_LITE); cd15489 (CDD); IPR038765 (SUPERFAMILY); IPR011011 (SUPERFAMILY)"	"P:GO:0006508; P:GO:0061400; F:GO:0003700; F:GO:0008234"	"P:proteolysis; P:positive regulation of transcription from RNA polymerase II promoter in response to calcium ion; F:DNA-binding transcription factor activity; F:cysteine-type peptidase activity"	"KXJ06744.1"	508	1	6.8e-42	47.37	NA	NA	NA	NA	NA
"Pver_gene_g8547"	5.54239132041801e-34	5.85953926819749e-32	"B3GT1_PONPYBeta-1,3-galactosyltransferase 1 OS=Pongo pygmaeus OX=9600 GN=B3GALT1 PE=3 SV=1"	1085	5	2.62e-25	51.01	8	"P:GO:0044249; P:GO:0044255; P:GO:0070085; P:GO:1901137; P:GO:1901566; F:GO:0035250; C:GO:0005794; C:GO:0016020"	"P:cellular biosynthetic process; P:cellular lipid metabolic process; P:glycosylation; P:carbohydrate derivative biosynthetic process; P:organonitrogen compound biosynthetic process; F:UDP-galactosyltransferase activity; C:Golgi apparatus; C:membrane"	"EC:2.4.1"	"Glycosyltransferases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1084	"Coil (COILS); Coil (COILS); IPR002659 (PFAM); IPR000477 (PFAM); G3DSA:3.90.550.50 (GENE3D); IPR036691 (G3DSA:3.60.10.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR47510:SF1 (PANTHER); PTHR47510 (PANTHER); cd01650 (CDD); IPR029044 (SUPERFAMILY); IPR036691 (SUPERFAMILY)"	"P:GO:0006486; F:GO:0016758; C:GO:0016020"	"P:protein glycosylation; F:hexosyltransferase activity; C:membrane"	"KXJ06890.1"	1085	1	8.1e-218	66.49	NA	NA	NA	NA	NA
"Pver_gene_g20911"	2.82577939186346e-33	2.83024114879798e-31	NA	789	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4SDI7_STYPIDED domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene8720 PE=4 SV=1"	789	5	0	84.61	2	"P:GO:0042981; F:GO:0046872"	"P:regulation of apoptotic process; F:metal ion binding"	NA	NA	788	"Coil (COILS); Coil (COILS); PTHR37162:SF1 (PANTHER); PTHR37162 (PANTHER); IPR012337 (SUPERFAMILY)"	NA	NA	"XP_015759403.1"	789	1	0	78.87	NA	NA	NA	NA	NA
"Pver_gene_g16211"	7.31368806274809e-33	6.95897419170481e-31	NA	831	NA	NA	NA	NA	NA	NA	NA	NA	"A0A3M6U2F2_POCDAUncharacterized protein OS=Pocillopora damicornis OX=46731 GN=pdam_00024564 PE=4 SV=1"	831	5	2.18e-97	87.17	1	"C:GO:0016021"	"C:integral component of membrane"	NA	NA	830	"IPR013762 (G3DSA:1.10.443.GENE3D); PTHR10773 (PANTHER)"	"P:GO:0006310; P:GO:0015074; F:GO:0003677"	"P:DNA recombination; P:DNA integration; F:DNA binding"	"XP_027041563.1"	831	1	2.8e-85	85.64	NA	NA	NA	NA	NA
"Pver_gene_g21965"	2.96911461369405e-28	2.69058338564751e-26	"POL_SFV3LPro-Pol polyprotein OS=Simian foamy virus type 3 (strain LK3) OX=11644 GN=pol PE=3 SV=2"	336	5	4.82e-08	42.98	2	"P:GO:0090304; F:GO:0016787"	"P:nucleic acid metabolic process; F:hydrolase activity"	"EC:3"	"Hydrolases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	336	"G3DSA:1.10.340.70 (GENE3D); IPR041588 (PFAM); IPR036397 (G3DSA:3.30.420.GENE3D); PTHR22955 (PANTHER); PTHR22955:SF60 (PANTHER); IPR001584 (PROSITE_PROFILES); IPR012337 (SUPERFAMILY)"	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	"XP_029182224.1"	336	1	2.8e-113	62.42	NA	NA	NA	NA	NA
"Pver_gene_g7939"	4.86562659118042e-28	4.20876700137106e-26	"MC6ZA_XENLAZygotic DNA replication licensing factor mcm6-A OS=Xenopus laevis OX=8355 GN=zmcm6-a PE=1 SV=1"	404	5	1.96e-153	78.63	14	"P:GO:0000727; P:GO:0006267; P:GO:0006268; P:GO:0030174; P:GO:1902969; F:GO:0003682; F:GO:0003697; F:GO:0005524; F:GO:0016787; F:GO:0042802; F:GO:0046872; F:GO:1990518; C:GO:0042555; C:GO:0071162"	"P:double-strand break repair via break-induced replication; P:pre-replicative complex assembly involved in nuclear cell cycle DNA replication; P:DNA unwinding involved in DNA replication; P:regulation of DNA-dependent DNA replication initiation; P:mitotic DNA replication; F:chromatin binding; F:single-stranded DNA binding; F:ATP binding; F:hydrolase activity; F:identical protein binding; F:metal ion binding; F:single-stranded 3'-5' DNA helicase activity; C:MCM complex; C:CMG complex"	"EC:3.6.4.12"	"DNA helicase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	403	"IPR001208 (PRINTS); IPR031327 (SMART); IPR027417 (G3DSA:3.40.50.GENE3D); IPR041024 (PFAM); IPR001208 (PFAM); G3DSA:1.20.58.870 (GENE3D); IPR041562 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR031327 (PANTHER); PTHR11630:SF93 (PANTHER); IPR018525 (PROSITE_PATTERNS); IPR001208 (PROSITE_PROFILES); IPR027417 (SUPERFAMILY)"	"P:GO:0006260; P:GO:0032508; F:GO:0003677; F:GO:0005524"	"P:DNA replication; P:DNA duplex unwinding; F:DNA binding; F:ATP binding"	"XP_027060547.1"	404	1	1.8e-191	98.64	NA	NA	NA	NA	NA
"Pver_gene_g22550"	9.50670196561456e-26	7.86576253937587e-24	"YG31B_YEASTTransposon Ty3-G Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TY3B-G PE=1 SV=3"	197	5	3.51e-34	54.5	7	"P:GO:0090304; F:GO:0004518; F:GO:0016740; F:GO:0097159; F:GO:0140640; F:GO:1901363; C:GO:0005634"	"P:nucleic acid metabolic process; F:nuclease activity; F:transferase activity; F:organic cyclic compound binding; F:catalytic activity, acting on a nucleic acid; F:heterocyclic compound binding; C:nucleus"	"EC:3.1; EC:2"	"Acting on ester bonds; Transferases"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	197	"G3DSA:3.10.10.10 (GENE3D); IPR043128 (G3DSA:3.30.70.GENE3D); IPR000477 (PFAM); PTHR24559 (PANTHER); PTHR24559:SF324 (PANTHER); IPR000477 (PROSITE_PROFILES); cd01647 (CDD); IPR043502 (SUPERFAMILY)"	NA	NA	"PFX13666.1"	197	1	9.5e-85	83.33	2	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	NA	NA
"Pver_gene_g6775"	1.13693484618767e-25	8.71522103820609e-24	NA	320	NA	NA	NA	NA	NA	NA	NA	NA	"A0A6S7I4J7_PARCTVoltage-dependent calcium channel subunit alpha-2 delta-2 OS=Paramuricea clavata OX=317549 GN=PACLA_6A077891 PE=4 SV=1"	320	5	5.29e-83	66.55	2	"P:GO:0090305; F:GO:0004519"	"P:nucleic acid phosphodiester bond hydrolysis; F:endonuclease activity"	"EC:3.1"	"Acting on ester bonds"	319	"PTHR46704 (PANTHER)"	NA	NA	"XP_029206142.1"	320	1	8.5e-75	34.31	NA	NA	NA	NA	NA
"Pver_gene_g13682"	1.14493182320101e-25	8.71522103820609e-24	"H2A_ACRFOHistone H2A OS=Acropora formosa OX=126732 PE=3 SV=2"	626	5	1.15e-61	95.46	14	"P:GO:0006281; P:GO:0006310; P:GO:0031640; P:GO:0045087; P:GO:0050830; P:GO:0050832; P:GO:0051321; P:GO:0051673; F:GO:0003677; F:GO:0046982; C:GO:0000786; C:GO:0005615; C:GO:0005634; C:GO:0005813"	"P:DNA repair; P:DNA recombination; P:killing of cells of other organism; P:innate immune response; P:defense response to Gram-positive bacterium; P:defense response to fungus; P:meiotic cell cycle; P:membrane disruption in other organism; F:DNA binding; F:protein heterodimerization activity; C:nucleosome; C:extracellular space; C:nucleus; C:centrosome"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	625	"IPR002119 (PRINTS); IPR002119 (SMART); IPR007125 (PFAM); IPR019080 (PFAM); IPR032454 (PFAM); IPR009072 (G3DSA:1.10.20.GENE3D); IPR011604 (G3DSA:3.90.320.GENE3D); PTHR23430:SF303 (PANTHER); PTHR23430 (PANTHER); IPR032458 (PROSITE_PATTERNS); IPR007527 (PROSITE_PROFILES); IPR002119 (CDD); IPR009072 (SUPERFAMILY); IPR011335 (SUPERFAMILY)"	"F:GO:0003677; F:GO:0008270; F:GO:0046982; C:GO:0000786"	"F:DNA binding; F:zinc ion binding; F:protein heterodimerization activity; C:nucleosome"	"XP_022787711.1"	626	1	6.2e-263	99.78	NA	NA	NA	NA	NA
"Pver_gene_g20104"	7.79995236595017e-25	5.70896513553968e-23	NA	1229	NA	NA	NA	NA	NA	NA	NA	NA	"A0A6S7L6R6_PARCTCleavage and polyadenylation specificity factor subunit 4 OS=Paramuricea clavata OX=317549 GN=PACLA_6A067799 PE=4 SV=1"	1229	5	7.05e-117	63.8	4	"P:GO:0015074; F:GO:0003676; F:GO:0008270; F:GO:0046872"	"P:DNA integration; F:nucleic acid binding; F:zinc ion binding; F:metal ion binding"	NA	NA	1229	"Coil (COILS); Coil (COILS); Coil (COILS); Coil (COILS); IPR021109 (G3DSA:2.40.70.GENE3D); IPR008737 (PFAM); IPR008042 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR22955 (PANTHER); PTHR22955 (PANTHER); PTHR22955:SF60 (PANTHER); PTHR22955:SF60 (PANTHER); IPR001878 (PROSITE_PROFILES); IPR043502 (SUPERFAMILY)"	"F:GO:0003676; F:GO:0008270"	"F:nucleic acid binding; F:zinc ion binding"	"XP_028404050.1"	1229	1	5.5e-255	41.28	NA	NA	NA	NA	NA
"Pver_gene_g7998"	2.35679110838508e-24	1.66110128861363e-22	NA	419	NA	NA	NA	NA	NA	NA	NA	NA	"A0A7D9DXE7_PARCTRetrovirus-related Pol poly OS=Paramuricea clavata OX=317549 GN=PACLA_6A021155 PE=4 SV=1"	419	5	0	81.94	2	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	NA	NA	418	"IPR036397 (G3DSA:3.30.420.GENE3D); PTHR46791 (PANTHER); PTHR46791:SF4 (PANTHER); IPR001584 (PROSITE_PROFILES); IPR012337 (SUPERFAMILY)"	"P:GO:0015074; F:GO:0003676"	"P:DNA integration; F:nucleic acid binding"	"XP_020612136.1"	419	1	3.2e-207	93.01	NA	NA	NA	NA	NA
"Pver_gene_g9916"	1.6101812988294e-23	1.09434821845441e-21	"FKPC1_CAEELFurin-like protease kpc-1 OS=Caenorhabditis elegans OX=6239 GN=kpc-1 PE=1 SV=3"	683	5	8.87e-104	58.21	24	"P:GO:0030070; P:GO:0031638; P:GO:0036010; P:GO:0043043; P:GO:0045887; P:GO:0050775; P:GO:0070593; P:GO:1900006; P:GO:1903861; P:GO:1905910; P:GO:2000009; P:GO:2001222; F:GO:0004252; F:GO:0005102; F:GO:0042802; C:GO:0005615; C:GO:0005783; C:GO:0005794; C:GO:0016020; C:GO:0030141; C:GO:0043005; C:GO:0043025; C:GO:0070013; C:GO:0071944"	"P:insulin processing; P:zymogen activation; P:protein localization to endosome; P:peptide biosynthetic process; P:positive regulation of synaptic assembly at neuromuscular junction; P:positive regulation of dendrite morphogenesis; P:dendrite self-avoidance; P:positive regulation of dendrite development; P:positive regulation of dendrite extension; P:negative regulation of dauer entry; P:negative regulation of protein localization to cell surface; P:regulation of neuron migration; F:serine-type endopeptidase activity; F:signaling receptor binding; F:identical protein binding; C:extracellular space; C:endoplasmic reticulum; C:Golgi apparatus; C:membrane; C:secretory granule; C:neuron projection; C:neuronal cell body; C:intracellular organelle lumen; C:cell periphery"	"EC:3.4.21"	"Acting on peptide bonds (peptidases)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	682	"IPR015500 (PRINTS); IPR036852 (G3DSA:3.40.50.GENE3D); G3DSA:2.60.120.260 (GENE3D); IPR000209 (PFAM); IPR000209 (PFAM); IPR002884 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR42884 (PANTHER); PTHR42884:SF3 (PANTHER); PTHR42884 (PANTHER); PTHR42884:SF3 (PANTHER); IPR023827 (PROSITE_PATTERNS); IPR023827 (PROSITE_PATTERNS); IPR002884 (PROSITE_PROFILES); PS51892 (PROSITE_PROFILES); IPR034182 (CDD); IPR036852 (SUPERFAMILY); IPR036852 (SUPERFAMILY); IPR008979 (SUPERFAMILY)"	"P:GO:0006508; F:GO:0004252; F:GO:0008236"	"P:proteolysis; F:serine-type endopeptidase activity; F:serine-type peptidase activity"	"RMX55347.1"	683	1	5e-266	80.3	3	"P:GO:0006508; F:GO:0004252; C:GO:0016021"	"P:proteolysis; F:serine-type endopeptidase activity; C:integral component of membrane"	"EC:3.4.21"	"Acting on peptide bonds (peptidases)"
"Pver_gene_g24658"	1.98042694584667e-22	1.29956981998145e-20	NA	548	NA	NA	NA	NA	NA	NA	NA	NA	"A0A3M6V470_POCDAUncharacterized protein (Fragment) OS=Pocillopora damicornis OX=46731 GN=pdam_00025812 PE=4 SV=1"	548	5	0	80	NA	NA	NA	NA	NA	547	NA	NA	NA	"RMX60650.1"	548	1	9.8e-305	99.42	NA	NA	NA	NA	NA
"Pver_gene_g20750"	2.25070190201076e-22	1.42769523984216e-20	NA	767	NA	NA	NA	NA	NA	NA	NA	NA	"A0A2B4R7H4_STYPIC2H2-type domain-containing protein OS=Stylophora pistillata OX=50429 GN=AWC38_SpisGene23758 PE=4 SV=1"	767	5	0	61.42	NA	NA	NA	NA	NA	766	"mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR33845 (PANTHER)"	NA	NA	"KXJ07868.1"	767	1	9.4e-221	48.72	NA	NA	NA	NA	NA
"Pver_gene_g21811"	2.52192357537709e-21	1.54813566578794e-19	NA	268	NA	NA	NA	NA	NA	NA	NA	NA	"A0A7D9I2B8_PARCTRNA-directed DNA polymerase from transposon BS OS=Paramuricea clavata OX=317549 GN=PACLA_6A023821 PE=4 SV=1"	268	5	5.16e-78	64.13	4	"P:GO:0006278; F:GO:0003676; F:GO:0003964; F:GO:0008270"	"P:RNA-dependent DNA biosynthetic process; F:nucleic acid binding; F:RNA-directed DNA polymerase activity; F:zinc ion binding"	NA	NA	267	"mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR22955 (PANTHER); PTHR22955:SF60 (PANTHER)"	NA	NA	"XP_015773042.1"	268	1	1.9e-75	56.06	NA	NA	NA	NA	NA
"Pver_gene_g20602"	1.23079450951428e-20	7.31938109876773e-19	"ZN862_HUMANZinc finger protein 862 OS=Homo sapiens OX=9606 GN=ZNF862 PE=2 SV=2"	820	4	3.97e-22	41.52	17	"P:GO:0006355; P:GO:0008150; P:GO:0015074; P:GO:0016925; P:GO:0045787; P:GO:0050679; F:GO:0003674; F:GO:0003676; F:GO:0016740; F:GO:0046872; F:GO:0046983; F:GO:0061665; C:GO:0005575; C:GO:0005634; C:GO:0005737; C:GO:0016020; C:GO:0016021"	"P:regulation of transcription, DNA-templated; P:biological_process; P:DNA integration; P:protein sumoylation; P:positive regulation of cell cycle; P:positive regulation of epithelial cell proliferation; F:molecular_function; F:nucleic acid binding; F:transferase activity; F:metal ion binding; F:protein dimerization activity; F:SUMO ligase activity; C:cellular_component; C:nucleus; C:cytoplasm; C:membrane; C:integral component of membrane"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	819	"IPR025398 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR46880:SF6 (PANTHER); PTHR46880 (PANTHER); PTHR46880:SF6 (PANTHER); PTHR46880:SF6 (PANTHER); PTHR46880 (PANTHER); IPR012337 (SUPERFAMILY)"	NA	NA	"PFX14635.1"	820	1	0	98.71	NA	NA	NA	NA	NA
