"gene"	"pval.treatment"	"adj.pval.treatment"	"Query"	"Source"	"Hit_accession"	"Hit_description"	"Query_length"	"Hit_length"	"Identity."	"bitscore"	"evalue"	"Coverage"	"Organism"	"Gene_ontology_IDs"
"Pver_gene_g390"	0.00138260872135883	0.0248637755208674	"Pver_g390.t1"	"swiss-prot"	"Q91293"	"Carbamoyl-phosphate synthase [ammonia], mitochondrial (EC 6.3.4.16) (Carbamoyl-phosphate synthetase I) (CPSase I)"	1491	1482	66.8	2098	0	99.06417112	"Lithobates catesbeiana (American bullfrog) (Rana catesbeiana)"	"GO:0000050; GO:0004087; GO:0004088; GO:0005524; GO:0005739; GO:0006207; GO:0006541; GO:0046872"
"Pver_gene_g26495"	0.00138216311275582	0.0248637755208674	"Pver_g26495.t1"	"swiss-prot"	"Q400C7"	"Archaemetzincin-2 (EC 3.4.-.-) (Archeobacterial metalloproteinase-like protein 2)"	316	310	36.8	198	7.04e-60	86.35097493	"Rattus norvegicus (Rat)"	"GO:0008237; GO:0046872"
"Pver_gene_g8906"	0.0013849468954085	0.0248760317959977	"Pver_g8906.t1"	"trembl"	"A0A3M6TKK7"	"Uncharacterized protein (Fragment)"	501	500	99	1041	0	86.80555556	"Pocillopora damicornis"	"GO:0016021"
"Pver_gene_g18196"	0.00139929563260458	0.025103731444672	"Pver_g18196.t1"	"trembl"	"A0A2B4R4J6"	"Uncharacterized protein"	431	369	40.7	235	4.88e-66	46.2406015	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0042981"
"Pver_gene_g26744"	0.00140224981717405	0.025126710327787	"Pver_g26744.t1"	"trembl"	"A0A2S5VJU0"	"Acyltransferase"	50	40	62.5	65.9	2.87e-11	5.578800558	"Clavibacter michiganensis"	"GO:0016021; GO:0016747"
"Pver_gene_novel_gene_250_5de57afd"	0.00140618497847741	0.0251647330993077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Pver_gene_novel_gene_616_5de57afd"	0.00140772348184726	0.0251647330993077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Pver_gene_g7977"	0.00141267442184918	0.0252034994653581	"Pver_g7977.t1"	"swiss-prot"	"P67829"	"Casein kinase I isoform alpha (CKI-alpha) (EC 2.7.11.1) (CK1)"	357	319	84.6	579	0	98.15384615	"Ovis aries (Sheep)"	"GO:0000777; GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0006468; GO:0007049; GO:0016055; GO:0016607; GO:0036064; GO:0045104; GO:0051301"
"Pver_gene_g18083"	0.00141324897108628	0.0252034994653581	"Pver_g18083.t1"	"swiss-prot"	"Q9JKC9"	"Synergin gamma (AP1 subunit gamma-binding protein 1) (Gamma-synergin)"	1350	104	43.3	89.7	1.18e-16	7.825432656	"Rattus norvegicus (Rat)"	"GO:0006897; GO:0015031; GO:0030130"
"Pver_gene_g22101"	0.00141927488000073	0.025280939025019	"Pver_g22101.t1"	"trembl"	"A0A2B4RY30"	"Integrase catalytic domain-containing protein"	295	239	52.3	260	5.2e-82	67.51412429	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676; GO:0015074"
"Pver_gene_g10506"	0.00142877566302741	0.025420018194336	"Pver_g10506.t1"	"swiss-prot"	"Q24400"	"Muscle LIM protein Mlp84B"	264	77	53.2	88.6	8.4e-19	15.55555556	"Drosophila melanogaster (Fruit fly)"	"GO:0005634; GO:0005737; GO:0007517; GO:0008307; GO:0030018; GO:0030036; GO:0045214; GO:0046872; GO:0060537; GO:0090175"
"Pver_gene_g23312"	0.00145744381910566	0.0258993803404623	"Pver_g23312.t2"	"swiss-prot"	"Q5ZI89"	"Trafficking protein particle complex subunit 11"	1124	72	43.1	59.7	1.47e-07	6.360424028	"Gallus gallus (Chicken)"	"GO:0005794; GO:0016192"
"Pver_gene_g6475"	0.00146747383708436	0.0260467933069253	"Pver_g6475.t1"	"swiss-prot"	"Q62632"	"Follistatin-related protein 1 (Follistatin-like protein 1)"	714	219	30.6	90.1	2e-18	71.56862745	"Rattus norvegicus (Rat)"	"GO:0005509; GO:0005576; GO:0007275; GO:0008201; GO:0030154; GO:0030510; GO:0042594"
"Pver_gene_g13409"	0.00147311763207445	0.0261148933203373	"Pver_g13409.t1"	"swiss-prot"	"P59046"	"NACHT, LRR and PYD domains-containing protein 12 (Monarch-1) (PYRIN-containing APAF1-like protein 7) (Regulated by nitric oxide)"	1348	172	34.3	74.3	5.55e-12	16.21112158	"Homo sapiens (Human)"	"GO:0005524; GO:0005737; GO:0006919; GO:0007165; GO:0008656; GO:0009968; GO:0031953; GO:0032088; GO:0036336; GO:0043122; GO:0043124; GO:0043281; GO:0045345; GO:0045381; GO:0045409; GO:0045751; GO:0050710; GO:0050711; GO:0050718; GO:0050728; GO:0050729; GO:0070373; GO:0071345; GO:1901223; GO:1901224"
"Pver_gene_g13675"	0.00147478886092475	0.0261148933203373	"Pver_g13675.t1"	"trembl"	"A0A2B4R9U6"	"Reverse transcriptase domain-containing protein"	428	133	78.2	196	1.23e-52	20.74882995	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g15745"	0.00147879682922518	0.0261550214224326	"Pver_g15745.t2"	"swiss-prot"	"Q08DJ7"	"Protein AAR2 homolog (AAR2 splicing factor homolog)"	801	364	49.725	349	5.55e-112	94.79166667	"Bos taurus (Bovine)"	"GO:0000244; GO:0005681"
"Pver_gene_g11764"	0.0014921326823548	0.0263598404214584	"Pver_g11764.t1"	"swiss-prot"	"Q6PD62"	"RNA polymerase-associated protein CTR9 homolog (SH2 domain-binding protein 1)"	1116	897	77.1	1458	0	76.47058824	"Homo sapiens (Human)"	"GO:0000122; GO:0000993; GO:0001711; GO:0001826; GO:0001829; GO:0001832; GO:0001835; GO:0005654; GO:0006366; GO:0006368; GO:0007259; GO:0010390; GO:0016055; GO:0016567; GO:0016593; GO:0016607; GO:0019827; GO:0032968; GO:0033523; GO:0035327; GO:0042169; GO:0045638; GO:0045944; GO:0051569; GO:0051571; GO:0070102; GO:0071222; GO:0080182; GO:1900364; GO:2000653; GO:2001162; GO:2001168"
"Pver_gene_g13354"	0.00150107366375975	0.0264866300058946	"Pver_g13354.t2"	"swiss-prot"	"Q3U481"	"Major facilitator superfamily domain-containing protein 12"	1450	151	32.5	82	1.37e-14	31.72268908	"Mus musculus (Mouse)"	"GO:0005887; GO:0008643; GO:0015293; GO:0071702"
"Pver_gene_g21114"	0.00150398380763174	0.0265068319899039	"Pver_g21114.t1"	"swiss-prot"	"O70277"	"Tripartite motif-containing protein 3 (Brain-expressed RING finger protein) (RING finger protein 22)"	420	338	27.2	99.4	4.02e-21	45.43010753	"Rattus norvegicus (Rat)"	"GO:0000209; GO:0004842; GO:0005737; GO:0005769; GO:0005794; GO:0008270; GO:0015031; GO:0016567; GO:0030425; GO:0043161; GO:0061630; GO:0098794; GO:0098978"
"Pver_gene_g23001"	0.00151010508296607	0.0265835145671964	"Pver_g23001.t1"	"swiss-prot"	"Q13308"	"Inactive tyrosine-protein kinase 7 (Colon carcinoma kinase 4) (CCK-4) (Protein-tyrosine kinase 7) (Pseudo tyrosine kinase receptor 7) (Tyrosine-protein kinase-like 7)"	1051	1049	33.6	546	6.08e-176	98.03738318	"Homo sapiens (Human)"	"GO:0001736; GO:0003281; GO:0003401; GO:0004672; GO:0005524; GO:0005887; GO:0005911; GO:0005925; GO:0007155; GO:0007165; GO:0010976; GO:0016477; GO:0031532; GO:0042060; GO:0045198; GO:0060026; GO:0060484; GO:0060976; GO:0071300; GO:0090103; GO:0090179; GO:0090263; GO:1904929"
"Pver_gene_g4718"	0.00153716122850931	0.027028118275522	"Pver_g4718.t1"	"swiss-prot"	"Q32NS4"	"E3 ubiquitin-protein ligase arih1 (EC 2.3.2.31) (Protein ariadne-1 homolog) (ARI-1) (RING-type E3 ubiquitin transferase arih1)"	850	404	27.5	117	4.83e-26	76.3705104	"Xenopus laevis (African clawed frog)"	"GO:0004842; GO:0005737; GO:0008270; GO:0016567; GO:0016604; GO:0097413"
"Pver_gene_g9667"	0.00154291885960835	0.027097625258338	"Pver_g9667.t1"	"swiss-prot"	"P26367"	"Paired box protein Pax-6 (Aniridia type II protein) (Oculorhombin)"	562	455	43.5	308	2.44e-98	107.8199052	"Homo sapiens (Human)"	"GO:0000132; GO:0000790; GO:0000978; GO:0000979; GO:0000981; GO:0001227; GO:0001228; GO:0001568; GO:0001654; GO:0001709; GO:0001764; GO:0001933; GO:0002052; GO:0002088; GO:0003309; GO:0003322; GO:0003677; GO:0003682; GO:0003700; GO:0003723; GO:0005623; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006366; GO:0007224; GO:0007411; GO:0007417; GO:0007435; GO:0007601; GO:0008134; GO:0009611; GO:0009786; GO:0009887; GO:0009950; GO:0010628; GO:0019901; GO:0021778; GO:0021796; GO:0021798; GO:0021902; GO:0021905; GO:0021912; GO:0021913; GO:0021918; GO:0021983; GO:0021986; GO:0023019; GO:0030216; GO:0030334; GO:0030858; GO:0031625; GO:0032808; GO:0033365; GO:0035035; GO:0042462; GO:0042593; GO:0045665; GO:0045893; GO:0045944; GO:0048505; GO:0048596; GO:0048663; GO:0048708; GO:0050680; GO:0050768; GO:0060041; GO:0061072; GO:0061303; GO:0070410; GO:0070412; GO:0071837; GO:1904798; GO:1990830; GO:2000178"
"Pver_gene_g2986"	0.00155770307669246	0.0273253147191753	"Pver_g2986.t1"	"swiss-prot"	"D3JZP7"	"RxLR effector protein Htp1 (Host targeting protein 1)"	326	51	64.7	49.7	6.1e-06	25.75757576	"Saprolegnia parasitica (strain CBS 223.65)"	"GO:0005576; GO:0009405; GO:0043657"
"Pver_gene_g16479"	0.00156406011103791	0.0274048152011031	"Pver_g16479.t1.1.5de5cafa"	"swiss-prot"	"I0IUP3"	"DNA helicase MCM8 (EC 3.6.4.12) (Minichromosome maintenance 8)"	927	771	60.3	969	0	92.89156627	"Gallus gallus (Chicken)"	"GO:0000724; GO:0003678; GO:0003688; GO:0003697; GO:0005524; GO:0005634; GO:0006270; GO:0006974; GO:0007292; GO:0042555; GO:0048232; GO:0097362"
"Pver_gene_g25781"	0.00156794681309933	0.0274408966730764	"Pver_g25781.t1"	"swiss-prot"	"P43247"	"DNA mismatch repair protein Msh2 (MutS protein homolog 2)"	929	935	60.6	1162	0	100	"Mus musculus (Mouse)"	"GO:0000287; GO:0000400; GO:0000406; GO:0001701; GO:0002204; GO:0003677; GO:0003682; GO:0003684; GO:0003697; GO:0005524; GO:0005634; GO:0005694; GO:0006119; GO:0006281; GO:0006298; GO:0006301; GO:0006302; GO:0006310; GO:0006974; GO:0007050; GO:0007281; GO:0008022; GO:0008094; GO:0008340; GO:0008584; GO:0008630; GO:0010165; GO:0010224; GO:0016446; GO:0016447; GO:0016887; GO:0019237; GO:0019724; GO:0019899; GO:0019901; GO:0030183; GO:0030983; GO:0031573; GO:0032137; GO:0032142; GO:0032143; GO:0032181; GO:0032300; GO:0032301; GO:0032302; GO:0032357; GO:0032405; GO:0042771; GO:0042803; GO:0043524; GO:0043531; GO:0043570; GO:0045190; GO:0045910; GO:0048298; GO:0048304; GO:0051096; GO:0071168"
"Pver_gene_g7552"	0.00157483338942564	0.0275293343138713	"Pver_g7552.t1"	"swiss-prot"	"P78357"	"Contactin-associated protein 1 (Caspr) (Caspr1) (Neurexin IV) (Neurexin-4) (p190)"	407	86	40.698	74.3	7.31e-13	6.213872832	"Homo sapiens (Human)"	"GO:0002175; GO:0005070; GO:0005887; GO:0007010; GO:0007155; GO:0007165; GO:0016021; GO:0017124; GO:0019227; GO:0022010; GO:0022011; GO:0030913; GO:0033010; GO:0033270; GO:0038023; GO:0048787; GO:0048812; GO:0050884; GO:0050885; GO:0071205"
"Pver_gene_g23322"	0.00157798201110983	0.0275522998590991	"Pver_g23322.t1"	"swiss-prot"	"Q5SVZ6"	"Zinc finger MYM-type protein 1"	188	128	36.7	65.5	1.57e-11	11.2084063	"Homo sapiens (Human)"	"GO:0000981; GO:0005634; GO:0006357; GO:0008270; GO:0022604; GO:0046983"
"Pver_gene_g11989"	0.00159333080120499	0.0277879852623626	"Pver_g11989.t1"	"swiss-prot"	"Q8WWW0"	"Ras association domain-containing protein 5 (New ras effector 1) (Regulator for cell adhesion and polarization enriched in lymphoid tissues) (RAPL)"	471	303	41.3	225	1.17e-67	72.48803828	"Homo sapiens (Human)"	"GO:0005634; GO:0005737; GO:0005874; GO:0006915; GO:0008285; GO:0017016; GO:0031398; GO:0035556; GO:0042802; GO:0042981; GO:0046872; GO:1900180"
"Pver_gene_g17824"	0.00160362010832419	0.0279349878730812	"Pver_g17824.t2"	"swiss-prot"	"Q9NVE4"	"Coiled-coil domain-containing protein 87"	769	293	27	94	2.07e-18	34.51118963	"Homo sapiens (Human)"	"GO:0007283; GO:0007338; GO:0030154; GO:1905516; GO:2000344"
"Pver_gene_g1446"	0.00161307086993212	0.028067059308112	"Pver_g1446.t1"	"swiss-prot"	"Q62167"	"ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (D1Pas1-related sequence 2) (DEAD box RNA helicase DEAD3) (mDEAD3) (DEAD box protein 3, X-chromosomal) (Embryonic RNA helicase)"	652	620	62.4	744	0	93.65558912	"Mus musculus (Mouse)"	"GO:0003677; GO:0003678; GO:0003723; GO:0003724; GO:0003924; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005741; GO:0005829; GO:0005852; GO:0005886; GO:0006413; GO:0007059; GO:0007276; GO:0008134; GO:0008143; GO:0008190; GO:0008625; GO:0009615; GO:0010494; GO:0010501; GO:0010628; GO:0016055; GO:0016607; GO:0016887; GO:0017111; GO:0017148; GO:0022627; GO:0030154; GO:0030307; GO:0030308; GO:0031053; GO:0031333; GO:0031369; GO:0033592; GO:0034063; GO:0035556; GO:0035613; GO:0042256; GO:0043024; GO:0043065; GO:0043066; GO:0043154; GO:0043186; GO:0043273; GO:0043280; GO:0043539; GO:0045070; GO:0045087; GO:0045727; GO:0045944; GO:0045948; GO:0048027; GO:0071243; GO:0071470; GO:0071902; GO:0072559; GO:0090263; GO:0097193; GO:1900087; GO:1900227; GO:1903608; GO:2001243"
"Pver_gene_g12218"	0.0016226420927176	0.028200918592879	"Pver_g12218.t1"	"swiss-prot"	"Q99743"	"Neuronal PAS domain-containing protein 2 (Neuronal PAS2) (Basic-helix-loop-helix-PAS protein MOP4) (Class E basic helix-loop-helix protein 9) (bHLHe9) (Member of PAS protein 4) (PAS domain-containing protein 4)"	584	360	30.6	171	4.5e-44	43.68932039	"Homo sapiens (Human)"	"GO:0000790; GO:0000978; GO:0000981; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005667; GO:0005829; GO:0006974; GO:0007417; GO:0007623; GO:0019216; GO:0032922; GO:0042493; GO:0045739; GO:0045893; GO:0045944; GO:0046872; GO:0046983; GO:0051775; GO:0051879; GO:0060548; GO:2000987; GO:2001020"
"Pver_gene_g22872"	0.00162464815536697	0.0282031406947866	"Pver_g22872.t1"	"trembl"	"A0A2B4RAS5"	"UPF0573 protein C2orf70"	846	364	64.8	521	1.94e-173	66.30236794	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g158"	0.00164006418999939	0.0284378797656246	"Pver_g158.t1"	"swiss-prot"	"O43491"	"Band 4.1-like protein 2 (Generally expressed protein 4.1) (4.1G)"	976	336	48.512	330	1.45e-96	33.43283582	"Homo sapiens (Human)"	"GO:0003779; GO:0005198; GO:0005654; GO:0005829; GO:0005886; GO:0005925; GO:0007049; GO:0008091; GO:0030054; GO:0030507; GO:0030866; GO:0031032; GO:0042731; GO:0051301; GO:0070062; GO:0099738; GO:1904778"
"Pver_gene_g17523"	0.00164269830809239	0.0284507010315055	"Pver_g17523.t1"	"trembl"	"A0A2B4R4N0"	"PiggyBac transposable element-derived protein 1"	402	84	79.8	143	2.29e-33	5.497382199	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676"
"Pver_gene_g9209"	0.00165026458519926	0.028548816833355	"Pver_g9209.t1"	"swiss-prot"	"P30549"	"Substance-K receptor (SKR) (NK-2 receptor) (NK-2R) (Neurokinin A receptor) (Tachykinin receptor 2)"	468	343	28.9	128	8.26e-32	89.32291667	"Mus musculus (Mouse)"	"GO:0004995; GO:0005886; GO:0014057; GO:0014827; GO:0016020; GO:0016021; GO:0016497; GO:0033685; GO:0035106; GO:0036126; GO:0043117; GO:0043270; GO:0051602; GO:0061827; GO:0070459; GO:0070472; GO:0070474; GO:0097225; GO:1902093"
"Pver_gene_g20030"	0.00167937304704436	0.029018947841678	"Pver_g20030.t1"	"swiss-prot"	"O43422"	"52 kDa repressor of the inhibitor of the protein kinase (p52rIPK) (58 kDa interferon-induced protein kinase-interacting protein) (p58IPK-interacting protein) (Death-associated protein 4) (THAP domain-containing protein 0) (THAP domain-containing protein 12)"	1389	71	39.4	56.6	1.42e-06	9.329829172	"Homo sapiens (Human)"	"GO:0000790; GO:0000981; GO:0003677; GO:0007165; GO:0008285; GO:0046872; GO:0046983"
"Pver_gene_g23735"	0.00169075786592097	0.0291820920858268	"Pver_g23735.t1"	"trembl"	"A0A1X7ULQ0"	"Uncharacterized protein"	1455	138	42	95.1	6.48e-16	19.49152542	"Amphimedon queenslandica (Sponge)"	"GO:0003676; GO:0008270"
"Pver_gene_g9469"	0.00169465043958482	0.0292156957529341	"Pver_g9469.t1"	"swiss-prot"	"Q9JJP6"	"Tumor protein 63 (p63) (Keratinocyte transcription factor KET) (Transformation-related protein 63) (TP63) (Tumor protein p73-like) (p73L)"	865	44	56.8	59.3	1.06e-07	6.470588235	"Rattus norvegicus (Rat)"	"GO:0000122; GO:0000790; GO:0001228; GO:0001302; GO:0001501; GO:0001736; GO:0001738; GO:0001942; GO:0002039; GO:0002053; GO:0002064; GO:0003677; GO:0003682; GO:0003684; GO:0003690; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0005791; GO:0006338; GO:0006974; GO:0007219; GO:0007283; GO:0007389; GO:0007499; GO:0007568; GO:0007569; GO:0008283; GO:0008544; GO:0009887; GO:0009913; GO:0009954; GO:0010259; GO:0010481; GO:0010482; GO:0010838; GO:0019904; GO:0030154; GO:0030216; GO:0030326; GO:0030425; GO:0030850; GO:0030855; GO:0030859; GO:0031069; GO:0032991; GO:0033147; GO:0035115; GO:0035116; GO:0036342; GO:0042475; GO:0042771; GO:0042802; GO:0043005; GO:0043066; GO:0043281; GO:0043565; GO:0043589; GO:0043616; GO:0044212; GO:0045617; GO:0045669; GO:0045747; GO:0045892; GO:0045893; GO:0045944; GO:0046872; GO:0048485; GO:0048646; GO:0048745; GO:0048807; GO:0050699; GO:0051289; GO:0051402; GO:0060157; GO:0060197; GO:0060513; GO:0060529; GO:0061436; GO:0097371; GO:0098773; GO:1902808; GO:1904674; GO:1904888; GO:2000271; GO:2000381; GO:2000773; GO:2001235"
"Pver_gene_g10834"	0.00169999123051088	0.0292406280840222	"Pver_g10834.t1"	"swiss-prot"	"O00423"	"Echinoderm microtubule-associated protein-like 1 (EMAP-1) (HuEMAP-1)"	1194	639	41.6	511	4.15e-164	78.40490798	"Homo sapiens (Human)"	"GO:0000226; GO:0002244; GO:0005509; GO:0005829; GO:0005874; GO:0005875; GO:0007052; GO:0007405; GO:0007420; GO:0008017; GO:0015631; GO:0048471; GO:0097431; GO:1990023"
"Pver_gene_g22332"	0.0016998567821461	0.0292406280840222	"Pver_g22332.t1"	"trembl"	"A0A1S3KFA9"	"uncharacterized protein LOC106181488"	202	127	63.8	187	2.47e-51	7.613908873	"Lingula unguis"	"GO:0003676; GO:0015074"
"Pver_gene_g6738"	0.00170325310663836	0.0292487706953961	"Pver_g6738.t2"	"swiss-prot"	"Q9JHW4"	"Selenocysteine-specific elongation factor (Elongation factor sec) (Eukaryotic elongation factor, selenocysteine-tRNA-specific) (mSelB)"	981	127	73.2	191	2.25e-50	21.7838765	"Mus musculus (Mouse)"	"GO:0000049; GO:0001514; GO:0003746; GO:0003924; GO:0005525; GO:0005634; GO:0005739; GO:0005829; GO:0006414; GO:0035368; GO:0043021; GO:1990904"
"Pver_gene_g8432"	0.00170436030623812	0.0292487706953961	"Pver_g8432.t1"	"swiss-prot"	"P21328"	"RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)"	833	383	25.6	93.2	3.85e-18	41.81222707	"Drosophila melanogaster (Fruit fly)"	"GO:0003964"
"Pver_gene_g20045"	0.00170703648578118	0.0292612555599203	"Pver_g20045.t1"	"swiss-prot"	"Q8K4L3"	"Supervillin (Archvillin) (p205/p250)"	265	266	38.3	178	1.54e-49	12.25806452	"Mus musculus (Mouse)"	"GO:0002102; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0007010; GO:0007519; GO:0015629; GO:0030054; GO:0030496; GO:0032154; GO:0032467; GO:0036449; GO:0043034; GO:0051015; GO:0071437"
"Pver_gene_g3700"	0.00172486604528516	0.0295331682280524	"Pver_g3700.t1"	"swiss-prot"	"F6XZJ7"	"Sterile alpha motif domain-containing protein 15 (SAM domain-containing protein 15)"	152	105	54.3	127	8.11e-34	16.93548387	"Mus musculus (Mouse)"	""
"Pver_gene_g23349"	0.00174285961504709	0.0298072664915116	"Pver_g23349.t1"	"swiss-prot"	"Q95SX7"	"Probable RNA-directed DNA polymerase from transposon BS (EC 2.7.7.49) (Reverse transcriptase)"	751	340	29.4	136	1.14e-31	37.52759382	"Drosophila melanogaster (Fruit fly)"	"GO:0003964; GO:0006313"
"Pver_gene_g6068"	0.00174993177106497	0.0298941700504113	"Pver_g6068.t1"	"trembl"	"A0A2B4S8B0"	"Fanconi anemia group E protein"	577	387	75.5	555	0	49.17407878	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0036297; GO:0043240"
"Pver_gene_g9506"	0.00177616363824156	0.0303078104452674	"Pver_g9506.t1"	"swiss-prot"	"Q91YR7"	"Pre-mRNA-processing factor 6 (PRP6 homolog) (U5 snRNP-associated 102 kDa protein) (U5-102 kDa protein)"	938	939	72.1	1356	0	99.78746015	"Mus musculus (Mouse)"	"GO:0000244; GO:0000398; GO:0003713; GO:0003723; GO:0005634; GO:0005682; GO:0006403; GO:0016607; GO:0043021; GO:0045944; GO:0046540; GO:0050681; GO:0071005; GO:0071013"
"Pver_gene_g6351"	0.0018141754020453	0.0309212915290717	"Pver_g6351.t2"	"swiss-prot"	"Q5XIQ4"	"E3 ubiquitin-protein ligase MGRN1 (EC 2.3.2.27) (Mahogunin RING finger protein 1) (RING-type E3 ubiquitin transferase MGRN1)"	1037	379	49.3	349	5.32e-108	71.10694184	"Rattus norvegicus (Rat)"	"GO:0000209; GO:0004842; GO:0005634; GO:0005737; GO:0005769; GO:0005829; GO:0005886; GO:0006513; GO:0008333; GO:0016567; GO:0043951; GO:0045744; GO:0045879; GO:0046872; GO:0061630"
"Pver_gene_g7130"	0.00184205692996518	0.0313609148076611	"Pver_g7130.t1"	"swiss-prot"	"Q9LV09"	"Protein BOBBER 1"	837	141	30.5	68.6	3.58e-11	46.38157895	"Arabidopsis thaliana (Mouse-ear cress)"	"GO:0005737; GO:0005829; GO:0006457; GO:0009408; GO:0009555; GO:0009880; GO:0009965; GO:0010286; GO:0010450; GO:0032502; GO:0048448; GO:0048833; GO:0051082"
"Pver_gene_g2504"	0.00184774823373834	0.0314221828740827	"Pver_g2504.t1"	"swiss-prot"	"Q8N157"	"Jouberin (Abelson helper integration site 1 protein homolog) (AHI-1)"	1301	51	54.9	74.3	6.04e-12	4.264214047	"Homo sapiens (Human)"	"GO:0001738; GO:0001947; GO:0002092; GO:0005813; GO:0005814; GO:0005829; GO:0005911; GO:0005912; GO:0005929; GO:0007169; GO:0007417; GO:0010842; GO:0016192; GO:0030862; GO:0030902; GO:0034613; GO:0035844; GO:0035845; GO:0036038; GO:0036064; GO:0039008; GO:0039023; GO:0042802; GO:0043066; GO:0045944; GO:0050795; GO:0060271; GO:0065001; GO:0070121; GO:0070986; GO:0071599; GO:0097711; GO:0097730"
"Pver_gene_g3489"	0.00187762264091163	0.0318580582778859	"Pver_g3489.t1"	"swiss-prot"	"P20252"	"Basic phospholipase A2 PA-5 (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase)"	727	58	50	61.6	2.74e-10	49.15254237	"Pseudechis australis (Mulga snake) (King brown snake)"	"GO:0004623; GO:0005509; GO:0005576; GO:0006644; GO:0016042; GO:0050482; GO:0102567; GO:0102568"
"Pver_gene_g12134"	0.00187702723346008	0.0318580582778859	"Pver_g12134.t1"	"swiss-prot"	"Q6ZN57"	"Zinc finger protein 2 homolog (Zfp-2) (Zinc finger protein 751)"	621	219	49.8	225	1.26e-65	47.50542299	"Homo sapiens (Human)"	"GO:0003677; GO:0005634; GO:0046872"
"Pver_gene_g15403"	0.00188389065728754	0.0319283319524038	"Pver_g15403.t2"	"swiss-prot"	"G8HTB6"	"ZP domain-containing protein"	1144	335	27.8	104	2.07e-22	80.9178744	"Acropora millepora (Staghorn coral) (Heteropora millepora)"	"GO:0016021"
"Pver_gene_g16457"	0.00190627183924047	0.0322712265366798	"Pver_g16457.t1"	"trembl"	"A0A2B4SPB8"	"Transcription factor AP-2-alpha"	843	845	81.4	1349	0	94.09799555	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003700; GO:0005634"
"Pver_gene_novel_gene_739_5de57afd"	0.00191006535882001	0.0322990331396862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Pver_gene_g16271"	0.00191855334436565	0.0324060708875079	"Pver_g16271.t2"	"swiss-prot"	"Q5BLK4"	"Terminal uridylyltransferase 7 (TUTase 7) (EC 2.7.7.52) (Zinc finger CCHC domain-containing protein 6)"	2639	425	51.3	463	1.17e-133	28.50435949	"Mus musculus (Mouse)"	"GO:0001556; GO:0005654; GO:0005737; GO:0005829; GO:0008270; GO:0010526; GO:0010586; GO:0031054; GO:0031123; GO:0035198; GO:0050265; GO:0070569; GO:0071076; GO:1990074"
"Pver_gene_g13383"	0.00192731696897026	0.0325175186584914	"Pver_g13383.t1"	"swiss-prot"	"P25228"	"Ras-related protein Rab-3"	222	221	80.1	377	1.14e-133	100.4545455	"Drosophila melanogaster (Fruit fly)"	"GO:0003924; GO:0005525; GO:0005768; GO:0005886; GO:0006886; GO:0006904; GO:0007269; GO:0008021; GO:0009306; GO:0016192; GO:0017157; GO:0030054; GO:0031630; GO:0031982; GO:0032482; GO:0045202; GO:0048172; GO:0048786; GO:0048789; GO:0048790; GO:0072659"
"Pver_gene_g6431"	0.00197639068556726	0.0333080612059237	"Pver_g6431.t1"	"trembl"	"A0A2B4RLA8"	"Transposable element P transposase"	335	219	74	351	2.36e-113	34.43396226	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0004803; GO:0006313"
"Pver_gene_g13064"	0.00200769148382745	0.0337976404945661	"Pver_g13064.t1"	"trembl"	"A0A0P4WDF6"	"Uncharacterized protein"	688	683	54	756	0	100.7374631	"Scylla olivacea (orange mud crab)"	"GO:0006606"
"Pver_gene_g13729"	0.00202065735952503	0.0339778173691242	"Pver_g13729.t1"	"swiss-prot"	"Q3UHD6"	"Sorting nexin-27"	579	489	51.3	538	0	90.72356215	"Mus musculus (Mouse)"	"GO:0001772; GO:0005654; GO:0005768; GO:0005769; GO:0005829; GO:0005886; GO:0006886; GO:0007165; GO:0008333; GO:0014069; GO:0016197; GO:0030904; GO:0031901; GO:0032266; GO:0035091; GO:0035255; GO:0061951; GO:0071203; GO:0099638; GO:1903609; GO:1904719; GO:1990126"
