Entry	Entry name	Status	Gene names	Organism	Protein names	Length	Gene ontology (GO)	Gene ontology IDs	yourlist:M202110205BF3C56A578D7D6DFD1FC81EE5DA77302442306
A0A2B4RIX6	A0A2B4RIX6_STYPI	unreviewed	Ncam1 AWC38_SpisGene19417	Stylophora pistillata (Smooth cauliflower coral)	Neural cell adhesion molecule 1	709	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; axon guidance [GO:0007411]; cell adhesion [GO:0007155]	GO:0005886; GO:0007155; GO:0007411; GO:0016021	PFX16318.1
A0A3M6ULE6	A0A3M6ULE6_POCDA	unreviewed	pdam_00019993	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1766	integral component of membrane [GO:0016021]	GO:0016021	RMX54503.1
A0A3M6ULF8	A0A3M6ULF8_POCDA	unreviewed	pdam_00019991	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1444	anchored component of membrane [GO:0031225]; plasma membrane [GO:0005886]; scavenger receptor activity [GO:0005044]; serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0005044; GO:0005886; GO:0031225	RMX54501.1
A0A3M6ULK3	A0A3M6ULK3_POCDA	unreviewed	pdam_00019990	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Ig-like domain-containing protein	369	integral component of membrane [GO:0016021]	GO:0016021	RMX54500.1
A0A3M6ULG9	A0A3M6ULG9_POCDA	unreviewed	pdam_00019989	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1783	integral component of membrane [GO:0016021]	GO:0016021	RMX54506.1
A0A2B4R952	A0A2B4R952_STYPI	unreviewed	NLRC3 AWC38_SpisGene22583	Stylophora pistillata (Smooth cauliflower coral)	Protein NLRC3	1753			PFX13339.1
A0A2B4RIQ2	A0A2B4RIQ2_STYPI	unreviewed	mshA AWC38_SpisGene18640	Stylophora pistillata (Smooth cauliflower coral)	D-inositol 3-phosphate glycosyltransferase	523	cysteine-type endopeptidase activity [GO:0004197]; transferase activity [GO:0016740]	GO:0004197; GO:0016740	PFX17066.1
A0A3M6T469	A0A3M6T469_POCDA	unreviewed	pdam_00019771	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	708	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	RMX35033.1
A0A3M6UWW3	A0A3M6UWW3_POCDA	unreviewed	pdam_00000091	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Metalloendopeptidase (EC 3.4.24.-) (Fragment)	402	extracellular region [GO:0005576]; nematocyst [GO:0042151]; metalloendopeptidase activity [GO:0004222]; toxin activity [GO:0090729]; zinc ion binding [GO:0008270]	GO:0004222; GO:0005576; GO:0008270; GO:0042151; GO:0090729	RMX58107.1
A0A3M6UA09	A0A3M6UA09_POCDA	unreviewed	pdam_00024407	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	254			RMX50515.1
A0A2B4S1H6	A0A2B4S1H6_STYPI	unreviewed	HMCN2 AWC38_SpisGene13040	Stylophora pistillata (Smooth cauliflower coral)	Receptor protein-tyrosine kinase (EC 2.7.10.1)	834	ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	GO:0004714; GO:0005524	PFX22418.1
A0A2B4SK04	A0A2B4SK04_STYPI	unreviewed	AWC38_SpisGene5549	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	375			PFX29696.1
A0A2B4SMD3	A0A2B4SMD3_STYPI	unreviewed	AWC38_SpisGene5556	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	975	centriole replication [GO:0007099]	GO:0007099	PFX29672.1
A0A2B4SG47	A0A2B4SG47_STYPI	unreviewed	Tada2a AWC38_SpisGene5558	Stylophora pistillata (Smooth cauliflower coral)	Transcriptional adapter 2-alpha	1072	calcium ion binding [GO:0005509]	GO:0005509	PFX29674.1
A0A3M6T8Z5	A0A3M6T8Z5_POCDA	unreviewed	pdam_00006552	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	CHCH domain-containing protein	341			RMX37778.1
A0A2B4RLU3	A0A2B4RLU3_STYPI	unreviewed	Tbc1d2b AWC38_SpisGene18375	Stylophora pistillata (Smooth cauliflower coral)	TBC1 domain family member 2B	1759	GTPase activator activity [GO:0005096]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; positive regulation of GTPase activity [GO:0043547]	GO:0003676; GO:0005096; GO:0008270; GO:0043547	PFX17308.1
A0A3M6TUD9	A0A3M6TUD9_POCDA	unreviewed	pdam_00018187	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Fumarylacetoacetase (EC 3.7.1.2) (Fumarylacetoacetate hydrolase)	435	fumarylacetoacetase activity [GO:0004334]; metal ion binding [GO:0046872]; L-phenylalanine catabolic process [GO:0006559]; tyrosine catabolic process [GO:0006572]	GO:0004334; GO:0006559; GO:0006572; GO:0046872	RMX44961.1
A0A2B4RP60	A0A2B4RP60_STYPI	unreviewed	RASGRP3 AWC38_SpisGene17522	Stylophora pistillata (Smooth cauliflower coral)	Ras guanyl-releasing protein 3	575	calcium ion binding [GO:0005509]; guanyl-nucleotide exchange factor activity [GO:0005085]; small GTPase mediated signal transduction [GO:0007264]	GO:0005085; GO:0005509; GO:0007264	PFX18118.1
A0A3M6TFI0	A0A3M6TFI0_POCDA	unreviewed	pdam_00025952	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	257			RMX40166.1
A0A2B4S385	A0A2B4S385_STYPI	unreviewed	AWC38_SpisGene11942	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	302	integral component of membrane [GO:0016021]	GO:0016021	PFX23503.1
A0A3M6U744	A0A3M6U744_POCDA	unreviewed	pdam_00011250	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	356			RMX49288.1
A0A3M6U6L0	A0A3M6U6L0_POCDA	unreviewed	pdam_00011248	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	704			RMX49300.1
A0A2B4R5T9	A0A2B4R5T9_STYPI	unreviewed	CFDP2 AWC38_SpisGene24275	Stylophora pistillata (Smooth cauliflower coral)	Craniofacial development protein 2	414			PFX11860.1
A0A3M6T9Q3	A0A3M6T9Q3_POCDA	unreviewed	pdam_00003092	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	594			RMX38061.1
A0A3M6T9V6	A0A3M6T9V6_POCDA	unreviewed	pdam_00003105	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Lipase domain-containing protein	377	extracellular region [GO:0005576]; triglyceride lipase activity [GO:0004806]; lipid metabolic process [GO:0006629]	GO:0004806; GO:0005576; GO:0006629	RMX38111.1
A0A3M6T9Y1	A0A3M6T9Y1_POCDA	unreviewed	pdam_00003108	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1187	integral component of membrane [GO:0016021]	GO:0016021	RMX38118.1
A0A2B4S6J2	A0A2B4S6J2_STYPI	unreviewed	Prkra AWC38_SpisGene11245	Stylophora pistillata (Smooth cauliflower coral)	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	235	kinase activity [GO:0016301]; RNA binding [GO:0003723]	GO:0003723; GO:0016301	PFX24178.1
A0A3M6T9T7	A0A3M6T9T7_POCDA	unreviewed	pdam_00003113	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1163	calcium ion binding [GO:0005509]	GO:0005509	RMX38068.1
A0A3M6ULJ8	A0A3M6ULJ8_POCDA	unreviewed	pdam_00013896	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	G_PROTEIN_RECEP_F1_2 domain-containing protein	343	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; neuropeptide receptor activity [GO:0008188]	GO:0005886; GO:0008188; GO:0016021	RMX54414.1
A0A2B4RID8	A0A2B4RID8_STYPI	unreviewed	K02A2.6 AWC38_SpisGene19607	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein K02A2.6	719	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	PFX16138.1
A0A3M6UL42	A0A3M6UL42_POCDA	unreviewed	pdam_00013889	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	94			RMX54387.1
A0A3M6UL47	A0A3M6UL47_POCDA	unreviewed	pdam_00013888	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	124			RMX54386.1
A0A2B4SN60	A0A2B4SN60_STYPI	unreviewed	AWC38_SpisGene3061	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	79			PFX32124.1
A0A2B4SUQ1	A0A2B4SUQ1_STYPI	unreviewed	Hrh2 AWC38_SpisGene3060	Stylophora pistillata (Smooth cauliflower coral)	Histamine H2 receptor	383	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	PFX32125.1
A0A2B4SMZ8	A0A2B4SMZ8_STYPI	unreviewed	chonabc AWC38_SpisGene3057	Stylophora pistillata (Smooth cauliflower coral)	Chondroitin sulfate ABC exolyase	1195	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chondroitin ABC lyase activity [GO:0047486]; carbohydrate metabolic process [GO:0005975]; glycosaminoglycan catabolic process [GO:0006027]	GO:0005576; GO:0005975; GO:0006027; GO:0030246; GO:0047486	PFX32064.1
A0A3M6UL79	A0A3M6UL79_POCDA	unreviewed	pdam_00013870	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Lyase_8 domain-containing protein	487	extracellular region [GO:0005576]; carbohydrate binding [GO:0030246]; chondroitin ABC lyase activity [GO:0047486]; carbohydrate metabolic process [GO:0005975]; glycosaminoglycan catabolic process [GO:0006027]	GO:0005576; GO:0005975; GO:0006027; GO:0030246; GO:0047486	RMX54416.1
A0A2B4SKT4	A0A2B4SKT4_STYPI	unreviewed	F54H12.3 AWC38_SpisGene5776	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized transposon-derived protein F54H12.3	1308	cysteine-type peptidase activity [GO:0008234]; helicase activity [GO:0004386]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0004386; GO:0008234; GO:0015074; GO:0046872	PFX29480.1
A0A3M6U3N8	A0A3M6U3N8_POCDA	unreviewed	pdam_00005415	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	676			RMX48206.1
A7SH21	A7SH21_NEMVE	unreviewed	v1g245229	Nematostella vectensis (Starlet sea anemone)	Predicted protein	393	mitochondrion [GO:0005739]; proton-transporting ATP synthase complex, coupling factor F(o) [GO:0045263]; ATP biosynthetic process [GO:0006754]; ion transport [GO:0006811]	GO:0005739; GO:0006754; GO:0006811; GO:0045263	EDO36947.1
A0A3M6U422	A0A3M6U422_POCDA	unreviewed	pdam_00005399	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	262			RMX48238.1
A0A2B4RTC6	A0A2B4RTC6_STYPI	unreviewed	Top3a AWC38_SpisGene16090	Stylophora pistillata (Smooth cauliflower coral)	DNA topoisomerase (EC 5.6.2.1)	1369	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA topoisomerase type I (single strand cut, ATP-independent) activity [GO:0003917]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; zinc ion binding [GO:0008270]; DNA topological change [GO:0006265]	GO:0000981; GO:0003677; GO:0003917; GO:0005634; GO:0006265; GO:0008270	PFX19505.1
A0A3M6UMU2	A0A3M6UMU2_POCDA	unreviewed	pdam_00009341	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	534	integral component of membrane [GO:0016021]	GO:0016021	RMX54678.1
A0A3M6UM48	A0A3M6UM48_POCDA	unreviewed	pdam_00009342	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	971	integral component of membrane [GO:0016021]; antiporter activity [GO:0015297]; calcium ion transport [GO:0006816]	GO:0006816; GO:0015297; GO:0016021	RMX54679.1
A0A2B4RRS6	A0A2B4RRS6_STYPI	unreviewed	AWC38_SpisGene16105	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	80			PFX19483.1
A0A3M6UNN5	A0A3M6UNN5_POCDA	unreviewed	pdam_00017798	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	465	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]	GO:0005524; GO:0016021; GO:0016787	RMX55303.1
A0A3M6UNT4	A0A3M6UNT4_POCDA	unreviewed	pdam_00017797	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	256	eukaryotic translation elongation factor 1 complex [GO:0005853]; translation elongation factor activity [GO:0003746]	GO:0003746; GO:0005853	RMX55302.1
A0A3M6UNW6	A0A3M6UNW6_POCDA	unreviewed	pdam_00017794	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	BHLH domain-containing protein	167	protein dimerization activity [GO:0046983]	GO:0046983	RMX55299.1
A0A3M6UNU4	A0A3M6UNU4_POCDA	unreviewed	pdam_00017790	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	BHLH domain-containing protein	223	protein dimerization activity [GO:0046983]	GO:0046983	RMX55295.1
A0A3M6UMI8	A0A3M6UMI8_POCDA	unreviewed	pdam_00015087	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	88			RMX54903.1
A0A2B4RSB2	A0A2B4RSB2_STYPI	unreviewed	Hmcn2 AWC38_SpisGene16471	Stylophora pistillata (Smooth cauliflower coral)	Hemicentin-2 (Fragment)	2769			PFX19122.1
A0A2B4RC65	A0A2B4RC65_STYPI	unreviewed	AWC38_SpisGene21478	Stylophora pistillata (Smooth cauliflower coral)	Integrase catalytic domain-containing protein	850	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	PFX14369.1
A0A3M6TUJ1	A0A3M6TUJ1_POCDA	unreviewed	pdam_00024800	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	425	serine-type peptidase activity [GO:0008236]	GO:0008236	RMX45016.1
A0A3M6UYY0	A0A3M6UYY0_POCDA	unreviewed	pdam_00016316	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	366	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; lipid binding [GO:0008289]; lipid transport [GO:0006869]; lipoprotein metabolic process [GO:0042157]	GO:0005576; GO:0006869; GO:0008289; GO:0016021; GO:0042157	RMX58891.1
A0A2B4SAD5	A0A2B4SAD5_STYPI	unreviewed	AWC38_SpisGene9810	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	82			PFX25547.1
A0A3M6UPK5	A0A3M6UPK5_POCDA	unreviewed	pdam_00001635	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	2985	protein-chromophore linkage [GO:0018298]	GO:0018298	RMX55555.1
A0A3M6UQ08	A0A3M6UQ08_POCDA	unreviewed	pdam_00001645	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Nucleoside diphosphate kinase (EC 2.7.4.6)	152	ATP binding [GO:0005524]; nucleoside diphosphate kinase activity [GO:0004550]; CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]	GO:0004550; GO:0005524; GO:0006183; GO:0006228; GO:0006241	RMX55634.1
A0A3M6UPM8	A0A3M6UPM8_POCDA	unreviewed	pdam_00001646	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Nucleoside diphosphate kinase (EC 2.7.4.6)	246	ATP binding [GO:0005524]; nucleoside diphosphate kinase activity [GO:0004550]; CTP biosynthetic process [GO:0006241]; GTP biosynthetic process [GO:0006183]; UTP biosynthetic process [GO:0006228]	GO:0004550; GO:0005524; GO:0006183; GO:0006228; GO:0006241	RMX55637.1
A0A3M6UPG9	A0A3M6UPG9_POCDA	unreviewed	pdam_00001650	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Histidine--tRNA ligase (EC 6.1.1.21)	651	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; histidine-tRNA ligase activity [GO:0004821]; histidyl-tRNA aminoacylation [GO:0006427]	GO:0004821; GO:0005524; GO:0006427; GO:0016021	RMX55576.1
A0A3M6UPL8	A0A3M6UPL8_POCDA	unreviewed	pdam_00001654	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	PUA domain-containing protein	640	cytoplasm [GO:0005737]; RNA binding [GO:0003723]	GO:0003723; GO:0005737	RMX55580.1
A0A3M6UE66	A0A3M6UE66_POCDA	unreviewed	pdam_00004730	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	563			RMX51967.1
A0A3M6TS63	A0A3M6TS63_POCDA	unreviewed	pdam_00002490	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	389	integral component of membrane [GO:0016021]	GO:0016021	RMX44181.1
A0A3M6URL4	A0A3M6URL4_POCDA	unreviewed	pdam_00021639	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1042	integral component of membrane [GO:0016021]	GO:0016021	RMX56302.1
A0A2B4RNS3	A0A2B4RNS3_STYPI	unreviewed	MFGE8 AWC38_SpisGene17176	Stylophora pistillata (Smooth cauliflower coral)	Lactadherin	3253	integral component of membrane [GO:0016021]	GO:0016021	PFX18453.1
A0A3M6TGJ1	A0A3M6TGJ1_POCDA	unreviewed	pdam_00019663	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1606	cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]	GO:0005737; GO:0008270	RMX40334.1
A0A3M6UMZ9	A0A3M6UMZ9_POCDA	unreviewed	pdam_00007282	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1202	cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]	GO:0005737; GO:0008270	RMX55063.1
A0A2B4RQD5	A0A2B4RQD5_STYPI	unreviewed	TRIM3 AWC38_SpisGene17187	Stylophora pistillata (Smooth cauliflower coral)	Tripartite motif-containing protein 3	1599	cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]	GO:0005737; GO:0008270	PFX18442.1
A0A3M6U331	A0A3M6U331_POCDA	unreviewed	pdam_00002684	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	5283	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]	GO:0005524; GO:0016787	RMX48103.1
A0A2B4R8Y3	A0A2B4R8Y3_STYPI	unreviewed	AWC38_SpisGene23001	Stylophora pistillata (Smooth cauliflower coral)	Reverse transcriptase domain-containing protein	1070			PFX12960.1
A0A3M6UN28	A0A3M6UN28_POCDA	unreviewed	pdam_00007264	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	273	integral component of membrane [GO:0016021]	GO:0016021	RMX55032.1
A0A3M6UNB2	A0A3M6UNB2_POCDA	unreviewed	pdam_00007259	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	UPAR/Ly6 domain-containing protein	147			RMX55024.1
A0A2B4SH17	A0A2B4SH17_STYPI	unreviewed	Nrp2 AWC38_SpisGene6882	Stylophora pistillata (Smooth cauliflower coral)	Neuropilin-2	1649			PFX28389.1
A0A3M6UMY0	A0A3M6UMY0_POCDA	unreviewed	pdam_00007250	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1833			RMX55016.1
A0A3M6UKX1	A0A3M6UKX1_POCDA	unreviewed	pdam_00012145	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	825	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0005634	RMX54164.1
A0A3M6UYR8	A0A3M6UYR8_POCDA	unreviewed	pdam_00019435	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	F5/8 type C domain-containing protein (Fragment)	949			RMX58674.1
A0A2B4SLX3	A0A2B4SLX3_STYPI	unreviewed	RTase AWC38_SpisGene5168	Stylophora pistillata (Smooth cauliflower coral)	Putative RNA-directed DNA polymerase from transposon BS	744	RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964	PFX30073.1
A0A3M6TS72	A0A3M6TS72_POCDA	unreviewed	pdam_00019159	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein	1530			RMX44273.1
A0A2B4RJF9	A0A2B4RJF9_STYPI	unreviewed	LRRC1 AWC38_SpisGene18369	Stylophora pistillata (Smooth cauliflower coral)	Leucine-rich repeat-containing protein 1	2679	protein dimerization activity [GO:0046983]	GO:0046983	PFX17316.1
A0A3M6UQN7	A0A3M6UQN7_POCDA	unreviewed	pdam_00021727	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Protein kinase domain-containing protein	951	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	RMX55976.1
A0A2B4RAU9	A0A2B4RAU9_STYPI	unreviewed	RTase AWC38_SpisGene22269	Stylophora pistillata (Smooth cauliflower coral)	Putative RNA-directed DNA polymerase from transposon BS	1231	protein dimerization activity [GO:0046983]; RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964; GO:0046983	PFX13630.1
A0A2B4S8R5	A0A2B4S8R5_STYPI	unreviewed	AWC38_SpisGene9078	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	296			PFX26281.1
A0A3M6T733	A0A3M6T733_POCDA	unreviewed	pdam_00015757	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	312	integral component of membrane [GO:0016021]	GO:0016021	RMX37123.1
A0A3M6T5S7	A0A3M6T5S7_POCDA	unreviewed	pdam_00009001	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Ribosomal_L18e/L15P domain-containing protein	189	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412	RMX36785.1
A0A3M6T5W6	A0A3M6T5W6_POCDA	unreviewed	pdam_00008993	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1055	integral component of membrane [GO:0016021]	GO:0016021	RMX36770.1
A0A3M6UHZ0	A0A3M6UHZ0_POCDA	unreviewed	pdam_00021684	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	GIY-YIG domain-containing protein	179			RMX53144.1
A0A3M6UHU5	A0A3M6UHU5_POCDA	unreviewed	pdam_00021681	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1269			RMX53139.1
A0A3M6U783	A0A3M6U783_POCDA	unreviewed	pdam_00017639	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	318			RMX49481.1
A0A3M6V1G7	A0A3M6V1G7_POCDA	unreviewed	pdam_00007352	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	622			RMX59781.1
A0A3M6V1K3	A0A3M6V1K3_POCDA	unreviewed	pdam_00007345	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Solute carrier organic anion transporter family member (Fragment)	685	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ion transport [GO:0006811]; transmembrane transport [GO:0055085]	GO:0005886; GO:0006811; GO:0016021; GO:0055085	RMX59823.1
A0A3M6V1M6	A0A3M6V1M6_POCDA	unreviewed	pdam_00007343	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	323	extracellular region [GO:0005576]; nematocyst [GO:0042151]; serine-type endopeptidase activity [GO:0004252]; toxin activity [GO:0090729]	GO:0004252; GO:0005576; GO:0042151; GO:0090729	RMX59825.1
A0A2B4S3D6	A0A2B4S3D6_STYPI	unreviewed	AWC38_SpisGene12176	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	392			PFX23290.1
A0A2B4REK7	A0A2B4REK7_STYPI	unreviewed	trim71 AWC38_SpisGene19684	Stylophora pistillata (Smooth cauliflower coral)	E3 ubiquitin-protein ligase TRIM71	1348	cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]	GO:0005737; GO:0008270	PFX16061.1
A0A2B4RHE2	A0A2B4RHE2_STYPI	unreviewed	AWC38_SpisGene20091	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	512			PFX15685.1
A0A2B4RSG1	A0A2B4RSG1_STYPI	unreviewed	vipas39 AWC38_SpisGene15833	Stylophora pistillata (Smooth cauliflower coral)	Spermatogenesis-defective protein 39-like	1089	early endosome [GO:0005769]; intracellular protein transport [GO:0006886]	GO:0005769; GO:0006886	PFX19733.1
A0A1B0Y5I0	A0A1B0Y5I0_STYPI	unreviewed	CA16	Stylophora pistillata (Smooth cauliflower coral)	Alpha carbonic anhydrase 16 (EC 4.2.1.1)	290	carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]	GO:0004089; GO:0008270	ANJ59776.1
A0A2B4RR96	A0A2B4RR96_STYPI	unreviewed	MUC4 AWC38_SpisGene16818	Stylophora pistillata (Smooth cauliflower coral)	Mucin-4	3579	integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]; carbonate dehydratase activity [GO:0004089]; zinc ion binding [GO:0008270]	GO:0004089; GO:0005509; GO:0008270; GO:0016021	PFX18785.1
A0A3M6T5Z0	A0A3M6T5Z0_POCDA	unreviewed	pdam_00015837	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1896	integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]; cell-matrix adhesion [GO:0007160]	GO:0005509; GO:0007160; GO:0016021	RMX36694.1
A0A3M6TJU3	A0A3M6TJU3_POCDA	unreviewed	pdam_00013091	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	608			RMX41538.1
A0A3M6V0L9	A0A3M6V0L9_POCDA	unreviewed	pdam_00024838	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein	1614	integral component of membrane [GO:0016021]	GO:0016021	RMX59491.1
A0A2B4SGI2	A0A2B4SGI2_STYPI	unreviewed	AWC38_SpisGene6272	Stylophora pistillata (Smooth cauliflower coral)	Leucine-rich repeat-containing protein LOC400891-like	856	calcium ion binding [GO:0005509]	GO:0005509	PFX29001.1
A0A3M6V0K7	A0A3M6V0K7_POCDA	unreviewed	pdam_00015655	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	836	integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]	GO:0005509; GO:0016021	RMX59455.1
A0A3M6V0I9	A0A3M6V0I9_POCDA	unreviewed	pdam_00015657	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	356	calcium ion binding [GO:0005509]	GO:0005509	RMX59453.1
A0A3M6TEM4	A0A3M6TEM4_POCDA	unreviewed	pdam_00007122	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	251			RMX39759.1
