Entry	Entry name	Status	Gene names	Organism	Protein names	Length	Gene ontology (GO)	Gene ontology IDs	yourlist:M202110205BF3C56A578D7D6DFD1FC81EE5DA77302442196
A0A3M6TRC3	A0A3M6TRC3_POCDA	unreviewed	pdam_00023748	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	550			RMX43963.1
A0A3M6TRE8	A0A3M6TRE8_POCDA	unreviewed	pdam_00017851	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Annexin	1393	integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]	GO:0005509; GO:0005544; GO:0016021	RMX43838.1
A0A2B4S395	A0A2B4S395_STYPI	unreviewed	ABCC4 AWC38_SpisGene12462	Stylophora pistillata (Smooth cauliflower coral)	Multidrug resistance-associated protein 4	1251	integral component of membrane [GO:0016021]; ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]	GO:0005524; GO:0008559; GO:0016021	PFX22992.1
A0A3M6V137	A0A3M6V137_POCDA	unreviewed	pdam_00020259	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	ABC transmembrane type-1 domain-containing protein	314	integral component of membrane [GO:0016021]; ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]	GO:0005524; GO:0008559; GO:0016021	RMX59612.1
A0A3M6U3M1	A0A3M6U3M1_POCDA	unreviewed	pdam_00014692	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	167	mitochondrion [GO:0005739]; protein-FAD linkage [GO:0018293]	GO:0005739; GO:0018293	RMX48134.1
A0A3M6U3M2	A0A3M6U3M2_POCDA	unreviewed	pdam_00014701	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	233			RMX48159.1
A0A2B4R723	A0A2B4R723_STYPI	unreviewed	TY3B-G AWC38_SpisGene23388	Stylophora pistillata (Smooth cauliflower coral)	Reverse transcriptase	970	aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0008270; GO:0015074	PFX12619.1
A0A3M6U103	A0A3M6U103_POCDA	unreviewed	pdam_00018742	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	HECT domain-containing protein	280	integral component of membrane [GO:0016021]; ubiquitin-protein transferase activity [GO:0004842]	GO:0004842; GO:0016021	RMX47375.1
A0A3M6U1A0	A0A3M6U1A0_POCDA	unreviewed	pdam_00018737	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	G_PROTEIN_RECEP_F1_2 domain-containing protein	403	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	RMX47381.1
A0A3M6TXM3	A0A3M6TXM3_POCDA	unreviewed	pdam_00009368	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein	1128	histone modification [GO:0016570]; regulation of transcription, DNA-templated [GO:0006355]	GO:0006355; GO:0016570	RMX46091.1
A0A2B4RQW2	A0A2B4RQW2_STYPI	unreviewed	ASTL AWC38_SpisGene16896	Stylophora pistillata (Smooth cauliflower coral)	Metalloendopeptidase (EC 3.4.24.-)	1537	integral component of membrane [GO:0016021]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	GO:0004222; GO:0008270; GO:0016021	PFX18708.1
A0A3M6UR72	A0A3M6UR72_POCDA	unreviewed	pdam_00010399	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	318			RMX56099.1
A0A3M6UZ62	A0A3M6UZ62_POCDA	unreviewed	pdam_00016335	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Receptor protein-tyrosine kinase (EC 2.7.10.1)	865	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	GO:0004714; GO:0005524; GO:0016021	RMX58907.1
A0A3M6U118	A0A3M6U118_POCDA	unreviewed	pdam_00018747	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	235			RMX47373.1
A0A2B4R9X2	A0A2B4R9X2_STYPI	unreviewed	pol AWC38_SpisGene22775	Stylophora pistillata (Smooth cauliflower coral)	RNA-directed DNA polymerase from mobile element jockey	701	RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964	PFX13167.1
A0A3M6T5H1	A0A3M6T5H1_POCDA	unreviewed	pdam_00014996	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	CST complex subunit CTC1	1364	chromosome, telomeric region [GO:0000781]; nucleus [GO:0005634]; single-stranded DNA binding [GO:0003697]	GO:0000781; GO:0003697; GO:0005634	RMX36637.1
A0A3M6T5H8	A0A3M6T5H8_POCDA	unreviewed	pdam_00014993	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1447	integral component of membrane [GO:0016021]; nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; G protein-coupled receptor activity [GO:0004930]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]	GO:0003700; GO:0004930; GO:0005634; GO:0008270; GO:0016021; GO:0043565	RMX36640.1
A0A3M6T5S1	A0A3M6T5S1_POCDA	unreviewed	pdam_00014990	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	2383	ATP binding [GO:0005524]; GTP binding [GO:0005525]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	GO:0005524; GO:0005525; GO:0106310; GO:0106311	RMX36643.1
A0A3M6T5B8	A0A3M6T5B8_POCDA	unreviewed	pdam_00014987	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Adenylate kinase isoenzyme 6 homolog (AK6) (EC 2.7.4.3) (Dual activity adenylate kinase/ATPase) (AK/ATPase)	184	nucleus [GO:0005634]; adenylate kinase activity [GO:0004017]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]	GO:0004017; GO:0005524; GO:0005634; GO:0016887	RMX36626.1
A0A3M6T5F7	A0A3M6T5F7_POCDA	unreviewed	pdam_00014981	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	761	regulation of apoptotic process [GO:0042981]	GO:0042981	RMX36620.1
A0A2B4RML3	A0A2B4RML3_STYPI	unreviewed	pol AWC38_SpisGene17222	Stylophora pistillata (Smooth cauliflower coral)	RNA-directed DNA polymerase from mobile element jockey	2917	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964; GO:0004672; GO:0005524	PFX18406.1
A0A3M6V384	A0A3M6V384_POCDA	unreviewed	pdam_00009092	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	837	integral component of membrane [GO:0016021]; mannosyl-oligosaccharide glucosidase activity [GO:0004573]; oligosaccharide metabolic process [GO:0009311]	GO:0004573; GO:0009311; GO:0016021	RMX60274.1
A0A3M6V311	A0A3M6V311_POCDA	unreviewed	pdam_00009099	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1967			RMX60277.1
A0A2B4SPL9	A0A2B4SPL9_STYPI	unreviewed	AWC38_SpisGene2558	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	311	integral component of membrane [GO:0016021]	GO:0016021	PFX32614.1
A0A3M6V377	A0A3M6V377_POCDA	unreviewed	pdam_00009102	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1531	extracellular region [GO:0005576]; serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0005576	RMX60264.1
A0A3M6TRN4	A0A3M6TRN4_POCDA	unreviewed	pdam_00002466	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	DUF4371 domain-containing protein	481			RMX44097.1
A0A2B4RRT7	A0A2B4RRT7_STYPI	unreviewed	Twf1 AWC38_SpisGene14362	Stylophora pistillata (Smooth cauliflower coral)	Twinfilin-1	811	actin binding [GO:0003779]	GO:0003779	PFX21154.1
A0A2B4SC13	A0A2B4SC13_STYPI	unreviewed	AWC38_SpisGene9247	Stylophora pistillata (Smooth cauliflower coral)	C2H2-type domain-containing protein	675			PFX26082.1
A0A3M6UK44	A0A3M6UK44_POCDA	unreviewed	pdam_00014896	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	518	calcium ion binding [GO:0005509]	GO:0005509	RMX53982.1
A0A3M6U4T5	A0A3M6U4T5_POCDA	unreviewed	pdam_00008502	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	781	protein homooligomerization [GO:0051260]	GO:0051260	RMX48488.1
A0A3M6TDM6	A0A3M6TDM6_POCDA	unreviewed	pdam_00006093	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	203			RMX39537.1
A0A3M6UXZ9	A0A3M6UXZ9_POCDA	unreviewed	pdam_00012509	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	82			RMX58394.1
A0A3M6UXJ2	A0A3M6UXJ2_POCDA	unreviewed	pdam_00012506	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1746	heme binding [GO:0020037]; peroxidase activity [GO:0004601]	GO:0004601; GO:0020037	RMX58392.1
A0A3M6UXP1	A0A3M6UXP1_POCDA	unreviewed	pdam_00012503	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	226	integral component of membrane [GO:0016021]	GO:0016021	RMX58390.1
A0A3M6UXS0	A0A3M6UXS0_POCDA	unreviewed	pdam_00012502	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	911	ATP binding [GO:0005524]; mismatched DNA binding [GO:0030983]; mismatch repair [GO:0006298]	GO:0005524; GO:0006298; GO:0030983	RMX58389.1
A0A3M6UUG6	A0A3M6UUG6_POCDA	unreviewed	pdam_00023909	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	158			RMX57275.1
A0A3M6TBF6	A0A3M6TBF6_POCDA	unreviewed	pdam_00012437	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	472	integral component of membrane [GO:0016021]	GO:0016021	RMX38737.1
A0A3M6U4N6	A0A3M6U4N6_POCDA	unreviewed	pdam_00018603	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	70			RMX48655.1
A0A3M6V2Z7	A0A3M6V2Z7_POCDA	unreviewed	pdam_00001096	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	209	integral component of membrane [GO:0016021]	GO:0016021	RMX59938.1
A0A2B4SEM4	A0A2B4SEM4_STYPI	unreviewed	tmsb4 AWC38_SpisGene8321	Stylophora pistillata (Smooth cauliflower coral)	Thymosin beta-4	505	cytoskeleton [GO:0005856]; actin monomer binding [GO:0003785]; actin filament organization [GO:0007015]	GO:0003785; GO:0005856; GO:0007015	PFX26992.1
A0A3M6TEU0	A0A3M6TEU0_POCDA	unreviewed	pdam_00022017	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	524	integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]; acetylcholine-gated cation-selective channel activity [GO:0022848]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0016021; GO:0022848; GO:0045211	RMX39937.1
A0A3M6UNY8	A0A3M6UNY8_POCDA	unreviewed	pdam_00007285	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	2932	integral component of membrane [GO:0016021]	GO:0016021	RMX55068.1
A0A3M6TST9	A0A3M6TST9_POCDA	unreviewed	pdam_00010063	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	ANK_REP_REGION domain-containing protein (Fragment)	1165	transferase activity, transferring glycosyl groups [GO:0016757]	GO:0016757	RMX44460.1
A0A3M6TSR9	A0A3M6TSR9_POCDA	unreviewed	pdam_00010059	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Glycos_transf_1 domain-containing protein	421	transferase activity, transferring glycosyl groups [GO:0016757]	GO:0016757	RMX44440.1
A0A3M6UFB4	A0A3M6UFB4_POCDA	unreviewed	pdam_00024113	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	DUF3504 domain-containing protein	394	DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074	RMX52108.1
A0A3M6TGU3	A0A3M6TGU3_POCDA	unreviewed	pdam_00023438	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Peptidase C76 domain-containing protein	364			RMX40615.1
A0A432I433	A0A432I433_9GAMM	unreviewed	DSY43_05490	Gammaproteobacteria bacterium	Uncharacterized protein (Fragment)	992			RUA05016.1
A0A3M6ULX6	A0A3M6ULX6_POCDA	unreviewed	pdam_00009315	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	133			RMX54667.1
A0A3M6ULW1	A0A3M6ULW1_POCDA	unreviewed	pdam_00009301	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1449			RMX54646.1
A0A2B4S0N4	A0A2B4S0N4_STYPI	unreviewed	K02A2.6 AWC38_SpisGene12884	Stylophora pistillata (Smooth cauliflower coral)	18S rRNA aminocarboxypropyltransferase (EC 2.5.1.-)	1301	cytoplasm [GO:0005737]; nucleic acid binding [GO:0003676]; S-adenosyl-L-methionine binding [GO:1904047]; transferase activity [GO:0016740]; DNA integration [GO:0015074]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]	GO:0000455; GO:0003676; GO:0005737; GO:0015074; GO:0016740; GO:1904047	PFX22609.1
A0A3M6UA15	A0A3M6UA15_POCDA	unreviewed	pdam_00008746	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Anoctamin	4688	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; protein dimerization activity [GO:0046983]	GO:0005886; GO:0016021; GO:0046983	RMX50532.1
A0A3M6TXW2	A0A3M6TXW2_POCDA	unreviewed	pdam_00022549	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	548			RMX46212.1
A0A3M6TUR0	A0A3M6TUR0_POCDA	unreviewed	pdam_00022782	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	198			RMX45155.1
A0A3M6THX2	A0A3M6THX2_POCDA	unreviewed	pdam_00025657	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	242			RMX41033.1
A0A2B4RSP3	A0A2B4RSP3_STYPI	unreviewed	Trypsin-3 AWC38_SpisGene15372	Stylophora pistillata (Smooth cauliflower coral)	Trypsin-3	1203	extracellular region [GO:0005576]; membrane [GO:0016020]; nematocyst [GO:0042151]; serine-type endopeptidase activity [GO:0004252]; toxin activity [GO:0090729]	GO:0004252; GO:0005576; GO:0016020; GO:0042151; GO:0090729	PFX20186.1
A0A3M6UU69	A0A3M6UU69_POCDA	unreviewed	pdam_00017940	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	UPAR/Ly6 domain-containing protein	236			RMX57190.1
A0A3M6TK44	A0A3M6TK44_POCDA	unreviewed	pdam_00025261	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	174			RMX41716.1
A0A2B4S3V6	A0A2B4S3V6_STYPI	unreviewed	Trim3 AWC38_SpisGene10825	Stylophora pistillata (Smooth cauliflower coral)	Tripartite motif-containing protein 3	1071			PFX24581.1
A0A2B4RBU0	A0A2B4RBU0_STYPI	unreviewed	AWC38_SpisGene22041	Stylophora pistillata (Smooth cauliflower coral)	DDE Tnp4 domain-containing protein	461	metal ion binding [GO:0046872]	GO:0046872	PFX13848.1
A0A3M6UYT4	A0A3M6UYT4_POCDA	unreviewed	pdam_00014477	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	3270	integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]	GO:0005509; GO:0016021	RMX58843.1
A0A3M6UYZ3	A0A3M6UYZ3_POCDA	unreviewed	pdam_00014474	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	334	integral component of membrane [GO:0016021]	GO:0016021	RMX58840.1
A0A2B4R8Q4	A0A2B4R8Q4_STYPI	unreviewed	AWC38_SpisGene23085	Stylophora pistillata (Smooth cauliflower coral)	Retrovirus-related Pol polyprotein from transposon TNT 1-94	1025	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	GO:0003676; GO:0015074	PFX12880.1
A0A3M6UF00	A0A3M6UF00_POCDA	unreviewed	pdam_00015164	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	488	creatinase activity [GO:0016980]	GO:0016980	RMX52139.1
A0A2B4S141	A0A2B4S141_STYPI	unreviewed	AWC38_SpisGene12708	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	1112			PFX22769.1
A0A2B4RNW4	A0A2B4RNW4_STYPI	unreviewed	AWC38_SpisGene16299	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	811			PFX19301.1
A0A3M6U7F2	A0A3M6U7F2_POCDA	unreviewed	pdam_00002983	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	467	nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]	GO:0003677; GO:0005634; GO:0046872	RMX49622.1
A0A3M6U7J3	A0A3M6U7J3_POCDA	unreviewed	pdam_00002980	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1443			RMX49625.1
A0A3M6U7P1	A0A3M6U7P1_POCDA	unreviewed	pdam_00002976	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Cor1 domain-containing protein	324			RMX49606.1
A0A3M6U7G6	A0A3M6U7G6_POCDA	unreviewed	pdam_00002972	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	834	cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]	GO:0005737; GO:0008270	RMX49610.1
A0A3M6U7K7	A0A3M6U7K7_POCDA	unreviewed	pdam_00002964	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Methyltranfer_dom domain-containing protein	294			RMX49650.1
A0A3M6UEM6	A0A3M6UEM6_POCDA	unreviewed	pdam_00018953	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Protein kinase domain-containing protein	788	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	RMX51878.1
A0A3M6T6C1	A0A3M6T6C1_POCDA	unreviewed	pdam_00000997	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	425			RMX36843.1
A0A3M6U3Z8	A0A3M6U3Z8_POCDA	unreviewed	pdam_00014736	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	686	integral component of membrane [GO:0016021]; cysteine-type peptidase activity [GO:0008234]	GO:0008234; GO:0016021	RMX48289.1
A0A3M6U3M7	A0A3M6U3M7_POCDA	unreviewed	pdam_00014732	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	BSD domain-containing protein (Fragment)	499			RMX48285.1
A0A3M6UHF6	A0A3M6UHF6_POCDA	unreviewed	pdam_00012208	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Protein MCM10 homolog	813	nucleus [GO:0005634]; double-stranded DNA binding [GO:0003690]; metal ion binding [GO:0046872]; single-stranded DNA binding [GO:0003697]; DNA replication initiation [GO:0006270]	GO:0003690; GO:0003697; GO:0005634; GO:0006270; GO:0046872	RMX52798.1
A0A3M6UGI7	A0A3M6UGI7_POCDA	unreviewed	pdam_00012209	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	660			RMX52797.1
A0A3M6UGM7	A0A3M6UGM7_POCDA	unreviewed	pdam_00012213	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Gamma-glutamylcyclotransferase (EC 4.3.2.9)	324	gamma-glutamylcyclotransferase activity [GO:0003839]	GO:0003839	RMX52815.1
A0A2B4RMJ7	A0A2B4RMJ7_STYPI	unreviewed	RET AWC38_SpisGene15936	Stylophora pistillata (Smooth cauliflower coral)	Receptor protein-tyrosine kinase (EC 2.7.10.1)	1055	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	GO:0004714; GO:0005524; GO:0016021	PFX19654.1
A0A2B4RAZ3	A0A2B4RAZ3_STYPI	unreviewed	AWC38_SpisGene21899	Stylophora pistillata (Smooth cauliflower coral)	DNA-directed DNA polymerase (EC 2.7.7.7)	945	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; DNA replication [GO:0006260]	GO:0000166; GO:0003677; GO:0003887; GO:0006260	PFX13983.1
A0A2B4S952	A0A2B4S952_STYPI	unreviewed	FIBCD1 AWC38_SpisGene9824	Stylophora pistillata (Smooth cauliflower coral)	Fibrinogen C domain-containing protein 1	4710	integral component of membrane [GO:0016021]; heparin binding [GO:0008201]; cell differentiation [GO:0030154]; nervous system development [GO:0007399]	GO:0007399; GO:0008201; GO:0016021; GO:0030154	PFX25553.1
A0A2B4S4D0	A0A2B4S4D0_STYPI	unreviewed	SDK1 AWC38_SpisGene9823	Stylophora pistillata (Smooth cauliflower coral)	Protein sidekick-1	3649	integral component of membrane [GO:0016021]	GO:0016021	PFX25554.1
A0A3M6UQS1	A0A3M6UQS1_POCDA	unreviewed	pdam_00021028	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Tr-type G domain-containing protein	627	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation initiation factor activity [GO:0003743]	GO:0003743; GO:0003924; GO:0005525	RMX55959.1
A0A2B4SL43	A0A2B4SL43_STYPI	unreviewed	Gabbr2 AWC38_SpisGene6059	Stylophora pistillata (Smooth cauliflower coral)	Gamma-aminobutyric acid type B receptor subunit 2	700	integral component of membrane [GO:0016021]; G protein-coupled GABA receptor activity [GO:0004965]	GO:0004965; GO:0016021	PFX29247.1
A0A3M6TM12	A0A3M6TM12_POCDA	unreviewed	pdam_00009845	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	344	integral component of membrane [GO:0016021]; heme transmembrane transporter activity [GO:0015232]	GO:0015232; GO:0016021	RMX42294.1
A0A3M6TLR4	A0A3M6TLR4_POCDA	unreviewed	pdam_00009843	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	60S ribosomal protein L27	787	ribosome [GO:0005840]; damaged DNA binding [GO:0003684]; structural constituent of ribosome [GO:0003735]; DNA repair [GO:0006281]; translation [GO:0006412]	GO:0003684; GO:0003735; GO:0005840; GO:0006281; GO:0006412	RMX42296.1
A0A3M6TLH9	A0A3M6TLH9_POCDA	unreviewed	pdam_00009842	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	507			RMX42297.1
A0A3M6TLV4	A0A3M6TLV4_POCDA	unreviewed	pdam_00009838	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Glycine hydroxymethyltransferase (EC 2.1.2.1)	488	glycine hydroxymethyltransferase activity [GO:0004372]; pyridoxal phosphate binding [GO:0030170]; glycine biosynthetic process from serine [GO:0019264]; tetrahydrofolate interconversion [GO:0035999]	GO:0004372; GO:0019264; GO:0030170; GO:0035999	RMX42281.1
A0A2B4SPS0	A0A2B4SPS0_STYPI	unreviewed	AWC38_SpisGene4708	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	1494			PFX30497.1
A0A3M6UP31	A0A3M6UP31_POCDA	unreviewed	pdam_00010139	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	PKS_ER domain-containing protein	388	mitochondrion [GO:0005739]; oxidoreductase activity [GO:0016491]	GO:0005739; GO:0016491	RMX55392.1
A0A2B4T094	A0A2B4T094_STYPI	unreviewed	Grm7 AWC38_SpisGene1001	Stylophora pistillata (Smooth cauliflower coral)	Metabotropic glutamate receptor 7	1893	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0005886; GO:0016021	PFX34065.1
A0A3M6UP25	A0A3M6UP25_POCDA	unreviewed	pdam_00010164	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	734	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]	GO:0004930; GO:0007166; GO:0016021	RMX55380.1
A0A3M6UPU4	A0A3M6UPU4_POCDA	unreviewed	pdam_00010166	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	ANK_REP_REGION domain-containing protein	549			RMX55378.1
A0A3M6UCV8	A0A3M6UCV8_POCDA	unreviewed	pdam_00014844	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	352			RMX51492.1
A0A3M6UCW7	A0A3M6UCW7_POCDA	unreviewed	pdam_00014845	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	352			RMX51491.1
A0A3M6UDB1	A0A3M6UDB1_POCDA	unreviewed	pdam_00014846	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	320	integral component of membrane [GO:0016021]	GO:0016021	RMX51494.1
A0A3M6UCS2	A0A3M6UCS2_POCDA	unreviewed	pdam_00014847	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	674	ATP binding [GO:0005524]; ATPase activity [GO:0016887]	GO:0005524; GO:0016887	RMX51493.1
A0A3M6UD61	A0A3M6UD61_POCDA	unreviewed	pdam_00014849	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	327	intracellular protein transport [GO:0006886]	GO:0006886	RMX51499.1
A0A2B4RDP7	A0A2B4RDP7_STYPI	unreviewed	DMBT1 AWC38_SpisGene21361	Stylophora pistillata (Smooth cauliflower coral)	Receptor protein-tyrosine kinase (EC 2.7.10.1)	1786	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; scavenger receptor activity [GO:0005044]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]	GO:0004714; GO:0005044; GO:0005524; GO:0016021	PFX14477.1
A0A3M6UK39	A0A3M6UK39_POCDA	unreviewed	pdam_00022334	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Glycos_transf_1 domain-containing protein (Fragment)	683	cysteine-type endopeptidase activity [GO:0004197]; transferase activity, transferring glycosyl groups [GO:0016757]	GO:0004197; GO:0016757	RMX54007.1
A0A2B4RPQ3	A0A2B4RPQ3_STYPI	unreviewed	Cad96Ca AWC38_SpisGene16831	Stylophora pistillata (Smooth cauliflower coral)	Receptor protein-tyrosine kinase (EC 2.7.10.1)	1499	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; scavenger receptor activity [GO:0005044]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; axon guidance [GO:0007411]; cell adhesion [GO:0007155]	GO:0004714; GO:0005044; GO:0005524; GO:0005886; GO:0007155; GO:0007411; GO:0016021	PFX18779.1
