Entry	Entry name	Status	Gene names	Organism	Protein names	Length	Gene ontology (GO)	Gene ontology IDs	yourlist:M2021102092C7BAECDB1C5C413EE0E0348724B6822441ACZ
A0A3M6UUA9	A0A3M6UUA9_POCDA	unreviewed	pdam_00012855	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Aldedh domain-containing protein	531	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	GO:0016620	RMX57283.1
A0A2B4S3A5	A0A2B4S3A5_STYPI	unreviewed	FCN1 AWC38_SpisGene12489	Stylophora pistillata (Smooth cauliflower coral)	Ficolin-1	1513			PFX22965.1
A0A2B4RJS5	A0A2B4RJS5_STYPI	unreviewed	ACP5 AWC38_SpisGene18623	Stylophora pistillata (Smooth cauliflower coral)	Tartrate-resistant acid phosphatase type 5 (EC 3.1.3.2)	369	acid phosphatase activity [GO:0003993]; metal ion binding [GO:0046872]	GO:0003993; GO:0046872	PFX17069.1
A0A3M6UWQ2	A0A3M6UWQ2_POCDA	unreviewed	pdam_00025318	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein	1706	ATP binding [GO:0005524]; ATPase activity [GO:0016887]	GO:0005524; GO:0016887	RMX58102.1
A0A498LVL7	A0A498LVL7_LABRO	unreviewed	ROHU_010226	Labeo rohita (Indian major carp) (Cyprinus rohita)	Endonuclease-reverse transcriptase	897	endonuclease activity [GO:0004519]; RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964; GO:0004519	RXN12200.1
A0A2B4R414	A0A2B4R414_STYPI	unreviewed	ADAM29 AWC38_SpisGene23712	Stylophora pistillata (Smooth cauliflower coral)	Disintegrin and metalloproteinase domain-containing protein 29	258	integrin-mediated signaling pathway [GO:0007229]	GO:0007229	PFX12351.1
A0A3M6TEA8	A0A3M6TEA8_POCDA	unreviewed	pdam_00008083	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	245			RMX39703.1
A0A444TDP0	A0A444TDP0_ARMVU	unreviewed	Avbf_04153	Armadillidium vulgare (Pillbug) (Pill woodlouse)	Transcription initiation factor TFIID subunit 5	126	translation initiation factor activity [GO:0003743]	GO:0003743	RXG68127.1
A0A3M6UZP3	A0A3M6UZP3_POCDA	unreviewed	pdam_00009977	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	FTP domain-containing protein (Fragment)	564			RMX59069.1
A0A3M6UZM8	A0A3M6UZM8_POCDA	unreviewed	pdam_00009986	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	699			RMX59059.1
A0A2B4S4Q1	A0A2B4S4Q1_STYPI	unreviewed	MFN2 AWC38_SpisGene11880	Stylophora pistillata (Smooth cauliflower coral)	Mitofusin-2	1074	integral component of membrane [GO:0016021]; mitochondrial outer membrane [GO:0005741]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; mitochondrial fusion [GO:0008053]	GO:0003924; GO:0005525; GO:0005741; GO:0008053; GO:0016021	PFX23577.1
A0A3M6URK0	A0A3M6URK0_POCDA	unreviewed	pdam_00011464	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	VWFA domain-containing protein	324			RMX56281.1
A0A3M6USI2	A0A3M6USI2_POCDA	unreviewed	pdam_00011463	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	VWFA domain-containing protein	235			RMX56288.1
A0A3M6URJ6	A0A3M6URJ6_POCDA	unreviewed	pdam_00011456	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	470			RMX56296.1
A0A3M6URW0	A0A3M6URW0_POCDA	unreviewed	pdam_00011451	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	PABS domain-containing protein	342	spermine synthase activity [GO:0016768]; spermine biosynthetic process [GO:0006597]	GO:0006597; GO:0016768	RMX56297.1
A0A3M6TQX3	A0A3M6TQX3_POCDA	unreviewed	pdam_00017045	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	G_PROTEIN_RECEP_F1_2 domain-containing protein	154	integral component of membrane [GO:0016021]	GO:0016021	RMX43807.1
A0A2B4RA44	A0A2B4RA44_STYPI	unreviewed	Tf2-9 AWC38_SpisGene22212	Stylophora pistillata (Smooth cauliflower coral)	Reverse transcriptase	1017	aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0008270; GO:0015074	PFX13683.1
A0A3M6U4Z4	A0A3M6U4Z4_POCDA	unreviewed	pdam_00018612	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	BLOC-1-related complex subunit 7 (Fragment)	125	lysosomal membrane [GO:0005765]	GO:0005765	RMX48666.1
A0A3M6T737	A0A3M6T737_POCDA	unreviewed	pdam_00011424	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	2952	collagen-containing extracellular matrix [GO:0062023]; calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201]	GO:0005201; GO:0005509; GO:0062023	RMX37235.1
A0A3M6UVA3	A0A3M6UVA3_POCDA	unreviewed	pdam_00015902	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Pentaxin (Pentraxin)	212	extracellular region [GO:0005576]; metal ion binding [GO:0046872]	GO:0005576; GO:0046872	RMX57633.1
A0A2B4S7T7	A0A2B4S7T7_STYPI	unreviewed	TRDMT1 AWC38_SpisGene9374	Stylophora pistillata (Smooth cauliflower coral)	tRNA (Cytosine(38)-C(5))-methyltransferase	893	methyltransferase activity [GO:0008168]; methylation [GO:0032259]	GO:0008168; GO:0032259	PFX25961.1
A0A3M6UZZ0	A0A3M6UZZ0_POCDA	unreviewed	pdam_00023710	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	302			RMX58878.1
A0A3M6UXH5	A0A3M6UXH5_POCDA	unreviewed	pdam_00000057	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	4731	integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]	GO:0005509; GO:0007156; GO:0016021	RMX58234.1
A0A2B4S9H4	A0A2B4S9H4_STYPI	unreviewed	AWC38_SpisGene8789	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	301			PFX26531.1
A0A3M6V1P3	A0A3M6V1P3_POCDA	unreviewed	pdam_00023020	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	315			RMX59861.1
A0A3M6UPZ6	A0A3M6UPZ6_POCDA	unreviewed	pdam_00024153	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	COR domain-containing protein (Fragment)	1185	nucleotide binding [GO:0000166]	GO:0000166	RMX55428.1
A0A2B4RHD3	A0A2B4RHD3_STYPI	unreviewed	HARBI1 AWC38_SpisGene19145	Stylophora pistillata (Smooth cauliflower coral)	Putative nuclease HARBI1	428	metal ion binding [GO:0046872]	GO:0046872	PFX16576.1
A0A3M6TXK0	A0A3M6TXK0_POCDA	unreviewed	pdam_00020840	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	154			RMX46127.1
A0A3M6V2U5	A0A3M6V2U5_POCDA	unreviewed	pdam_00001159	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1691	integral component of membrane [GO:0016021]; carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; metalloendopeptidase activity [GO:0004222]; carbohydrate metabolic process [GO:0005975]	GO:0004222; GO:0004553; GO:0005975; GO:0016021; GO:0030246	RMX59888.1
A0A2B4RAK2	A0A2B4RAK2_STYPI	unreviewed	clcD AWC38_SpisGene22530	Stylophora pistillata (Smooth cauliflower coral)	Chloride channel protein	1250	integral component of membrane [GO:0016021]; voltage-gated chloride channel activity [GO:0005247]; chloride transport [GO:0006821]	GO:0005247; GO:0006821; GO:0016021	PFX13387.1
A0A3M6V2X0	A0A3M6V2X0_POCDA	unreviewed	pdam_00010108	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1445			RMX60154.1
A0A3M6UVU3	A0A3M6UVU3_POCDA	unreviewed	pdam_00020086	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	471	CoA-transferase activity [GO:0008410]	GO:0008410	RMX57740.1
A0A3M6UW39	A0A3M6UW39_POCDA	unreviewed	pdam_00020082	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	538	integral component of membrane [GO:0016021]	GO:0016021	RMX57744.1
A0A3M6UW46	A0A3M6UW46_POCDA	unreviewed	pdam_00020075	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TIMELESS-interacting protein	439	nucleus [GO:0005634]; cell cycle [GO:0007049]; cellular response to DNA damage stimulus [GO:0006974]; DNA replication checkpoint [GO:0000076]; replication fork protection [GO:0048478]	GO:0000076; GO:0005634; GO:0006974; GO:0007049; GO:0048478	RMX57754.1
A0A2B4RJ72	A0A2B4RJ72_STYPI	unreviewed	Baiap2l1 AWC38_SpisGene19323	Stylophora pistillata (Smooth cauliflower coral)	Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1	1342	plasma membrane organization [GO:0007009]	GO:0007009	PFX16408.1
A0A3M6TFY5	A0A3M6TFY5_POCDA	unreviewed	pdam_00008734	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	3159	extracellular region [GO:0005576]; calcium ion binding [GO:0005509]	GO:0005509; GO:0005576	RMX40280.1
A0A3M6UK23	A0A3M6UK23_POCDA	unreviewed	pdam_00020906	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	114			RMX53962.1
A0A3M6UJU1	A0A3M6UJU1_POCDA	unreviewed	pdam_00020905	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	PH domain-containing protein	755	protein kinase binding [GO:0019901]; positive regulation of protein tyrosine kinase activity [GO:0061098]	GO:0019901; GO:0061098	RMX53963.1
A0A3M6U872	A0A3M6U872_POCDA	unreviewed	pdam_00014407	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Metalloendopeptidase (EC 3.4.24.-)	879	extracellular region [GO:0005576]; nematocyst [GO:0042151]; metalloendopeptidase activity [GO:0004222]; toxin activity [GO:0090729]; zinc ion binding [GO:0008270]	GO:0004222; GO:0005576; GO:0008270; GO:0042151; GO:0090729	RMX49892.1
A0A2B4T1A0	A0A2B4T1A0_STYPI	unreviewed	AWC38_SpisGene58	Stylophora pistillata (Smooth cauliflower coral)	C2H2-type domain-containing protein	771			PFX34920.1
A0A3M6U4Y8	A0A3M6U4Y8_POCDA	unreviewed	pdam_00001522	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Phosphodiesterase (EC 3.1.4.-)	827	3',5'-cyclic-nucleotide phosphodiesterase activity [GO:0004114]; metal ion binding [GO:0046872]; signal transduction [GO:0007165]	GO:0004114; GO:0007165; GO:0046872	RMX48743.1
A0A3M6U4Z6	A0A3M6U4Z6_POCDA	unreviewed	pdam_00001528	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Alkaline phosphatase (EC 3.1.3.1)	1115	integral component of membrane [GO:0016021]; alkaline phosphatase activity [GO:0004035]	GO:0004035; GO:0016021	RMX48740.1
A0A3M6TFI0	A0A3M6TFI0_POCDA	unreviewed	pdam_00025952	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	257			RMX40166.1
A0A2B4RR03	A0A2B4RR03_STYPI	unreviewed	THAP6 AWC38_SpisGene16348	Stylophora pistillata (Smooth cauliflower coral)	THAP domain-containing protein 6	502	DNA binding [GO:0003677]; metal ion binding [GO:0046872]	GO:0003677; GO:0046872	PFX19223.1
A0A3M6UL81	A0A3M6UL81_POCDA	unreviewed	pdam_00022207	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	309			RMX54427.1
A0A3M6TYK3	A0A3M6TYK3_POCDA	unreviewed	pdam_00017823	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	407			RMX46472.1
A0A3M6TQ32	A0A3M6TQ32_POCDA	unreviewed	pdam_00001886	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	751	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; nitrogen compound transport [GO:0071705]	GO:0005886; GO:0016021; GO:0022857; GO:0071705	RMX43466.1
A0A3M6TPX9	A0A3M6TPX9_POCDA	unreviewed	pdam_00001885	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	389			RMX43467.1
A0A3M6TQ60	A0A3M6TQ60_POCDA	unreviewed	pdam_00001883	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1905	integral component of membrane [GO:0016021]; heme binding [GO:0020037]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]	GO:0005506; GO:0016021; GO:0016705; GO:0020037	RMX43461.1
A0A3M6UG65	A0A3M6UG65_POCDA	unreviewed	pdam_00014398	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Dickkopf_N domain-containing protein	431	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; multicellular organism development [GO:0007275]; negative regulation of Wnt signaling pathway [GO:0030178]	GO:0005576; GO:0007275; GO:0016021; GO:0030178	RMX52368.1
A0A3M6UFF8	A0A3M6UFF8_POCDA	unreviewed	pdam_00014397	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	889	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]	GO:0004930; GO:0007166; GO:0016021	RMX52365.1
A0A2B4RRK4	A0A2B4RRK4_STYPI	unreviewed	AWC38_SpisGene16418	Stylophora pistillata (Smooth cauliflower coral)	Putative RNA-directed DNA polymerase from transposon X-element	602	RNA-directed DNA polymerase activity [GO:0003964]	GO:0003964	PFX19180.1
A0A3M6US69	A0A3M6US69_POCDA	unreviewed	pdam_00008815	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	G_PROTEIN_RECEP_F1_2 domain-containing protein	389	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	RMX56414.1
A0A3M6US76	A0A3M6US76_POCDA	unreviewed	pdam_00008818	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	588	plasma membrane [GO:0005886]	GO:0005886	RMX56417.1
A0A3M6USB5	A0A3M6USB5_POCDA	unreviewed	pdam_00008824	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Protein kinase domain-containing protein (Fragment)	352	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524	RMX56464.1
A0A3M6T8S7	A0A3M6T8S7_POCDA	unreviewed	pdam_00006607	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	211	nematocyst [GO:0042151]; serine-type endopeptidase inhibitor activity [GO:0004867]	GO:0004867; GO:0042151	RMX37721.1
A0A3M6T8L0	A0A3M6T8L0_POCDA	unreviewed	pdam_00006602	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Aldo_ket_red domain-containing protein	219	D-threo-aldose 1-dehydrogenase activity [GO:0047834]	GO:0047834	RMX37737.1
A0A3M6T8K9	A0A3M6T8K9_POCDA	unreviewed	pdam_00006598	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	815	integral component of membrane [GO:0016021]; sphingomyelin phosphodiesterase D activity [GO:0050290]	GO:0016021; GO:0050290	RMX37722.1
A0A2B4SM45	A0A2B4SM45_STYPI	unreviewed	TMEM167A AWC38_SpisGene5530	Stylophora pistillata (Smooth cauliflower coral)	Protein kish	72	Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]	GO:0000139; GO:0016021	PFX29658.1
A0A3M6T8X8	A0A3M6T8X8_POCDA	unreviewed	pdam_00006590	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	434	integral component of membrane [GO:0016021]; transferase activity, transferring glycosyl groups [GO:0016757]	GO:0016021; GO:0016757	RMX37724.1
A0A2B4SKM5	A0A2B4SKM5_STYPI	unreviewed	Myg1 AWC38_SpisGene5533	Stylophora pistillata (Smooth cauliflower coral)	UPF0160 protein MYG1, mitochondrial	802	integral component of membrane [GO:0016021]	GO:0016021	PFX29659.1
A0A3M6T8M4	A0A3M6T8M4_POCDA	unreviewed	pdam_00006583	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1863	carbohydrate binding [GO:0030246]	GO:0030246	RMX37756.1
A0A3M6T8X9	A0A3M6T8X9_POCDA	unreviewed	pdam_00006581	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	3442			RMX37758.1
A0A3M6T8M1	A0A3M6T8M1_POCDA	unreviewed	pdam_00006571	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	333	NAD binding [GO:0051287]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	GO:0016616; GO:0051287	RMX37747.1
A0A2B4SG75	A0A2B4SG75_STYPI	unreviewed	TPCN1 AWC38_SpisGene5547	Stylophora pistillata (Smooth cauliflower coral)	Two pore calcium channel protein 1	573	integral component of membrane [GO:0016021]; voltage-gated calcium channel activity [GO:0005245]	GO:0005245; GO:0016021	PFX29704.1
A0A2B4RA17	A0A2B4RA17_STYPI	unreviewed	F54H12.2 AWC38_SpisGene21887	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein F54H12.2	533	deoxyribonucleotide biosynthetic process [GO:0009263]	GO:0009263	PFX13996.1
A0A2B4RZK1	A0A2B4RZK1_STYPI	unreviewed	trim71 AWC38_SpisGene11532	Stylophora pistillata (Smooth cauliflower coral)	E3 ubiquitin-protein ligase TRIM71	901	cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]	GO:0005737; GO:0008270	PFX23884.1
A0A4Y1JNF3	A0A4Y1JNF3_POCDA	unreviewed	hsp70	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Heat shock protein 70	650	ATP binding [GO:0005524]; ATPase activity [GO:0016887]	GO:0005524; GO:0016887	AMX23290.1
A0A3M6V2T6	A0A3M6V2T6_POCDA	unreviewed	pdam_00009086	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	SOCS box domain-containing protein	729	intracellular signal transduction [GO:0035556]	GO:0035556	RMX60256.1
A0A3M6V3V1	A0A3M6V3V1_POCDA	unreviewed	pdam_00009084	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	209			RMX60258.1
A0A3M6V2U2	A0A3M6V2U2_POCDA	unreviewed	pdam_00009083	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	RING-type domain-containing protein	311	zinc ion binding [GO:0008270]	GO:0008270	RMX60251.1
A0A3M6V3U1	A0A3M6V3U1_POCDA	unreviewed	pdam_00009075	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Alpha-L-fucosidase (EC 3.2.1.51) (Fragment)	464	alpha-L-fucosidase activity [GO:0004560]; fucose metabolic process [GO:0006004]	GO:0004560; GO:0006004	RMX60248.1
A0A3M6V365	A0A3M6V365_POCDA	unreviewed	pdam_00009069	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1485	serine-type endopeptidase activity [GO:0004252]	GO:0004252	RMX60259.1
A0A3M6TI50	A0A3M6TI50_POCDA	unreviewed	pdam_00003308	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	176	extracellular region [GO:0005576]; other organism cell membrane [GO:0044218]; plasma membrane [GO:0005886]; pore complex [GO:0046930]; channel activity [GO:0015267]; cation transport [GO:0006812]; hemolysis in other organism involved in symbiotic interaction [GO:0052331]; pore complex assembly [GO:0046931]	GO:0005576; GO:0005886; GO:0006812; GO:0015267; GO:0044218; GO:0046930; GO:0046931; GO:0052331	RMX41075.1
A0A3M6TLT3	A0A3M6TLT3_POCDA	unreviewed	pdam_00022608	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	461	integral component of membrane [GO:0016021]	GO:0016021	RMX42258.1
A0A3M6ULD1	A0A3M6ULD1_POCDA	unreviewed	pdam_00021390	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	322			RMX54379.1
A0A3M6T876	A0A3M6T876_POCDA	unreviewed	pdam_00007890	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Homeobox domain-containing protein	269	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]	GO:0000981; GO:0003677; GO:0005634	RMX37607.1
A0A3M6T874	A0A3M6T874_POCDA	unreviewed	pdam_00007893	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	164	metal ion binding [GO:0046872]	GO:0046872	RMX37606.1
A0A3M6TV64	A0A3M6TV64_POCDA	unreviewed	pdam_00017476	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	224	integral component of membrane [GO:0016021]	GO:0016021	RMX45169.1
A0A2B4RH42	A0A2B4RH42_STYPI	unreviewed	AWC38_SpisGene19597	Stylophora pistillata (Smooth cauliflower coral)	THAP-type domain-containing protein	442	DNA binding [GO:0003677]; metal ion binding [GO:0046872]	GO:0003677; GO:0046872	PFX16143.1
A0A2B4RJ66	A0A2B4RJ66_STYPI	unreviewed	AWC38_SpisGene19193	Stylophora pistillata (Smooth cauliflower coral)	YqaJ domain-containing protein	876			PFX16530.1
A0A3M6UP04	A0A3M6UP04_POCDA	unreviewed	pdam_00022198	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1137			RMX55427.1
A0A3M6U3D4	A0A3M6U3D4_POCDA	unreviewed	pdam_00002631	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Poly [ADP-ribose] polymerase (PARP) (EC 2.4.2.-)	2088	NAD+ ADP-ribosyltransferase activity [GO:0003950]	GO:0003950	RMX48121.1
A0A3M6U2W7	A0A3M6U2W7_POCDA	unreviewed	pdam_00002616	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	556			RMX48035.1
A0A3M6T5R3	A0A3M6T5R3_POCDA	unreviewed	pdam_00020273	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	HTH CENPB-type domain-containing protein (Fragment)	172			RMX36727.1
A0A3M6T5U9	A0A3M6T5U9_POCDA	unreviewed	pdam_00020276	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	3125	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; signal transduction [GO:0007165]	GO:0004672; GO:0005524; GO:0007165	RMX36732.1
A0A3M6TK27	A0A3M6TK27_POCDA	unreviewed	pdam_00005573	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	630	actin filament binding [GO:0051015]; actin filament bundle assembly [GO:0051017]	GO:0051015; GO:0051017	RMX41740.1
A0A3M6TK48	A0A3M6TK48_POCDA	unreviewed	pdam_00005567	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1495	extracellular region [GO:0005576]; nematocyst [GO:0042151]; serine-type endopeptidase activity [GO:0004252]; toxin activity [GO:0090729]	GO:0004252; GO:0005576; GO:0042151; GO:0090729	RMX41772.1
A0A2B4S879	A0A2B4S879_STYPI	unreviewed	CTRL AWC38_SpisGene10669	Stylophora pistillata (Smooth cauliflower coral)	Chymotrypsin-like protease CTRL-1	828	extracellular region [GO:0005576]; nematocyst [GO:0042151]; serine-type endopeptidase activity [GO:0004252]; toxin activity [GO:0090729]	GO:0004252; GO:0005576; GO:0042151; GO:0090729	PFX24732.1
A0A3M6TK73	A0A3M6TK73_POCDA	unreviewed	pdam_00005558	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Senescence domain-containing protein	506			RMX41780.1
A0A3M6TKH4	A0A3M6TKH4_POCDA	unreviewed	pdam_00005552	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	539			RMX41788.1
A0A2B4S6S6	A0A2B4S6S6_STYPI	unreviewed	ABCB1 AWC38_SpisGene10278	Stylophora pistillata (Smooth cauliflower coral)	Multidrug resistance protein 1	1929	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]	GO:0005524; GO:0016021; GO:0042626	PFX25086.1
A0A2B4SAN2	A0A2B4SAN2_STYPI	unreviewed	EGF1 AWC38_SpisGene8913	Stylophora pistillata (Smooth cauliflower coral)	Fibropellin-1	579	calcium ion binding [GO:0005509]	GO:0005509	PFX26436.1
A0A3M6TER0	A0A3M6TER0_POCDA	unreviewed	pdam_00016807	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Fibroblast growth factor (FGF)	208	growth factor activity [GO:0008083]	GO:0008083	RMX39818.1
A0A3M6UNA7	A0A3M6UNA7_POCDA	unreviewed	pdam_00024457	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	169			RMX55101.1
A0A3M6ULS9	A0A3M6ULS9_POCDA	unreviewed	pdam_00004595	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	378			RMX54539.1
A0A2B4RWB4	A0A2B4RWB4_STYPI	unreviewed	AWC38_SpisGene14047	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	291			PFX21446.1
A0A3M6ULL4	A0A3M6ULL4_POCDA	unreviewed	pdam_00004603	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Guanylate cyclase (EC 4.6.1.2)	1146	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; guanylate cyclase activity [GO:0004383]; protein kinase activity [GO:0004672]; intracellular signal transduction [GO:0035556]	GO:0004383; GO:0004672; GO:0005524; GO:0016021; GO:0035556	RMX54557.1
A0A2B4SJ27	A0A2B4SJ27_STYPI	unreviewed	kita AWC38_SpisGene6161	Stylophora pistillata (Smooth cauliflower coral)	Mast/stem cell growth factor receptor kita	1025	integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; protein tyrosine kinase activity [GO:0004713]	GO:0004713; GO:0005524; GO:0016021	PFX29093.1
A0A2B4SL19	A0A2B4SL19_STYPI	unreviewed	AWC38_SpisGene6152	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	289			PFX29115.1
A0A2B4SKL8	A0A2B4SKL8_STYPI	unreviewed	AWC38_SpisGene6151	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	465			PFX29118.1
A0A3M6UIT3	A0A3M6UIT3_POCDA	unreviewed	pdam_00004385	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	544	endonuclease activity [GO:0004519]	GO:0004519	RMX53571.1
A0A2B4RVP7	A0A2B4RVP7_STYPI	unreviewed	Klhl2 AWC38_SpisGene13813	Stylophora pistillata (Smooth cauliflower coral)	Kelch-like protein 2	1235			PFX21681.1
