Entry	Entry name	Status	Gene names	Organism	Protein names	Length	Gene ontology (GO)	Gene ontology IDs	yourlist:M202110205BF3C56A578D7D6DFD1FC81EE5DA77302441883
A0A3M6TXT0	A0A3M6TXT0_POCDA	unreviewed	pdam_00000635	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	97			RMX46243.1
A0A3M6TYJ1	A0A3M6TYJ1_POCDA	unreviewed	pdam_00000641	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1061	integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]	GO:0016021; GO:0022857	RMX46447.1
A0A2B4R7P7	A0A2B4R7P7_STYPI	unreviewed	SGTA AWC38_SpisGene23521	Stylophora pistillata (Smooth cauliflower coral)	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	3226	ADP binding [GO:0043531]	GO:0043531	PFX12510.1
A0A3M6U1K4	A0A3M6U1K4_POCDA	unreviewed	pdam_00018659	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	685			RMX47563.1
A0A3M6T4B1	A0A3M6T4B1_POCDA	unreviewed	pdam_00010200	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1002	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	GO:0005886; GO:0016021	RMX34749.1
A0A3M6T429	A0A3M6T429_POCDA	unreviewed	pdam_00010212	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	104			RMX34727.1
A0A3M6T492	A0A3M6T492_POCDA	unreviewed	pdam_00010214	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	115	integral component of membrane [GO:0016021]	GO:0016021	RMX34729.1
A0A2B4RJD8	A0A2B4RJD8_STYPI	unreviewed	AWC38_SpisGene18769	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	76			PFX16933.1
A0A3M6TRS7	A0A3M6TRS7_POCDA	unreviewed	pdam_00002506	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	108			RMX44092.1
A0A3M6TRX4	A0A3M6TRX4_POCDA	unreviewed	pdam_00002507	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	98	integral component of membrane [GO:0016021]	GO:0016021	RMX44091.1
A0A2B4SC53	A0A2B4SC53_STYPI	unreviewed	AWC38_SpisGene9300	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	84			PFX26025.1
A0A3M6TRX5	A0A3M6TRX5_POCDA	unreviewed	pdam_00002510	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	81			RMX44173.1
A0A3M6TRU9	A0A3M6TRU9_POCDA	unreviewed	pdam_00002537	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	ZnMc domain-containing protein	430	extracellular matrix [GO:0031012]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	GO:0004222; GO:0008270; GO:0031012	RMX44143.1
A0A2B4SBQ4	A0A2B4SBQ4_STYPI	unreviewed	cwc2 AWC38_SpisGene9326	Stylophora pistillata (Smooth cauliflower coral)	Pre-mRNA-splicing factor RBM22 (RNA-binding motif protein 22)	1116	nucleus [GO:0005634]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]	GO:0003723; GO:0005524; GO:0005634; GO:0006397; GO:0008380; GO:0016887; GO:0046872	PFX26017.1
A0A3M6TRP4	A0A3M6TRP4_POCDA	unreviewed	pdam_00002551	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Glutathione synthetase (GSH-S) (EC 6.3.2.3)	475	ATP binding [GO:0005524]; glutathione binding [GO:0043295]; glutathione synthase activity [GO:0004363]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0004363; GO:0005524; GO:0043295	RMX44107.1
A0A3M6TS82	A0A3M6TS82_POCDA	unreviewed	pdam_00002569	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	REJ domain-containing protein	2933	integral component of membrane [GO:0016021]	GO:0016021	RMX44128.1
A0A3M6TS34	A0A3M6TS34_POCDA	unreviewed	pdam_00002570	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	199			RMX44200.1
A0A2B4RS38	A0A2B4RS38_STYPI	unreviewed	Lamtor1 AWC38_SpisGene16558	Stylophora pistillata (Smooth cauliflower coral)	Late endosomal/lysosomal adaptor and MAPK and MTOR activator 1 (Ragulator complex protein LAMTOR1)	329	lysosomal membrane [GO:0005765]; Ragulator complex [GO:0071986]; cellular response to amino acid stimulus [GO:0071230]; cholesterol homeostasis [GO:0042632]; endosomal transport [GO:0016197]; lysosome organization [GO:0007040]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of TOR signaling [GO:0032008]; regulation of receptor recycling [GO:0001919]	GO:0001919; GO:0005765; GO:0007040; GO:0016197; GO:0032008; GO:0042632; GO:0043410; GO:0071230; GO:0071986	PFX19052.1
A0A3M6TPA3	A0A3M6TPA3_POCDA	unreviewed	pdam_00009743	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	2724	cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]	GO:0005737; GO:0008270	RMX43179.1
A0A2B4S3V6	A0A2B4S3V6_STYPI	unreviewed	Trim3 AWC38_SpisGene10825	Stylophora pistillata (Smooth cauliflower coral)	Tripartite motif-containing protein 3	1071			PFX24581.1
A0A2B4SEU0	A0A2B4SEU0_STYPI	unreviewed	B4galnt3 AWC38_SpisGene8339	Stylophora pistillata (Smooth cauliflower coral)	Beta-1,4-N-acetylgalactosaminyltransferase (EC 2.4.1.244)	1186	Golgi cisterna membrane [GO:0032580]; integral component of membrane [GO:0016021]; N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity [GO:0033842]	GO:0016021; GO:0032580; GO:0033842	PFX26955.1
A0A2B4S256	A0A2B4S256_STYPI	unreviewed	trim71 AWC38_SpisGene12327	Stylophora pistillata (Smooth cauliflower coral)	E3 ubiquitin-protein ligase TRIM71	1983	cytoplasm [GO:0005737]; FAD binding [GO:0071949]; monooxygenase activity [GO:0004497]; zinc ion binding [GO:0008270]	GO:0004497; GO:0005737; GO:0008270; GO:0071949	PFX23129.1
A0A3M6UZ05	A0A3M6UZ05_POCDA	unreviewed	pdam_00018840	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	342			RMX58923.1
A0A3M6UZG9	A0A3M6UZG9_POCDA	unreviewed	pdam_00018843	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	749	integral component of membrane [GO:0016021]	GO:0016021	RMX58924.1
A0A2B4SK67	A0A2B4SK67_STYPI	unreviewed	larp7 AWC38_SpisGene6447	Stylophora pistillata (Smooth cauliflower coral)	La ribonucleoprotein domain family member 7 (La-related protein 7)	1697	integral component of membrane [GO:0016021]; nucleoplasm [GO:0005654]; ribonucleoprotein complex [GO:1990904]; RNA binding [GO:0003723]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]	GO:0003723; GO:0005654; GO:0006397; GO:0008380; GO:0016021; GO:1990904	PFX28815.1
A0A3M6UQU1	A0A3M6UQU1_POCDA	unreviewed	pdam_00023146	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	434			RMX55979.1
A0A3M6TKH4	A0A3M6TKH4_POCDA	unreviewed	pdam_00005552	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	539			RMX41788.1
A0A2B4RNU3	A0A2B4RNU3_STYPI	unreviewed	Fam26f AWC38_SpisGene17157	Stylophora pistillata (Smooth cauliflower coral)	Protein FAM26F	678	integral component of membrane [GO:0016021]	GO:0016021	PFX18473.1
A0A2B4SD60	A0A2B4SD60_STYPI	unreviewed	Agmo AWC38_SpisGene8822	Stylophora pistillata (Smooth cauliflower coral)	Alkylglycerol monooxygenase	460	integral component of membrane [GO:0016021]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; lipid biosynthetic process [GO:0008610]	GO:0004497; GO:0005506; GO:0008610; GO:0016021	PFX26518.1
A0A3M6U706	A0A3M6U706_POCDA	unreviewed	pdam_00015301	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	COR domain-containing protein (Fragment)	925	nucleotide binding [GO:0000166]	GO:0000166	RMX49417.1
A0A2B4RQD0	A0A2B4RQD0_STYPI	unreviewed	AWC38_SpisGene14894	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	464			PFX20644.1
A0A3M6TTM9	A0A3M6TTM9_POCDA	unreviewed	pdam_00009198	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Apple domain-containing protein (Fragment)	342			RMX44787.1
A0A3M6TTL3	A0A3M6TTL3_POCDA	unreviewed	pdam_00009208	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	N-acetyltransferase domain-containing protein	175	N-acetyltransferase activity [GO:0008080]	GO:0008080	RMX44767.1
A0A2B4R8K4	A0A2B4R8K4_STYPI	unreviewed	MARCO AWC38_SpisGene23145	Stylophora pistillata (Smooth cauliflower coral)	Macrophage receptor MARCO	628	plasma membrane [GO:0005886]; axon guidance [GO:0007411]; cell adhesion [GO:0007155]	GO:0005886; GO:0007155; GO:0007411	PFX12830.1
A0A3M6UQ35	A0A3M6UQ35_POCDA	unreviewed	pdam_00020916	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	208			RMX55770.1
A0A2B4S9C1	A0A2B4S9C1_STYPI	unreviewed	CATSPERG AWC38_SpisGene10215	Stylophora pistillata (Smooth cauliflower coral)	39S ribosomal protein L30, mitochondrial	1073	CatSper complex [GO:0036128]; large ribosomal subunit [GO:0015934]; sperm principal piece [GO:0097228]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	GO:0003735; GO:0006412; GO:0015934; GO:0036128; GO:0097228	PFX25178.1
A0A3M6TLV0	A0A3M6TLV0_POCDA	unreviewed	pdam_00011624	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	LisH domain-containing protein (Fragment)	272	nucleus [GO:0005634]	GO:0005634	RMX42224.1
A0A3M6UHR0	A0A3M6UHR0_POCDA	unreviewed	pdam_00016517	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1437	cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]	GO:0005737; GO:0008270	RMX53230.1
A0A2B4RUP1	A0A2B4RUP1_STYPI	unreviewed	APOL3 AWC38_SpisGene15010	Stylophora pistillata (Smooth cauliflower coral)	Apolipoprotein L3	322	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; lipid binding [GO:0008289]; lipid transport [GO:0006869]; lipoprotein metabolic process [GO:0042157]	GO:0005576; GO:0006869; GO:0008289; GO:0016021; GO:0042157	PFX20529.1
A0A3M6UI07	A0A3M6UI07_POCDA	unreviewed	pdam_00015251	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Cysteine-rich DPF motif domain-containing protein 1 (Fragment)	104			RMX53297.1
A0A2B4RGL0	A0A2B4RGL0_STYPI	unreviewed	FANCD2 AWC38_SpisGene19808	Stylophora pistillata (Smooth cauliflower coral)	Fanconi anemia group D2 protein	1373	DNA repair [GO:0006281]	GO:0006281	PFX15949.1
A0A3M6UHX9	A0A3M6UHX9_POCDA	unreviewed	pdam_00015248	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	637			RMX53290.1
A0A3M6UID3	A0A3M6UID3_POCDA	unreviewed	pdam_00015246	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	546	integral component of membrane [GO:0016021]	GO:0016021	RMX53284.1
A0A3M6UZ99	A0A3M6UZ99_POCDA	unreviewed	pdam_00018173	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Dickkopf_N domain-containing protein (Fragment)	144	extracellular region [GO:0005576]; multicellular organism development [GO:0007275]; negative regulation of Wnt signaling pathway [GO:0030178]	GO:0005576; GO:0007275; GO:0030178	RMX59003.1
A0A3M6UZ90	A0A3M6UZ90_POCDA	unreviewed	pdam_00018169	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1250			RMX58993.1
A0A2B4RDM0	A0A2B4RDM0_STYPI	unreviewed	AWC38_SpisGene20897	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	652	integral component of membrane [GO:0016021]; ion channel activity [GO:0005216]	GO:0005216; GO:0016021	PFX14913.1
A0A2B4SHQ1	A0A2B4SHQ1_STYPI	unreviewed	tll2 AWC38_SpisGene4993	Stylophora pistillata (Smooth cauliflower coral)	Tolloid-like protein 2	1012	integral component of membrane [GO:0016021]	GO:0016021	PFX30194.1
A0A2B4SNN5	A0A2B4SNN5_STYPI	unreviewed	AWC38_SpisGene4995	Stylophora pistillata (Smooth cauliflower coral)	Uncharacterized protein	545			PFX30188.1
A0A3M6U2K5	A0A3M6U2K5_POCDA	unreviewed	pdam_00005358	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	RING-type domain-containing protein (Fragment)	169	metal ion binding [GO:0046872]	GO:0046872	RMX47923.1
A0A2B4SNT1	A0A2B4SNT1_STYPI	unreviewed	fcho2 AWC38_SpisGene5002	Stylophora pistillata (Smooth cauliflower coral)	FCH domain only protein 2	1140	clathrin-coated pit [GO:0005905]	GO:0005905	PFX30167.1
A0A2B4SLB9	A0A2B4SLB9_STYPI	unreviewed	Znf367 AWC38_SpisGene5003	Stylophora pistillata (Smooth cauliflower coral)	Zinc finger protein 367	1281			PFX30166.1
A0A3M6UN04	A0A3M6UN04_POCDA	unreviewed	pdam_00019690	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	1768	plasma membrane [GO:0005886]; axon guidance [GO:0007411]; cell adhesion [GO:0007155]	GO:0005886; GO:0007155; GO:0007411	RMX54914.1
A0A3M6UMQ5	A0A3M6UMQ5_POCDA	unreviewed	pdam_00019680	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Mitochondrial nucleoid factor 1 (Mitochondrial protein M19) (Ubiquinol-cytochrome-c reductase complex assembly factor 2)	152	mitochondrial nucleoid [GO:0042645]; mitochondrial respiratory chain complex III assembly [GO:0034551]	GO:0034551; GO:0042645	RMX54925.1
A0A3M6UMK8	A0A3M6UMK8_POCDA	unreviewed	pdam_00019672	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	849	cytoplasm [GO:0005737]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]	GO:0004842; GO:0005737; GO:0008270	RMX54923.1
A0A2B4SVB5	A0A2B4SVB5_STYPI	unreviewed	asic4 AWC38_SpisGene2660	Stylophora pistillata (Smooth cauliflower coral)	Acid-sensing ion channel 4	667	integral component of membrane [GO:0016021]; sodium channel activity [GO:0005272]	GO:0005272; GO:0016021	PFX32498.1
A0A2B4S289	A0A2B4S289_STYPI	unreviewed	Ret AWC38_SpisGene11405	Stylophora pistillata (Smooth cauliflower coral)	Proto-oncogene tyrosine-protein kinase receptor Ret	471	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	GO:0004672; GO:0005524	PFX24021.1
A0A3M6UQB6	A0A3M6UQB6_POCDA	unreviewed	pdam_00015513	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	429			RMX55754.1
A0A3M6USS2	A0A3M6USS2_POCDA	unreviewed	pdam_00002355	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	EGF-like domain-containing protein	383			RMX56624.1
A0A3M6USH7	A0A3M6USH7_POCDA	unreviewed	pdam_00002356	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	677	calcium ion binding [GO:0005509]	GO:0005509	RMX56621.1
A0A3M6UWH3	A0A3M6UWH3_POCDA	unreviewed	pdam_00013835	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	392			RMX58073.1
A0A3M6UWP8	A0A3M6UWP8_POCDA	unreviewed	pdam_00013839	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	466	Mon1-Ccz1 complex [GO:0035658]; vesicle-mediated transport [GO:0016192]	GO:0016192; GO:0035658	RMX58071.1
A0A2B4SPT8	A0A2B4SPT8_STYPI	unreviewed	CCDC154 AWC38_SpisGene4589	Stylophora pistillata (Smooth cauliflower coral)	Coiled-coil domain-containing protein 154	1042			PFX30618.1
A0A3M6UWX0	A0A3M6UWX0_POCDA	unreviewed	pdam_00013850	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	287	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]	GO:0000981; GO:0003677; GO:0005634	RMX58089.1
A0A3M6UAG8	A0A3M6UAG8_POCDA	unreviewed	pdam_00025834	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	TPR_REGION domain-containing protein (Fragment)	580			RMX50647.1
A0A3M6TF33	A0A3M6TF33_POCDA	unreviewed	pdam_00017266	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	3418	integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]; catalase activity [GO:0004096]; heme binding [GO:0020037]	GO:0004096; GO:0005509; GO:0016021; GO:0020037	RMX39993.1
A0A3M6TF31	A0A3M6TF31_POCDA	unreviewed	pdam_00017273	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	878	integral component of membrane [GO:0016021]; extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021	RMX40002.1
A0A3M6TF94	A0A3M6TF94_POCDA	unreviewed	pdam_00017274	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Pentaxin (Pentraxin)	243	extracellular region [GO:0005576]; metal ion binding [GO:0046872]	GO:0005576; GO:0046872	RMX40008.1
A0A3M6TD08	A0A3M6TD08_POCDA	unreviewed	pdam_00021698	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	660	membrane [GO:0016020]; synaptic vesicle [GO:0008021]; metal ion binding [GO:0046872]; small GTPase binding [GO:0031267]; exocytosis [GO:0006887]; intracellular protein transport [GO:0006886]	GO:0006886; GO:0006887; GO:0008021; GO:0016020; GO:0031267; GO:0046872	RMX39297.1
A0A3M6TD80	A0A3M6TD80_POCDA	unreviewed	pdam_00021696	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	771			RMX39291.1
A0A3M6TD50	A0A3M6TD50_POCDA	unreviewed	pdam_00021695	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	GYF domain-containing protein	342	U5 snRNP [GO:0005682]	GO:0005682	RMX39290.1
A0A2B4STF5	A0A2B4STF5_STYPI	unreviewed	pol AWC38_SpisGene2762	Stylophora pistillata (Smooth cauliflower coral)	Pol polyprotein	2471	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]	GO:0003676; GO:0008270; GO:0015074	PFX32353.1
A0A2B4RQL6	A0A2B4RQL6_STYPI	unreviewed	SDK2 AWC38_SpisGene16997	Stylophora pistillata (Smooth cauliflower coral)	Protein sidekick-2	2249	aspartic-type endopeptidase activity [GO:0004190]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; protein dimerization activity [GO:0046983]; RNA-directed DNA polymerase activity [GO:0003964]; DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074; GO:0046983	PFX18608.1
A0A2B4T0E4	A0A2B4T0E4_STYPI	unreviewed	Ocrl AWC38_SpisGene398	Stylophora pistillata (Smooth cauliflower coral)	WD repeat and coiled-coil-containing protein (EC 3.1.3.36)	1358	early endosome membrane [GO:0031901]; phagocytic vesicle membrane [GO:0030670]; inositol phosphate phosphatase activity [GO:0052745]; phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity [GO:0004439]; phosphatidylinositol dephosphorylation [GO:0046856]; signal transduction [GO:0007165]	GO:0004439; GO:0007165; GO:0030670; GO:0031901; GO:0046856; GO:0052745	PFX34610.1
A0A3M6TXN4	A0A3M6TXN4_POCDA	unreviewed	pdam_00002046	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	448	integral component of membrane [GO:0016021]	GO:0016021	RMX46058.1
A0A3M6TX98	A0A3M6TX98_POCDA	unreviewed	pdam_00002054	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1468	cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]	GO:0005737; GO:0008270	RMX46000.1
A0A3M6TXK9	A0A3M6TXK9_POCDA	unreviewed	pdam_00002055	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Ditrans,polycis-polyprenyl diphosphate synthase ((2E,6E)-farnesyldiphosphate specific) (EC 2.5.1.87)	412	transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]	GO:0016765	RMX45999.1
A0A2B4S309	A0A2B4S309_STYPI	unreviewed	BRWD1 AWC38_SpisGene12534	Stylophora pistillata (Smooth cauliflower coral)	Bromodomain and WD repeat-containing protein 1	2191	syntaxin binding [GO:0019905]	GO:0019905	PFX22948.1
A0A3M6TX29	A0A3M6TX29_POCDA	unreviewed	pdam_00002059	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Aldo_ket_red domain-containing protein	315	D-threo-aldose 1-dehydrogenase activity [GO:0047834]	GO:0047834	RMX45993.1
A0A3M6TX42	A0A3M6TX42_POCDA	unreviewed	pdam_00002062	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	429	nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; zinc ion binding [GO:0008270]	GO:0003700; GO:0005634; GO:0008270; GO:0043565	RMX45985.1
A0A3M6TX86	A0A3M6TX86_POCDA	unreviewed	pdam_00002063	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	VWFA domain-containing protein	358			RMX45986.1
A0A2B4RWV2	A0A2B4RWV2_STYPI	unreviewed	RH47 AWC38_SpisGene12523	Stylophora pistillata (Smooth cauliflower coral)	RNA helicase (EC 3.6.4.13)	619	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]	GO:0003676; GO:0003724; GO:0005524; GO:0016787	PFX22934.1
A0A3M6TXA2	A0A3M6TXA2_POCDA	unreviewed	pdam_00002072	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein (Fragment)	281	integral component of membrane [GO:0016021]	GO:0016021	RMX46027.1
A0A3M6U8Q2	A0A3M6U8Q2_POCDA	unreviewed	pdam_00017298	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	160	integral component of membrane [GO:0016021]	GO:0016021	RMX49919.1
A0A3M6U8Q8	A0A3M6U8Q8_POCDA	unreviewed	pdam_00017300	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1425	integral component of membrane [GO:0016021]; G protein-coupled receptor activity [GO:0004930]	GO:0004930; GO:0016021	RMX49904.1
A0A3M6U882	A0A3M6U882_POCDA	unreviewed	pdam_00017302	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	G_PROTEIN_RECEP_F1_2 domain-containing protein	1206	integral component of membrane [GO:0016021]; nucleolus [GO:0005730]; DNA binding [GO:0003677]; G protein-coupled receptor activity [GO:0004930]; transcription factor binding [GO:0008134]; regulation of transcription, DNA-templated [GO:0006355]	GO:0003677; GO:0004930; GO:0005730; GO:0006355; GO:0008134; GO:0016021	RMX49902.1
A0A3M6UST2	A0A3M6UST2_POCDA	unreviewed	pdam_00015787	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	UDG domain-containing protein (Fragment)	240	mismatch base pair DNA N-glycosylase activity [GO:0000700]; base-excision repair, AP site formation [GO:0006285]	GO:0000700; GO:0006285	RMX56705.1
A0A3M6TXC5	A0A3M6TXC5_POCDA	unreviewed	pdam_00011054	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	369			RMX45948.1
A0A3M6U0F3	A0A3M6U0F3_POCDA	unreviewed	pdam_00018682	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	RRM domain-containing protein (Fragment)	280	RNA binding [GO:0003723]	GO:0003723	RMX47132.1
A0A3M6TL69	A0A3M6TL69_POCDA	unreviewed	pdam_00001321	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Thioredoxin domain-containing protein (Fragment)	412	endoplasmic reticulum [GO:0005783]	GO:0005783	RMX42048.1
A0A3M6TKR2	A0A3M6TKR2_POCDA	unreviewed	pdam_00001317	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	92	endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; protein transport [GO:0015031]	GO:0005789; GO:0015031; GO:0016021	RMX41982.1
A0A2B4SXL8	A0A2B4SXL8_STYPI	unreviewed	IFI44 AWC38_SpisGene1118	Stylophora pistillata (Smooth cauliflower coral)	Interferon-induced protein 44	443			PFX33929.1
A0A2B4T076	A0A2B4T076_STYPI	unreviewed	NRP2 AWC38_SpisGene1128	Stylophora pistillata (Smooth cauliflower coral)	Neuropilin-2	311			PFX34045.1
A0A2B4SXJ7	A0A2B4SXJ7_STYPI	unreviewed	MFGE8 AWC38_SpisGene1129	Stylophora pistillata (Smooth cauliflower coral)	Lactadherin	510			PFX34046.1
A0A3M6TKW4	A0A3M6TKW4_POCDA	unreviewed	pdam_00001281	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	295			RMX42020.1
A0A3M6TKV2	A0A3M6TKV2_POCDA	unreviewed	pdam_00001274	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	581	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	GO:0003676; GO:0008270	RMX42010.1
A0A3M6TL72	A0A3M6TL72_POCDA	unreviewed	pdam_00001272	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	1248	nucleus [GO:0005634]; regulation of transcription, DNA-templated [GO:0006355]	GO:0005634; GO:0006355	RMX42106.1
A0A3M6TL31	A0A3M6TL31_POCDA	unreviewed	pdam_00001271	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Pyr_redox_2 domain-containing protein	431	oxidoreductase activity [GO:0016491]	GO:0016491	RMX42105.1
A0A3M6TLI2	A0A3M6TLI2_POCDA	unreviewed	pdam_00001270	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	Uncharacterized protein	574			RMX42104.1
A0A2B4T021	A0A2B4T021_STYPI	unreviewed	Col4a4 AWC38_SpisGene1157	Stylophora pistillata (Smooth cauliflower coral)	Collagen alpha-4(IV) chain	518	collagen trimer [GO:0005581]; integral component of membrane [GO:0016021]; tumor necrosis factor receptor binding [GO:0005164]; immune response [GO:0006955]	GO:0005164; GO:0005581; GO:0006955; GO:0016021	PFX34027.1
